TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,MECHANICS,HEALTH,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
,"Basic","Minion","CS2_119","Tartarabbia dell'Oasi",,"Free",4,,7,,2,,,True,"Ittoku","Ha un sogno: volare e sputare fuoco come il suo idolo. Non si realizzerà mai.",,"Beast",,"Sbloccata al livello 51 del Druido."
"<b>Grido di Battaglia:</b> rigenera 2 Salute.","Basic","Minion","EX1_011","Taumaturgo Vudù","Horde","Free",1,Battlecry,1,,2,,,True,"Karl Richardson","Il vudù sarà pure un'arte incompresa ma <i>è</i> arte.",,,,"Sbloccata al livello 55 del Ladro."
,"Basic","Hero","HERO_02","Thrall","Neutral","Free",,,30,,,"Shaman",,True,,,,,,
"Infligge $2 danni.","Basic","Spell","DS1_185","Tiro Arcano","Neutral","Free",1,,,,,"Hunter",,True,"Luca Zontini","I Maghi un tempo evocavano le Frecce Arcane per i Cacciatori fin quando questi non impararono un po' di magia. La conseguente crisi gettò Roccavento in una recessione economica.",,,"Sbloccata al livello 1.","Sbloccata al livello 32."
"Infligge $3 danni a due servitori nemici casuali.","Basic","Spell","DS1_183","Tiro Multiplo","Neutral","Free",4,,,,,"Hunter",,True,"Benjamin Zhang","Non è una questione di qualità ma di quantità.",,,"Sbloccata al livello 1.","Sbloccata al livello 36."
"<b>Potere Eroe</b>
Infligge 2 danni all'eroe nemico.","Basic","Hero Power","DS1h_292","Tiro Stabilizzato","Neutral","Free",2,,,,,"Hunter",,,,,,,,
"Rigenera #8 Salute.","Basic","Spell","CS2_007","Tocco Curativo","Neutral","Free",3,,,,,"Druid",,True,"Cyril Van Der Haegen","8 Salute nessuna attesa.",,,"Sbloccata al livello 1.","Sbloccata al livello 15."
"I servitori adiacenti hanno +2 Attacco.","Basic","Minion","EX1_565","Totem del Fuoco","Neutral","Common",2,AdjacentBuff|Aura,3,"",0,"Shaman",,True,"Jonathan Ryder","I costruttori di totem utilizzano legni molto rari. Si mormora esistano totem fatti addirittura con i Treant Legnoferreo.",,"Totem","Sbloccata al livello 4.","Sbloccata al livello 43."
"<b>+1 Danni Magici</b>","Basic","Minion","CS2_052","Totem dell'Aria","Neutral","Free",1,Spellpower,2,,0,"Shaman",,,,,,"Totem",,
"<b>Provocazione</b>","Basic","Minion","CS2_051","Totem della Pietra","Neutral","Free",1,Taunt,2,,0,"Shaman",,,,,,"Totem",,
"Alla fine del tuo turno rigenera 1 Salute a tutti i tuoi servitori.","Basic","Minion","NEW1_009","Totem della Vita",,"Free",1,,2,,0,"Shaman",,,,,,"Totem",,
,"Basic","Minion","CS2_050","Totem delle Fiamme","Neutral","Free",1,,1,,1,"Shaman",,,,,,"Totem",,
"Guarda le prime tre carte del tuo mazzo. Pescane una e scarta le altre.","Basic","Spell","DS1_184","Tracciamento","Neutral","Free",1,,,,,"Hunter",,True,"Mauro Cascioli","Per il giocatore che non sa quale carta inserire nel proprio mazzo.",,,"Sbloccata al livello 1.","Sbloccata al livello 15."
"Fa tornare un servitore nemico nella mano dell'avversario.","Basic","Spell","EX1_581","Tramortimento","Neutral","Free",2,,,,,"Rogue",,True,"Scott Altmann","Le Ladre usano sempre Tramortimento sui loro compagni per costringerli a guardare i film romantici.",,,"Sbloccata al livello 1.","Sbloccata al livello 40."
"<b>Provocazione</b>","Basic","Minion","CS2_232","Treant Legnoferreo","Neutral","Common",8,Taunt,8,,8,"Druid",,True,"Dave Allsop","Ti <i>sfido</i> ad attaccare Darnassus.",,,"Sbloccata al livello 10.","Sbloccata al livello 49."
"Infligge $1 |4(dannodanni) a TUTTI i servitori.","Basic","Spell","EX1_400","Turbine","Neutral","Common",1,,,,,"Warrior",,True,"Jonboy Meyers","Il modo migliore per riconoscere un Guerriero veterano da un novellino è che quest'ultimo grida "Uuooooo" quando esegue un Turbine.",,,"Sbloccata al livello 6.","Sbloccata al livello 32."
"+1 Attacco dal Lupo della Foresta.","Basic","Enchantment","DS1_175o","Ululato Furioso",,,,,,,,"Hunter",,,,,,,,
"Attacco pari a 1.","Basic","Enchantment","EX1_360e","Umiltà","Neutral",,,,,,,"Paladin",,,,,,,,
"L'Attacco di un servitore diventa pari a 1.","Basic","Spell","EX1_360","Umiltà","Neutral","Common",1,,,,,"Paladin",,True,"Daren Bader","Questa carta bagna qualsiasi cosa. Oh no aspetta quella è "Umidità".",,,"Sbloccata al livello 6.","Sbloccata al livello 28."
,"Basic","Hero","HERO_04","Uther l'Araldo della Luce","Neutral","Free",,,30,,,"Paladin",,True,,,,,,
,"Basic","Hero","HERO_03","Valeera Sanguinar","Neutral","Free",,,30,,,"Rogue",,True,,,,,,
"+2 Attacco alla tua arma.","Basic","Spell","CS2_074","Veleno Mortale","Neutral","Free",1,,,,,"Rogue",,True,"Trevor Jacobs","I Ladri custodiscono gelosamente i segreti della creazione di veleni temendo che i Maghi possano utilizzarli nelle loro magie. Dardi Avvelenati? Pioggia di Veleno? Meglio evitare.",,,"Sbloccata al livello 1.","Sbloccata al livello 43."
"+2 Attacco.","Basic","Enchantment","CS2_074e","Veleno Mortale",,,,,,,,,,,,,,,,
"Cominciare per secondo rende più forte il tuo primo servitore.","Basic","Enchantment","GAME_003e","Vendetta della Moneta",,,,,,,,,,,,,,,,
"Cominciare per secondo rende più forte il tuo primo servitore.","Basic","Enchantment","GAME_003","Vendetta della Moneta",,,,,,,,,,,,,,,,
"Infligge $1 |4(dannodanni) a tutti i servitori nemici. Pesca una carta.","Basic","Spell","EX1_129","Ventaglio di Lame","Neutral","Common",3,,,,,"Rogue",,True,"Andrew Robinson","Non è consigliabile usarlo per rinfrescarsi nelle giornate più afose.",,,"Sbloccata al livello 4.","Sbloccata al livello 29."
"+1/+1 dal Campione di Roccavento.","Basic","Enchantment","CS2_222o","Vigore di Roccavento",,,,,,,,,,,,,,,,
"+2 Salute.","Basic","Enchantment","EX1_244e","Vigore Totemico",,,,,,,,"Shaman",,,,,,,,
"+2 Salute ai tuoi Totem.","Basic","Spell","EX1_244","Vigore Totemico","Neutral","Common",0,,,,,"Shaman",,True,"Trent Kaniuga","La distruzione dei totem non è più un'attività ricreativa.",,,"Sbloccata al livello 6.","Sbloccata al livello 28."
"Mette nella tua mano una copia di una carta casuale dalla mano dell'avversario.","Basic","Spell","CS2_003","Visione Mentale","Neutral","Common",1,,,,,"Priest",,True,"Michael Komarck","So cosa hai fatto.",,,"Sbloccata al livello 4.","Sbloccata al livello 32."
,"Basic","Minion","CS2_182","Yeti di Ventofreddo","Neutral","Common",4,,5,,4,,,True,"Mauro Cascioli","Ha sempre sognato di scendere dalla montagna e di vendere spaghetti di riso ma non ha mai avuto il coraggio di farlo.",,,,"Sbloccata al livello 55 del Guerriero."
,"Debug","Spell","XXX_028","",,"Common",,,,,,,,,,,,,,
"","Debug","Spell","XXX_001","",,"Common",0,ImmuneToSpellpower,,,,,,,,,,,,
"","Debug","Spell","XXX_003","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_004","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_005","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_006","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_007","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_008","",,"Common",0,Freeze,,,,,,,,,,,,
"","Debug","Spell","XXX_009","",,"Common",0,,,,,,,,,,,,,
"","Debug","Enchantment","XXX_009e","",,"Common",,,,,,,,,,,,,,
"","Debug","Spell","XXX_010","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_011","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_012","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_013","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_014","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_015","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_016","",,,0,,,,,,,,,,,,,
"","Debug","Spell","XXX_017","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_018","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_019","",,"Common",,,,,,,,,,,,,,
"","Debug","Spell","XXX_020","",,"Common",0,ImmuneToSpellpower,,,,,,,,,,,,
"","Debug","Spell","XXX_021","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_022","",,"Common",0,,,,,,,,,,,,,
"","Debug","Enchantment","XXX_022e","",,,,,,,,,,,,,,,,
"","Debug","Spell","XXX_023","",,"Common",0,,,,,,,,,,,,,
"","Debug","Minion","XXX_024","",,"Common",0,,10,,3,,,,,,,,,
"","Debug","Spell","XXX_025","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_026","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_027","",,,,,,,,,,,,,,,,
"","Debug","Spell","XXX_002","",,"Common",0,ImmuneToSpellpower,,,,,,,,,,,,
"","Debug","Spell","XXX_029","",,,0,,,,,,,,,,,,,
"","Debug","Spell","XXX_030","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_039","",,,0,,,,,,,,,,,,,
,"Debug","Hero","XXX_040","",,,,,10,,,"Warrior",,,,,,,,
"","Debug","Spell","XXX_041","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_042","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_043","",,"Common",0,,,,,,,,,,,,,
"","Debug","Minion","XXX_044","",,"Common",0,,5,,5,,,,,,,,,
"","Debug","Spell","XXX_045","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_046","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_047","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_048","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_049","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_050","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_051","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_052","",,"Common",0,,,,,,,,,,,,,
"","Debug","Spell","XXX_053","",,,0,,,,,,,,,,,,,
"","Debug","Spell","XXX_054","",,,0,,,,,,,,,,,,,
,"Debug","Enchantment","XXX_054e","",,,,,,,,,,,,,,,,
"","Debug","Spell","XXX_055","",,,0,,,,,,,,,,,,,
,"Debug","Enchantment","XXX_055e","",,,,,,,,,,,,,,,,
"","Debug","Spell","XXX_056","",,,0,,,,,,,,,,,,,
"","Debug","Spell","XXX_057","",,,0,,,,,,,,,,,,,
"","Debug","Minion","XXX_094","",,,0,,1,,1,,,,,,,,,
"","Debug","Minion","XXX_095","",,,0,,1,,1,,,,,,,,,
"","Debug","Minion","XXX_096","",,,0,,1,,1,,,,,,,,,
"","Debug","Minion","XXX_097","",,,0,,1,,1,,0,,,,,,,
"","Debug","Minion","XXX_098","",,,0,,1,,1,,0,,,,,,,
"","Debug","Minion","XXX_099","",,,0,,1,,1,,0,,,,False,,,
"<b>Grido di Battaglia:</b> fornisce il potere del ROCK a ogni giocatore!","Promotion","Minion","PRO_001","Elite Tauren Chieftain",,"Legendary",5,Battlecry,5,,5,,,True,"Samwise Didier","Sta cercando un batterista. Al momento i migliori candidati sono: Ingegnera Novizia Guardiano di Sen'jin e soprattutto Ragnaros il Signore del Fuoco.",True,,,"Ricompensa della BlizzCon 2013."
"<i>Ehi gallina!</i>","Promotion","Minion","Mekka4t","Gallina",,,0,,1,,1,,,,,,,"Beast",,
"All'inizio del tuo turno questo servitore si autodistrugge e fa pescare 3 carte.","Promotion","Minion","Mekka1","Gallina a Ricerca","Alliance","Common",1,,1,"",0,,,,,,,"Mech",,
"<b>Grido di Battaglia:</b> evoca una MERAVIGLIOSA invenzione.","Promotion","Minion","EX1_112","Gelbin Meccatork","Alliance","Legendary",6,Battlecry,6,,6,,,True,"Ludo Lullabi","È il capo degli Gnomi e un incredibile inventore e sta persino migliorando: trasforma le cose in galline MOLTO meno spesso di quanto non facesse in passato.",True,,,"Ricompensa per aver collaudato il negozio nella fase beta."
"Evoca tre quattro o cinque Murloc 1/1.","Promotion","Spell","PRO_001a","I Am Murloc",,,4,,,,,,,,,,,,,
"Statistiche aumentate.","Promotion","Enchantment","Mekka3e","Ingrossato!",,,,,,,,,,,,,,,,
"Alla fine del tuo turno +1/+1 a un servitore casuale.","Promotion","Minion","Mekka3","Ingrossatore 3000","Alliance","Common",1,,4,"",0,,,,,,,"Mech",,
,"Promotion","Minion","PRO_001at","Murloc",,,1,,1,,1,,,,,,,"Murloc",,
"All'inizio del tuo turno trasforma un servitore casuale in una Gallina 1/1.","Promotion","Minion","Mekka4","Pollizzatore","Alliance","Common",1,,3,"",0,,,,,,,"Mech",,
"Evoca un guerriero casuale dell'Orda.","Promotion","Spell","PRO_001c","Power of the Horde",,,4,,,,,,,,,,,,,
"Alla fine del tuo turno rigenera 6 Salute a un personaggio danneggiato.","Promotion","Minion","Mekka2","Robot di Riparazione","Alliance","Common",1,,3,"",0,,,,,,,"Mech",,
"Infligge $4 danni. Pesca una carta.","Promotion","Spell","PRO_001b","Rogues Do It...",,,4,,,,,,,,,,,,,
"Trasformato in una Gallina.","Promotion","Enchantment","Mekka4e","Trasformato",,,,Morph,,,,,,,,,,,,
"<b>Grido di Battaglia:</b> pesca un Pirata casuale dal tuo mazzo.","Reward","Minion","NEW1_016","Pappagallo del Pirata",,"Epic",2,Battlecry,1,,1,,,True,"Daren Bader","Pirati e pappagalli sono inseparabili quanto Leproratti e carote.",,"Beast","Sbloccata ottenendo tutti i Pirati del set Avanzato.","Sbloccata ottenendo tutti i Pirati Dorati del set Avanzato."
"<b>Carica</b>. Ha +1 Attacco per ogni altro Murloc sul campo di battaglia.","Reward","Minion","EX1_062","Vecchio Occhiobuio","Neutral","Legendary",4,Charge,4,"",2,,,True,"Dan Scott","È una leggenda tra i Murloc. Di lui dicono "Mrghllghghllghg!".",True,"Murloc","Sbloccata ottenendo tutti i Murloc del set Avanzato.","Sbloccata ottenendo tutti i Murloc Dorati dei set Base e Avanzato."
"Salute scambiata.","Goblins vs Gnomes","Enchantment","GVG_014a","Adombrato",,,,,,,,"Priest",,,,,,,,
"Evoca tre Reclute Mano d'Argento 1/1. Equipaggia un'arma 1/4.","Goblins vs Gnomes","Spell","GVG_061","Adunata Militare",,"Rare",3,,,,,"Paladin",,True,"Mike Hayes","Ho portato le pizze! - Il richiamo più efficace della Mano d'Argento",,,,
"+1 Attacco.","Goblins vs Gnomes","Enchantment","GVG_023a","Affilatura",,,,,,,,,,,,,,,,
"Rigenera la salute di TUTTI i personaggi al massimo.","Goblins vs Gnomes","Spell","GVG_033","Albero della Vita",,"Epic",9,,,,,"Druid",,True,"Steve Prescott","Chi l'avrebbe detto che le guarigioni crescessero sugli alberi?",,,,
"Alla fine del turno di ogni giocatore questo pesca fin quando non ha 3 carte.","Goblins vs Gnomes","Minion","GVG_094","Alfred",,"Rare",4,,4,,1,,,True,"Matt Dixon","Il maggiordomo perfetto!",,"Mech",,
"+1 Salute.","Goblins vs Gnomes","Enchantment","PART_001e","Armatura Potenziata",,,,,,,,,,,,,,,,
"+1 Salute a un servitore.","Goblins vs Gnomes","Spell","PART_001","Armatura Potenziata",,,1,,,,,,,,"Nutchapol Thitinunthakorn",,,,,
"Attacco aumentato.","Goblins vs Gnomes","Enchantment","GVG_068a","Assorbimento Magia",,,,Aura,,,,,,,,,,,,
"Attacco aumentato.","Goblins vs Gnomes","Enchantment","GVG_067a","Assorbimento Magia",,,,Aura,,,,,,,,,,,,
"<b>Grido di Battaglia:</b> +2 Attacco a tutti gli altri tuoi Robot.","Goblins vs Gnomes","Minion","GVG_048","Belva Zannaferrea",,"Rare",3,Battlecry,3,,3,"Hunter",,True,"Hideaki Takamura","Mai lasciarle sotto la pioggia. Al Cratere di Un'Goro c'è un intero branco di Belve Zannaruggine.",,"Mech",,
"+2/+2.","Goblins vs Gnomes","Enchantment","GVG_060e","Ben Equipaggiato",,,,,,,,"Paladin",,,,,,,,
"Fornisce <b>Furtività</b> a un tuo servitore fino al tuo turno successivo.","Goblins vs Gnomes","Spell","PART_004","Bobina Occultante",,,1,,,,,,,,"Nutchapol Thitinunthakorn",,,,,
"Mentre è nella tua mano ottiene +1 Attacco quando un tuo servitore muore.","Goblins vs Gnomes","Minion","GVG_063","Bolvar Domadraghi",,"Legendary",5,,7,,1,"Paladin",,True,"Tooth","Per chi non lo sapesse Bolvar alla fine viene bruciato poi si siede su un trono di ghiaccio e tutti si dimenticano di lui.",True,,,
"Infligge danni a TUTTI i servitori pari al loro attacco.","Goblins vs Gnomes","Spell","GVG_008","Bomba Fotonica",,"Epic",6,AffectedBySpellPower,,,,"Priest",,True,"Luca Zontini","Ecco cosa succede se si permette ai Goblin di fare i Sacerdoti...",,,,
"Infligge $3 danni.","Goblins vs Gnomes","Spell","GVG_015","Bomba Oscura",,"Common",2,,,,,"Warlock",,True,"Jeff Haynie","Nell'oscurità nessuno può sentirti urlare.",,,,
"<b>Grido di Battaglia:</b> infligge 6 danni suddivisi casualmente tra TUTTI gli altri personaggi.","Goblins vs Gnomes","Minion","GVG_090","Bombarolo Più Pazzo",,"Rare",5,Battlecry,4,,5,,,True,"Alex Horley Orlandelli","Come se il suo predecessore non fosse già abbastanza pericoloso.",,,,
"Probabilità del 50% di attaccare il nemico sbagliato.","Goblins vs Gnomes","Minion","GVG_065","Bruto Ogre",,"Common",3,,4,,4,,,True,"Vinod Rams","Gli Ogre non sono noti per la loro memoria ferrea.",,,,
"Quando giochi un Pirata infligge 2 danni a un nemico casuale.","Goblins vs Gnomes","Minion","GVG_075","Cannone Nautico",,"Common",2,,3,,2,,,True,"Warren Mahy","Se senti qualcuno urlare "A bomba!" stai per essere bagnato. O spiaccicato.",,,,
,"Goblins vs Gnomes","Minion","GVG_044","Carroragno",,"Common",3,,4,,3,,,True,"Dany Orizio","Cosa ne dite se ci aggiungiamo dei cannoni? - Fizzblitz mentre osserva una Ragnomobile",,"Mech",,
"Attacco aumentato.","Goblins vs Gnomes","Enchantment","GVG_063a","Castigo",,,,,,,,,,,,,,,,
"Il tuo Potere Eroe può essere usato sui servitori.","Goblins vs Gnomes","Minion","GVG_087","Cecchino Spargifumo",,"Epic",2,,3,,2,"Hunter",,True,"Jun Kang","I Goblin di rado hanno la pazienza per fare i cecchini. Preferiscono metodi più... esplosivi.",,,,
"Scambia Attacco e Salute di un servitore.","Goblins vs Gnomes","Spell","PART_006","Commutatore",,,1,,,,,,,,"Nutthapon Petthai",,,,,
"Fornisce <b>Provocazione</b> a un servitore.","Goblins vs Gnomes","Spell","PART_003","Corno Arrugginito",,,1,,,,,,,,"Peerasak Senalai",,,,,
"Infligge da $3 a $6 danni. <b>Sovraccarico:</b> (1)","Goblins vs Gnomes","Spell","GVG_038","Crepitio",,"Common",2,,,,,"Shaman",,True,"Warren Mahy","Funziona bene anche per far smettere la gente di parlare al telefono.",,,,
"Infligge $5 danni a un servitore. Se il bersaglio è un tuo Demone gli fornisce +5/+5.","Goblins vs Gnomes","Spell","GVG_019","Cuore Demoniaco",,"Epic",5,,,,,"Warlock",,True,"Kerem Beyit","Praticamente tutti i membri dell'Associazione per la Protezione dei Demoni sono Stregoni. Che strano.",,,,
"+5/+5.","Goblins vs Gnomes","Enchantment","GVG_019e","Cuore Demoniaco",,,,,,,,"Warlock",,,,,,,,
"<b>Grido di Battaglia:</b> rigenera 8 Salute al tuo eroe.","Goblins vs Gnomes","Minion","GVG_069","Curabot Antico",,"Common",5,Battlecry,3,,3,,,True,"Jesper Esjing","Non se ne trovano più come una volta... principalmente perché sono tutti esplosi.",,"Mech",,
"Ogni giocatore pesca una carta.","Goblins vs Gnomes","Spell","GVG_032b","Dono di Carte",,,,,,,,"Druid",,,,,,,,
"Ogni giocatore ottiene 1 Cristallo di Mana.","Goblins vs Gnomes","Spell","GVG_032a","Dono di Mana",,,,,,,,"Druid",,,,,,,,
"<b>Grido di Battaglia:</b> evoca due Robobombe 1/1. <i>ATTENZIONE: le Robobombe possono esplodere.</i>","Goblins vs Gnomes","Minion","GVG_110","Dott. Boom",,"Legendary",7,Battlecry,7,,7,,,True,"Alex Garner","Esperto in esplosioni!",True,,,
"<b>Scegli:</b> fornisce 1 Cristallo di Mana a ogni giocatore <b>o</b> ogni giocatore pesca una carta.","Goblins vs Gnomes","Minion","GVG_032","Driade dei Boschi",,"Rare",3,,4,,2,"Druid",,True,"Chris Rahn","Ama le passeggiate nei boschi odia i Segatronchi e i sandali... non ne trova mai un modello che le vada bene.",,,,
"<b>Grido di Battaglia:</b> si trasforma in un servitore 7/7 se controlli una Bestia.","Goblins vs Gnomes","Minion","GVG_080","Druido della Zanna",,"Common",5,Battlecry,4,,4,"Druid",,True,"Brandon Kitkouski","I Druidi della Zanna vivono nella Caverna dei Lamenti. Indossano camicie pitonate raccontano barzellette sui serpenti e ascoltano la musica ad alto volume.",,,,
,"Goblins vs Gnomes","Minion","GVG_080t","Druido della Zanna",,,5,,7,,7,"Druid",,,"Massive Black",,,"Beast",,
"Mette una copia di ogni tuo servitore sul campo di battaglia nella tua mano.","Goblins vs Gnomes","Spell","GVG_005","Eco di Medivh",,"Epic",4,,,,,"Mage",,True,"Alex Garner","L'Eco di Medivh infesta Karazhan eternamente pronta a imbrogliare a Scacchi e a Hearthstone.",,,,
"<b>Grido di Battaglia:</b> infligge 2 danni a TUTTI i servitori con <b>Rantolo di Morte</b>.","Goblins vs Gnomes","Minion","GVG_101","Epuratore Scarlatto",,"Rare",3,Battlecry,3,,4,"Paladin",,True,"Anton Zemskov","La Crociata Scarlatta sta facendo un'inchiesta di mercato per scoprire se il nome "Crociata Malva" otterrebbe maggiore consenso.",,,,
"<b>Carica</b>. <b>Provocazione</b>.","Goblins vs Gnomes","Minion","GVG_098","Fante di Gnomeregan",,"Common",3,Charge|Taunt,4,,1,,,True,"Zoltan & Gabor","Gli Gnomi non temono il pericolo e sono pronti a tutto per tornare nella loro claustrofobica e radioattiva patria!",,,,
"<b>Provocazione</b>. <b>Scudo Divino</b>.","Goblins vs Gnomes","Minion","GVG_085","Fastidiobot",,"Common",2,Divine Shield|Taunt,2,,1,,,True,"Matt Dixon","L'inventore del Fastidiobot è stato prontamente cacciato dalla scuola di Rabberciopoli ed esiliato dai Regni Orientali.",,"Mech",,
"<b>Furia del Vento</b>","Goblins vs Gnomes","Minion","GVG_037","Folgoratic Rotante",,"Common",2,Windfury,2,,3,"Shaman",,True,"Jim Nelson","Con un piccolo extra lo si può ottenere di colore rosso ciliegia.",,"Mech",,
"Quando subisce danni il suo Attacco raddoppia.","Goblins vs Gnomes","Minion","GVG_049","Gahz'rilla",,"Legendary",7,,9,,6,"Hunter",,True,"Raymond Swanland","L'arroganza dei Troll è pensare che 'a natura sia sotto 'o controllo loro e nun l'esatto contrario. - Uno studioso di Sen'jin",True,"Beast",,
,"Goblins vs Gnomes","Minion","GVG_092t","Gallina",,,1,,1,,1,,,,,,,"Beast",,
"Quando subisce danni mette nella tua mano una carta <b>Gadget</b>.","Goblins vs Gnomes","Minion","GVG_034","Gattorso Robot",,"Rare",6,,6,,7,"Druid",,True,"Trent Kaniuga","Metà gatto metà orso: completamente robot!",,"Mech",,
"Ha +4 Attacco fintanto che l'avversario ha 6 o più carte in mano.","Goblins vs Gnomes","Minion","GVG_095","Geniere Goblin",,"Rare",3,Aura,4,,2,,,True,"Jesper Esjing","È meglio disinnescare o far brillare gli esplosivi? Non conviene chiedere il suo parere al riguardo.",,,,
"Costa (1) Mana in meno per ogni carta nella mano dell'avversario.","Goblins vs Gnomes","Minion","GVG_121","Gigante Meccanico",,"Epic",12,,8,,8,,,True,"Dan Scott","Non va per niente d'accordo con il Gigante di Montagna.",,"Mech",,
"<b>Grido di Battaglia:</b> ottiene +1/+1 e mette nella tua mano una carta <b>Gadget</b> se controlli un Robot.","Goblins vs Gnomes","Minion","GVG_102","Gnomo Aggiustatutto",,"Common",3,Battlecry,3,,3,,,True,"Gabor Szikszai","Il suo concetto di "aggiustato" potrebbe non coincidere con il tuo...",,,,
"<b>Rantolo di Morte:</b> mette nella tua mano una carta <b>Gadget</b>.","Goblins vs Gnomes","Minion","GVG_082","Gnomo Meccanico",,"Common",1,Deathrattle,1,,2,,,True,"Matt Dixon","Quando gli Gnomi Meccanici muoiono vogliono essere... cromati.",,"Mech",,
"Alla fine di ogni turno distruggi questo servitore se è l'unico che controlli.","Goblins vs Gnomes","Minion","GVG_077","Golem dell'Anima",,"Epic",6,,9,,9,"Warlock",,True,"Josh Harris","L'Animus Oscuro è cattivo e misterioso e grande e incapace di scrivere rispettando le più elementari regole grammaticali.",,"Mech",,
"Ottiene <b>Scudo Divino</b> quando giochi un Robot.","Goblins vs Gnomes","Minion","GVG_062","Guardia di Cobalto",,"Rare",5,,3,,6,"Paladin",,True,"Jim Nelson","La serie "Guardia" è stata prodotta per anni in adamantio fino a quando non hanno spostato la produzione a Meccania dove il cobalto è più a buon mercato.",,"Mech",,
"<b>Grido di Battaglia:</b> distrugge una Bestia.","Goblins vs Gnomes","Minion","GVG_120","Hemet Nesingwary",,"Legendary",5,Battlecry,3,,6,,,True,"Ralph Horsley","Non è facile guadagnarsi da vivere facendo il cacciatore in un mondo dove le bestie riappaiono poco dopo che le hai uccise.",True,,,
"Quando giochi un servitore con 1 Attacco gli fornisce +2/+2.","Goblins vs Gnomes","Minion","GVG_104","Hobgoblin",,"Epic",3,,3,,2,,,True,"Laurel D. Austin","Gli Hobgoblin si riuniranno la settimana prossima per discutere delle cure mediche. Al primo posto i rimborsi dentistici.",,,,
"Se controlli un <b>Segreto</b> alla fine del tuo turno rigenera 4 Salute al tuo eroe.","Goblins vs Gnomes","Minion","GVG_089","Illuminatrice",,"Rare",3,,4,,2,,,True,"Jim Nelson","Non dicono "LUMOS!". Non siamo mica a Hogwarts.",,,,
,"Goblins vs Gnomes","Minion","GVG_045t","Imp",,,1,,1,,1,"Warlock",,,,,,"Demon",,
"Infligge da $2 a $4 danni a un servitore. Evoca un Imp 1/1 per ogni danno inflitto.","Goblins vs Gnomes","Spell","GVG_045","Imp-losione",,"Rare",4,,,,,"Warlock",,True,"Jaemin Kim","Tutti sanno che le schegge sono l'elemento più pericoloso delle esplosioni.",,,,
"<b>Furtività</b>","Goblins vs Gnomes","Minion","GVG_081","Inseguitore Branclin",,"Common",2,Stealth,3,,2,,,True,"Seamus Gallagher",""Shhh mi sembra di aver sentito qualcosa."
"Mah sarà stata la tua immaginazione." - Le ultime parole di ogni sentinella",,,,
"Infligge $1 |4(dannodanni) a un servitore casuale. Continua fin quando un servitore non muore.","Goblins vs Gnomes","Spell","GVG_050","Lama Rimbalzante",,"Epic",3,,,,,"Warrior",,True,"Andrew Hou","Solo i Goblin potevano pensare che fosse una buona idea. E anche loro iniziano ad avere dubbi.",,,,
"+1 Attacco a un servitore.","Goblins vs Gnomes","Spell","PART_007","Lame Turbinanti",,,1,,,,,,,,"Nutchapol Thitinunthakorn",,,,,
"+1 Attacco.","Goblins vs Gnomes","Enchantment","PART_007e","Lame Turbinanti",,,,,,,,,,,,,,,,
"+2/+2.","Goblins vs Gnomes","Enchantment","GVG_055e","Lamiera Energizzata",,,,,,,,"Warrior",,,,,,,,
"<b>Grido di Battaglia:</b> infligge 4 danni a un servitore nemico casuale.","Goblins vs Gnomes","Minion","GVG_099","Lanciatore di Bombe",,"Rare",5,Battlecry,3,,3,,,True,"Luca Zontini","Il suo è un lavoro pericoloso ma qualcuno deve pur farlo.",,,,
