MECHANICS,COLLECTIBLE,SET,NAME,FACTION,TEXT,ARTIST,RARITY,ATTACK,COST,HEALTH,FLAVOR,TYPE,ID,PLAYERCLASS,ELITE,RACE,INPLAYTEXT,DURABILITY
,,Classic,Zemsta VanCleefa,,Ten stronnik ma zwiększony atak oraz zdrowie.,,,,,,,Enchantment,EX1_613e,Rogue,,,,
Windfury,True,Classic,Zgładziciel,Neutral,<b>Furia wichru. Przeciążenie:</b> (2),John Polidora,Epic,2,5,,Orgrim Zgładziciel dał ten legendarny oręż Thrallowi. Nazwa to zupełny przypadek.,Weapon,EX1_567,Shaman,,,,8
Combo,True,Classic,Zimna krew,Neutral,Daj stronnikowi +2 do ataku. <b>Kombinacja:</b> Zamiast tego daj +4 do ataku.,Alex Horley Orlandelli,Common,,1,,„Zachowuję zimną krew w każdej sytuacji!” - Królowa Krwi Lana&sbquo;thel,Spell,CS2_073,Rogue,,,,
,,Classic,Zimna krew,,+2 do ataku.,,,,,,,Enchantment,CS2_073e,Rogue,,,,
,,Classic,Zimna krew,,+4 do ataku.,,,,,,,Enchantment,CS2_073e2,Rogue,,,,
,True,Classic,Żmij many,,Otrzymuje +1 do ataku za każdym razem gdy rzucisz zaklęcie.,Blizzard Cinematics,Common,1,1,3,Te żmije karmią się tajemnymi energiami i choć z reguły nie stanowią większego zagrożenia nie powinno się ich zostawiać w wiadrze pełnym many.,Minion,NEW1_012,Mage,,,,
Secret,True,Classic,Zmyłka,Neutral,<b>Sekret:</b> Gdy jakaś postać zaatakuje twojego bohatera zamiast tego zaatakuje inną losową postać.,Daren Bader,Rare,,2,,Czasami wystarczy przykleić sztuczne wąsy i wskazać kogoś innego.,Spell,EX1_533,Hunter,,,,
,,Classic,Znak natury,Neutral,+4 do ataku.,,,,,,,Spell,EX1_155a,Druid,,,,
,,Classic,Znak natury,,Ten stronnik ma +4 do zdrowia oraz <b>Prowokację</b>.,,,,,,,Enchantment,EX1_155be,Druid,,,,
,True,Classic,Znak natury,Neutral,<b>Wybierz jedno:</b> Daj stronnikowi +4 do ataku; lub daj +4 do zdrowia oraz <b>Prowokację</b>.,Clint Langley,Common,,3,,Druidzi nazywają to zaklęcie „znakiem natury”. Inni preferują nazwę „kąpiel potrzebna od zaraz”.,Spell,EX1_155,Druid,,,,
,,Classic,Znak natury,Neutral,+4 do zdrowia oraz <b>Prowokacja</b>.,,,,,,,Spell,EX1_155b,Druid,,,,
,,Classic,Znak natury,,Ten stronnik ma +4 do ataku.,,,,,,,Enchantment,EX1_155ae,Druid,,,,
Battlecry|Freeze,True,Classic,Żywiołak mrozu,Neutral,<b>Okrzyk bojowy:</b> <b>Zamroź</b> postać.,Dan Scott,Common,5,6,5,Wynik związku żywiołaka wody i żywiołaka lodu...,Minion,EX1_283,,,,,
Taunt,True,Classic,Żywiołak ziemi,Neutral,<b>Prowokacja</b>.<b>Przeciążenie:</b> (3),Dan Scott,Epic,7,5,8,Daj kamienia!,Minion,EX1_250,Shaman,,,,
