SET,NAME,FACTION,TEXT,RARITY,COST,TYPE,ID,MECHANICS,HEALTH,INPLAYTEXT,DURABILITY,ATTACK,PLAYERCLASS,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
Basic,Valeera Sangwinar,Neutral,,Free,,Hero,HERO_03,,30,,,,Rogue,True,,,,,,
Basic,Wachlarz ostrzy,Neutral,Zadaj $1 pkt. obrażeń wszystkim wrogim stronnikom. Dobierz kartę.,Common,3,Spell,EX1_129,,,,,,Rogue,True,Andrew Robinson,Nie powiem że kocham noże ale czasem lubię sobie nimi powachlować.,,,Odblokowane na poziomie 4.,Odblokowane na poziomie 29.
Basic,Wędrowiec Pustki,Neutral,<b>Prowokacja</b>,Free,1,Minion,CS2_065,Taunt,3,,,1,Warlock,True,Alex Horley Orlandelli,Podobno w innym świecie jego odpowiednikiem jest „Wędrowiec z Ustki”.,,Demon,Odblokowane na poziomie 1.,Odblokowane na poziomie 36.
Basic,Wezwanie Totemu,Neutral,<b>Moc specjalna</b>Przyzwij losowy Totem.,Free,2,Hero Power,CS2_049,,,,,,Shaman,,,,,,,
Basic,Wielostrzał,Neutral,Zadaj $3 pkt. obrażeń dwóm losowym wrogim stronnikom.,Free,4,Spell,DS1_183,,,,,,Hunter,True,Benjamin Zhang,Wicie rozumicie wszystko rozbija się o <i>przebicie</i>.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 36.
Basic,Wilczy jeździec,Horde,<b>Szarża</b>,Free,3,Minion,CS2_124,Charge,1,,,3,,True,Dany Orizio,Orkowie jeżdżą na wilkach ponieważ są dobrze przystosowane do trudnego środowiska. No i mają mięciutkie futerko.,,,,Odblokowane na 59 poziomie wojownika.
Basic,Wizja umysłu,Neutral,Umieść w twojej ręce kopię losowej karty z ręki przeciwnika.,Common,1,Spell,CS2_003,,,,,,Priest,True,Michael Komarck,Co ja pacze!,,,Odblokowane na poziomie 4.,Odblokowane na poziomie 32.
Basic,Władca Areny,Alliance,<b>Prowokacja</b>,Common,6,Minion,CS2_162,Taunt,5,,,6,,True,E.M. Gist,Kiedyś wygrał na Arenie dwanaście pojedynków z rzędu. Choć minęło wiele lat wciąż nie może przestać o tym gadać.,,,,Odblokowane na 59 poziomie kapłana.
Basic,Wódz Mroźnych Wilków,Horde,<b>Okrzyk bojowy:</b> Otrzymuje +1/+1 za każdego innego przyjaznego stronnika na polu bitwy.,Common,5,Minion,CS2_226,Battlecry,4,,,4,,True,James Ryman,Mroźne Wilki wciąż walczą z ekspedycją Gromdardy o kontrolę nad doliną Alterac. Każda próba negocjacji pokojowych kończyła się na tym że kapitan Galvangar pożerał mediatora.,,,,Odblokowane na 53 poziomie szamana.
Basic,Wódz Srebrnogrzbietych,Horde,<b>Prowokacja</b>,Common,3,Minion,CS2_127,Taunt,4,,,1,,True,Daren Bader,„Znam i polecam!” - Król Mukla,,Beast,,Odblokowane na 53 poziomie wojownika.
Basic,Wojenny golem,Neutral,,Common,7,Minion,CS2_186,,7,,,7,,True,Dave Kendall,Golemy nie czują strachu ale z jakiegoś powodu uciekają gdy rzucić na nie zaklęcie „Strach”. Może to instynkt? A może chęć wtopienia się w otoczenie?,,,,Odblokowane na 51 poziomie łotra.
Basic,Wojownik Błękitnoskrzelich,Neutral,<b>Szarża</b>,Common,2,Minion,CS2_173,Charge,1,,,2,,True,Jakub Kasper,On tylko chce buziaka. Mokrego... lepkiego buziaka.,,Murloc,,Odblokowane na 53 poziomie paladyna.
Basic,Wściekły skowyt,,Ta Bestia ma +1 do ataku dzięki Leśnemu wilkowi.,,,Enchantment,DS1_175o,,,,,,Hunter,,,,,,,
Basic,Wsparcie,Neutral,<b>Moc specjalna</b>Przyzwij Rekruta Srebrnej Dłoni 1/1.,Free,2,Hero Power,CS2_101,,,,,,Paladin,,,,,,,
Basic,Wstrząs mrozu,Neutral,Zadaj $1 pkt. obrażeń wrogiej postaci i ją <b>Zamroź</b>.,Free,1,Spell,CS2_037,Freeze,,,,,Shaman,True,Alex Horley Orlandelli,Idzie mróz idzie mróz niesie śniegu cały wóz!,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 32.
Basic,Wulkaniczny furiat,,,Free,3,Minion,CS2_118,,1,,,5,,True,Matt Gaser,Łudzi się że jest potężny ale tak naprawdę każdy może wyskoczyć z nim teraz na solo.,,,,Odblokowane na 51 poziomie szamana.
Basic,Wygłodniały sęp,,Dobierz kartę za każdym razem gdy przyzywasz Bestię.,Common,5,Minion,CS2_237,,2,,,3,Hunter,True,Bernie Kang,Jeśli go nakarmisz straci rację bytu.,,Beast,Odblokowane na poziomie 4.,Odblokowane na poziomie 47.
Basic,Wyrocznia Burych Łusek,Neutral,WSZYSTKIE pozostałe Murloki otrzymują +1 do ataku.,Common,1,Minion,EX1_508,Aura,1,,,1,,True,Phil Saunders,To te cwańsze murloki. Co wcale wiele nie znaczy.,,Murloc,,Odblokowane na 53 poziomie czarnoksiężnika.
Basic,Wyssanie życia,Neutral,Zadaj $2 pkt. obrażeń. Przywróć #2 pkt. zdrowia twojemu bohaterowi.,Free,3,Spell,CS2_061,,,,,,Warlock,True,Alex Horley Orlandelli,„Właśnie wyssałem ci rok życia”.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 45.
Basic,Wzmocnienie,,Dowódca rajdu daje temu stronnikowi +1 do ataku.,,,Enchantment,CS2_122e,,,,,,,,,,,,,
Basic,Wzmocnienie totemów,,+2 do zdrowia.,,,Enchantment,EX1_244e,,,,,,Shaman,,,,,,,
Basic,Wzmocnienie totemów,Neutral,Daj swoim Totemom +2 do zdrowia.,Common,0,Spell,EX1_244,,,,,,Shaman,True,Trent Kaniuga,Chroni totem przed łomotem.,,,Odblokowane na poziomie 6.,Odblokowane na poziomie 28.
Basic,Yeti z Zimnych Wichrów,Neutral,,Common,4,Minion,CS2_182,,5,,,4,,True,Mauro Cascioli,Zawsze marzył o zejściu z gór i otwarciu kiosku z kebabami ale jakoś nie starczyło mu śmiałości.,,,,Odblokowane na 55 poziomie wojownika.
Basic,Żaba,Neutral,<b>Prowokacja</b>,Common,0,Minion,hexfrog,Taunt,1,,,0,,,,,,Beast,,
Basic,Zabójcza trucizna,Neutral,Daj twojej broni +2 do ataku.,Free,1,Spell,CS2_074,,,,,,Rogue,True,Trevor Jacobs,Sekrety wyrobu trucizn są zazdrośnie strzeżone przez łotrów aby magowie nie tworzyli zatrutych zaklęć. Zatruty pocisk? Deszcz trucizny? Żywiołak trucizn? Nikt tego nie chce.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 43.
Basic,Zabójcza trucizna,,+2 do ataku.,,,Enchantment,CS2_074e,,,,,,,,,,,,,
Basic,Zabójcze sztylety,Neutral,<b>Moc specjalna</b>Wyposaż bohatera w sztylet 1/2.,Free,2,Hero Power,CS2_083b,,,,,,Rogue,,,,,,,
Basic,Żądza krwi,,+3 do ataku w tej turze.,,,Enchantment,CS2_046e,OneTurnEffect,,,,,Shaman,,,,,,,
Basic,Żądza krwi,Neutral,Daj swoim stronnikom +3 do ataku w tej turze.,Common,5,Spell,CS2_046,,,,,,Shaman,True,Luca Zontini,blaarghghLLGHRHARAAHAHHH!!,,,Odblokowane na poziomie 2.,Odblokowane na poziomie 40.
Basic,Zamaszysty cios,Neutral,Zadaj $4 pkt. obrażeń wrogowi i $1 pkt. obrażeń wszystkim pozostałym wrogom.,Common,4,Spell,CS2_012,,,,,,Druid,True,Sean O’Daniels,Ulubiony cios zamachowców!,,,Odblokowane na poziomie 8.,Odblokowane na poziomie 47.
Basic,Zaraz wracam,,Twoje tury są krótsze.,,,Enchantment,GAME_004,,,,,,,,,,,,,
Basic,Żelaznokory obrońca,Neutral,<b>Prowokacja</b>,Common,8,Minion,CS2_232,Taunt,8,,,8,Druid,True,Dave Allsop,Stara kora nie rdzewieje!,,,Odblokowane na poziomie 10.,Odblokowane na poziomie 49.
Basic,Zemsta monety,,Dzięki temu że jesteś drugim graczem twój pierwszy stronnik jest silniejszy.,,,Enchantment,GAME_003,,,,,,,,,,,,,
Basic,Zemsta monety,,Dzięki temu że jesteś drugim graczem twój pierwszy stronnik jest silniejszy.,,,Enchantment,GAME_003e,,,,,,,,,,,,,
Basic,Zły urok,,Ten stronnik został przemieniony!,,,Enchantment,EX1_246e,Morph,,,,,Shaman,,,,,,,
Basic,Zły urok,Neutral,Przemień stronnika w żabę 0/1 z <b>Prowokacją</b>.,Free,3,Spell,EX1_246,,,,,,Shaman,True,Steve Hui,Jeśli rzucisz zły urok na murloka... to chyba wiele nie zmienisz co?,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 47.
Basic,Zmiennokształtność,Neutral,<b>Moc specjalna</b>  +1 do ataku w tej turze. +1 pkt. pancerza.,Free,2,Hero Power,CS2_017,,,,,,Druid,,,,,,,
Basic,Znachor,Horde,<b>Okrzyk bojowy:</b> Przywróć 2 pkt. zdrowia.,Free,1,Minion,EX1_011,Battlecry,1,,,2,,True,Karl Richardson,Przyszła pora na znachora.,,,,Odblokowane na 55 poziomie łotra.
Basic,Znak łowcy,Neutral,Zmień zdrowie stronnika na 1.,Common,0,Spell,CS2_084,,,,,,Hunter,True,Jimmy Lo,Nigdy nie baw się w chowanego z łowcą.,,,Odblokowane na poziomie 6.,Odblokowane na poziomie 40.
Basic,Znak łowcy,,Ten stronnik ma 1 pkt. zdrowia.,,,Enchantment,CS2_084e,,,,,,Hunter,,,,,,,
Basic,Znak ostępów,Neutral,Daj stronnikowi <b>Prowokację</b> oraz +2/+2.<i> (+2 do ataku/+2 do zdrowia)</i>.,Free,2,Spell,CS2_009,,,,,,Druid,True,Brad Vancata,Nie należy mylić tej karty ze „Znakiem postępów”.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 28.
Basic,Znak ostępów,,Ten stronnik ma +2/+2 oraz <b>Prowokację</b>.,,,Enchantment,CS2_009e,,,,,,Druid,,,,,,,
Basic,Zniknięcie,,Cofnij wszystkich stronników na ręce właścicieli.,Common,6,Spell,NEW1_004,,,,,,Rogue,True,Sean O’Daniels,,,,Odblokowane na poziomie 8.,Odblokowane na poziomie 23.
Basic,Żółwior szczękogryz,,,Free,4,Minion,CS2_119,,7,,,2,,True,Ittoku,Jego sny o lataniu i zianiu ogniem nigdy się nie spełnią.,,Beast,,Odblokowane na 51 poziomie druida.
Basic,Żrący bagienny szlam,Alliance,<b>Okrzyk bojowy:</b> Zniszcz broń przeciwnika.,Common,2,Minion,EX1_066,Battlecry,2,,,3,,True,Chris Rahn,Woli żeby mówić do niego „Glutek”.,,,,Odblokowane na 57 poziomie łotra.
Basic,Zwierzęcy towarzysz,,Przyzwij losowo jednego ze zwierzęcych towarzyszy Rexxara.,Common,3,Spell,NEW1_031,,,,,,Hunter,True,Wei Wang,Możesz przyzwać Miszę Leoka lub Prychacza! Prychacz sprawia więcej kłopotów niż jest wart.,,,Odblokowane na poziomie 2.,Odblokowane na poziomie 45.
Basic,Żywiołak ognia,Neutral,<b>Okrzyk bojowy:</b> Zadaj 3 pkt. obrażeń.,Common,6,Minion,CS2_042,Battlecry,5,,,6,Shaman,True,Ralph Horsley,Unika kąpieli bardziej niż ognia.,,,Odblokowane na poziomie 10.,Odblokowane na poziomie 49.
Basic,Żywiołak wody,Neutral,<b>Zamroź</b> każdą postać zranioną przez tego stronnika.,Common,4,Minion,CS2_033,Freeze,6,,,3,Mage,True,John Avon,Nie przywołuj żywiołaka wody do baru. Lubi rozcieńczać drinki.,,,Odblokowane na poziomie 8.,Odblokowane na poziomie 49.
Debug,,,,Common,0,Spell,XXX_030,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_001,ImmuneToSpellpower,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_003,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_004,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_005,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_006,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_007,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_008,Freeze,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_009,,,,,,,,,,,,,
Debug,,,,Common,,Enchantment,XXX_009e,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_010,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_011,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_012,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_013,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_014,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_015,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_016,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_017,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_018,,,,,,,,,,,,,
Debug,,,,Common,,Spell,XXX_019,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_020,ImmuneToSpellpower,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_021,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_022,,,,,,,,,,,,,
Debug,,,,,,Enchantment,XXX_022e,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_023,,,,,,,,,,,,,
Debug,,,,Common,0,Minion,XXX_024,,10,,,3,,,,,,,,
Debug,,,,Common,0,Spell,XXX_025,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_026,,,,,,,,,,,,,
Debug,,,,,,Spell,XXX_027,,,,,,,,,,,,,
Debug,,,,Common,,Spell,XXX_028,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_029,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_002,ImmuneToSpellpower,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_039,,,,,,,,,,,,,
Debug,,,,,,Hero,XXX_040,,10,,,,Warrior,,,,,,,
Debug,,,,Common,0,Spell,XXX_041,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_042,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_043,,,,,,,,,,,,,
Debug,,,,Common,0,Minion,XXX_044,,5,,,5,,,,,,,,
Debug,,,,Common,0,Spell,XXX_045,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_046,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_047,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_048,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_049,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_050,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_051,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_052,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_053,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_054,,,,,,,,,,,,,
Debug,,,,,,Enchantment,XXX_054e,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_055,,,,,,,,,,,,,
Debug,,,,,,Enchantment,XXX_055e,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_056,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_057,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_058,,,,,,,,,,,,,
Debug,,,,,,Enchantment,XXX_058e,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_059,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_060,ImmuneToSpellpower,,,,,,,,,,,,
Debug,,,,,0,Minion,XXX_094,,1,,,1,,,,,,,,
Debug,,,,,0,Minion,XXX_095,,1,,,1,,,,,,,,
Debug,,,,,0,Minion,XXX_096,,1,,,1,,,,,,,,
Debug,,,,,0,Minion,XXX_097,,1,,0,1,,,,,,,,
Debug,,,,,0,Minion,XXX_098,,1,,0,1,,,,,,,,
Debug,,,,,0,Minion,XXX_099,,1,,0,1,,,,,False,,,
Promotion,Doping!,,Zwiększone statystyki.,,,Enchantment,Mekka3e,,,,,,,,,,,,,
Promotion,Dopingator 3000,Alliance,Na koniec twojej tury daj losowemu stronnikowi +1/+1.,Common,1,Minion,Mekka3,,4,,,0,,,,,,Mech,,
Promotion,Drobiozator,Alliance,Na początku twojej tury przemień losowego stronnika w Kurczaka 1/1.,Common,1,Minion,Mekka4,,3,,,0,,,,,,Mech,,
Promotion,Elitarny Taureński Czempion,,<b>Okrzyk bojowy:</b> Daj obu graczom moc metalu! (oraz kartę „Odjazdowy riff”),Legendary,5,Minion,PRO_001,Battlecry,5,,,5,,True,Samwise Didier,Największe hity ETC to: „I Am a Murloc” (Jestem murlokiem) „Rogues Do It...” (Łotrzy robią to...) oraz „Power of the Horde” (Potęga Hordy).,True,,,Nagroda za BlizzCon 2013
Promotion,Gelbin Mekanownik,Alliance,<b>Okrzyk bojowy:</b> Przyzwij NIESAMOWITY wynalazek.,Legendary,6,Minion,EX1_112,Battlecry,6,,,6,,True,Ludo Lullabi,Jest przywódcą gnomów i wspaniałym wynalazcą. Z każdym dniem coraz mniej rzeczy zamienia w kurczaki.,True,,,Nagroda dla graczy którzy pomogli testować sklep podczas bety.
Promotion,Jestem murlokiem,,Przyzwij trzy cztery albo pięć Murloków 1/1.,,4,Spell,PRO_001a,,,,,,,,,,,,,
Promotion,Kurczak,,<i>Hej kurczaku!</i>,,0,Minion,Mekka4t,,1,,,1,,,,,,Beast,,
Promotion,Łotrzy robią to...,,Zadaj $4 pkt. obrażeń. Dobierz kartę.,,4,Spell,PRO_001b,,,,,,,,,,,,,
Promotion,Murlok,,,,1,Minion,PRO_001at,,1,,,1,,,,,,Murloc,,
Promotion,Potęga Hordy,,Przyzwij losowego wojownika Hordy.,,4,Spell,PRO_001c,,,,,,,,,,,,,
Promotion,Reperobot,Alliance,Na koniec twojej tury przywróć 6 pkt. zdrowia rannej postaci.,Common,1,Minion,Mekka2,,3,,,0,,,,,,Mech,,
Promotion,Samonaprowadzany kurczak,Alliance,Na początku twojej tury zniszcz tego stronnika i dobierz 3 karty.,Common,1,Minion,Mekka1,,1,,,0,,,,,,Mech,,
Promotion,Transformacja,,Ten stronnik został zamieniony w kurczaka!,,,Enchantment,Mekka4e,Morph,,,,,,,,,,,,
Reward,Papuga kapitana,,<b>Okrzyk bojowy:</b> Umieść w ręce losowego Pirata z twojej talii.,Epic,2,Minion,NEW1_016,Battlecry,1,,,1,,True,Daren Bader,Te niezwykłe ptaki często zastygają bez ruchu po długim i wyczerpującym skrzeczeniu. Przypuszczalnie usychają z tęsknoty za fiordami.,,Beast,Odblokowane kiedy zdobędziesz wszystkich piratów z zestawu eksperckiego.,Odblokowane kiedy zdobędziesz wszystkich złotych piratów z zestawu eksperckiego.
Reward,Stary Mętnooki,Neutral,<b>Szarża</b>. Otrzymuje +1 do ataku za każdego innego Murloka na polu bitwy.,Legendary,4,Minion,EX1_062,Charge,4,,,2,,True,Dan Scott,To prawdziwa legenda wśród murloków. „Mrghllghghllghg!” powiadają.,True,Murloc,Odblokowane kiedy zdobędziesz wszystkie murloki z zestawu eksperckiego.,Odblokowane kiedy zdobędziesz wszystkie złote murloki z zestawu eksperckiego.
Goblins vs Gnomes,Akwoblin tropiciel,,<b>Ukrycie</b>,Common,2,Minion,GVG_081,Stealth,3,,,2,,True,Seamus Gallagher,„Patrzcie! Płynie do nas jakaś duża rybka!” – ostatnie słowa jednego z uczestników (nieudanej) wyprawy wędkarskiej u wschodnich wybrzeży Azeroth.,,,,
Goblins vs Gnomes,Anodowany robocik,,<b>Prowokacja</b>.<b>Wybierz jedno:</b> +1 do ataku; lub +1 do zdrowia.,Common,2,Minion,GVG_030,Taunt,2,,,2,Druid,True,Eva Widermann,Jaki uroczy malec! RATUNKU ZARAZ ZEŻRE MI TWARZ!,False,Mech,,
Goblins vs Gnomes,Antyczny medibot,,<b>Okrzyk bojowy:</b> Przywróć 8 pkt. zdrowia twojemu bohaterowi.,Common,5,Minion,GVG_069,Battlecry,3,,,3,,True,Jesper Ejsing,Teraz panie to już takich nie robią! (Zapewne dlatego że większość wybuchła).,,Mech,,
Goblins vs Gnomes,Atrapa,,<b>Prowokacja</b>,Rare,0,Minion,GVG_093,Taunt,2,,,0,,True,Matt Dixon,Cały czas coś ją trapi.,,Mech,,
Goblins vs Gnomes,Awaryjne chłodziwo,,<b>Zamroź</b> stronnika.,,1,Spell,PART_005,Freeze,,,,,,,Peerasak Senalai,,,,,
Goblins vs Gnomes,Błyskotron 3000,,<b>Okrzyk bojowy:</b> Wyposaż każdego z graczy w losową broń.,Legendary,5,Minion,GVG_119,Battlecry,4,,,3,,True,Jomaro Kindred,Błyszczy niczym tron.,True,Mech,,
Goblins vs Gnomes,Bokser cienia,,Za każdym razem gdy jakaś postać zostanie uleczona zadaj 1 pkt. obrażeń losowemu wrogowi.,Rare,2,Minion,GVG_072,,3,,,2,Priest,True,Dan Scott,Jego funkcja podstawowa to prawy sierpowy. Funkcja wspomagająca to lewy sierpowy.,,Mech,,
Goblins vs Gnomes,Bolvar Fordragon,,Gdy masz tę kartę w ręce otrzymuje +1 do ataku za każdym razem gdy zginie przyjazny stronnik.,Legendary,5,Minion,GVG_063,,7,,,1,Paladin,True,Tooth,Uwaga zdradzamy zakończenie: Bolvar ginie! Ale nie całkiem ponieważ zostaje zamieniony w żywy ogarek a potem zasiada na tronie z lodu i wszyscy o nim zapominają.,True,,,
Goblins vs Gnomes,Bomba cieni,,Zadaj $3 pkt. obrażeń.,Common,2,Spell,GVG_015,,,,,,Warlock,True,Jeff Haynie,Nie wiem jak dla państwa ale dla mnie - bomba!,,,,
Goblins vs Gnomes,Bomba światła,,Każdemu stronnikowi zadaj obrażenia równe jego atakowi.,Epic,6,Spell,GVG_008,AffectedBySpellPower,,,,,Priest,True,Luca Zontini,Tak to jest jak się pozwoli goblinom na zostanie kapłanami.,,,,
Goblins vs Gnomes,Bombardier,,<b>Okrzyk bojowy:</b> Zadaj 4 pkt. obrażeń losowemu wrogiemu stronnikowi.,Rare,5,Minion,GVG_099,Battlecry,3,,,3,,True,Luca Zontini,Przez dziesięć lat z rzędu zdobywał tytuł mistrza okręgu w rzucie bombą pchnięciu bombą oraz toczeniu bomby na czas.,,,,
Goblins vs Gnomes,Chochlik,,,,1,Minion,GVG_045t,,1,,,1,Warlock,,,,,Demon,,
Goblins vs Gnomes,Chochlikoza,,Zadaj $2-$4 pkt. obrażeń stronnikowi. Przyzwij Chochlika 1/1 za każdy zadany punkt obrażeń.,Rare,4,Spell,GVG_045,,,,,,Warlock,True,Jaemin Kim,Wbrew pozorom zaklęcie to nie przywołuje kozy z chochlą.,,,,
Goblins vs Gnomes,Cieniomantka,,<b>Okrzyk bojowy:</b> Zadaj 3 pkt. obrażeń każdemu bohaterowi.,Epic,1,Minion,GVG_009,Battlecry,1,,,2,Priest,True,Matt Dixon,Wykonuje swoją pracę bez cienia entuzjazmu.,,,,
Goblins vs Gnomes,Cykl życia,,Wtasuj wrogiego stronnika do talii przeciwnika.,Rare,6,Spell,GVG_031,,,,,,Druid,True,Brandon Kitkouski,Nie mylić z „Cyklinowaniem życia”!,,,,
Goblins vs Gnomes,Czasoprzewijacz,,Cofnij przyjaznego stronnika na twoją rękę.,,1,Spell,PART_002,,,,,,,,Nutthapon Petthai,,,,,
Goblins vs Gnomes,Czołg wspomagany MAKS,,<b>Boska tarcza</b>,Common,8,Minion,GVG_079,Divine Shield,7,,,7,,True,Nutchapol Thitinunthakorn,Ma promień skrętu jak czołg ale przynajmniej niestraszne mu korki.,,Mech,,
Goblins vs Gnomes,Czystość,,Zwiększone statystyki.,,,Enchantment,GVG_101e,,,,,,Paladin,,,,,,,
Goblins vs Gnomes,Dar kart,,Każdy z graczy dobiera kartę.,,,Spell,GVG_032b,,,,,,Druid,,,,,,,
Goblins vs Gnomes,Dar many,,Daj każdemu z graczy po krysztale many.,,,Spell,GVG_032a,,,,,,Druid,,,,,,,
Goblins vs Gnomes,Doktor Huk,,<b>Okrzyk bojowy:</b> Przyzwij dwa Hukoboty 1/1. <i>UWAGA: Hukoboty mogą huknąć.</i>,Legendary,7,Minion,GVG_110,Battlecry,7,,,7,,True,Alex Garner,Szef najskuteczniejszej (a na pewno najszybszej) ekipy rozbiórkowej w całym Azeroth.,True,,,
Goblins vs Gnomes,Dożynkarz 4000,,Zadaj również obrażenia stronnikom znajdującym się obok celu ataku.,Legendary,8,Minion,GVG_113,,9,,,6,,True,James Ryman,Doskonały na dożynki i dorzynki.,True,Mech,,
Goblins vs Gnomes,Druid Kłów,,<b>Okrzyk bojowy:</b> Jeśli kontrolujesz Bestię przemień tego stronnika w 7/7.,Common,5,Minion,GVG_080,Battlecry,4,,,4,Druid,True,Brandon Kitkouski,Druidzi Kłów piszą wyłącznie wężykiem.,,,,
Goblins vs Gnomes,Druid Kłów,,,,5,Minion,GVG_080t,,7,,,7,Druid,,Massive Black,,,Beast,,
Goblins vs Gnomes,Drzewo Życia,,Przywróć wszystkie postaci do pełni zdrowia.,Epic,9,Spell,GVG_033,,,,,,Druid,True,Steve Prescott,Dotyk drzewa leczy całe życie!,,,,
Goblins vs Gnomes,Działo okrętowe,,Za każdym razem gdy przyzwiesz Pirata zadaj 2 pkt. obrażeń losowemu wrogowi.,Common,2,Minion,GVG_075,,3,,,2,,True,Warren Mahy,Kiedy w powietrzu zaczynają świszczeć kule armatnie najwyższy czas zabrać się za klecenie tratwy.,,,,
Goblins vs Gnomes,Działo Spaczenia,,Na koniec twojej tury zadaj 2 pkt. obrażeń losowemu stronnikowi niebędącemu Mechem.,Rare,4,Minion,GVG_020,,5,,,3,Warlock,True,Matt Gaser,Na opakowaniu napisano: „Zupełna nowość! 200% więcej Spaczenia!”,,Mech,,
Goblins vs Gnomes,Echo Medivha,,Umieść w twojej ręce kopię każdego przyjaznego stronnika.,Epic,4,Spell,GVG_005,,,,,,Mage,True,Alex Garner,Echo Medivha nawiedza Karazhan wiecznie oszukując podczas gry w szachy oraz <i>Hearthstone</i>.,,,,
Goblins vs Gnomes,Ekranowany minibot,,<b>Boska tarcza</b>,Common,2,Minion,GVG_058,Divine Shield,2,,,2,Paladin,True,Raymond Swanland,Święcie wierzy w jeden powszechny i międzyrobotowy program.,,Mech,,
Goblins vs Gnomes,Elektrobuława,,<b>Agonia:</b> Daj losowemu przyjaznemu Mechowi +2/+2.,Rare,3,Weapon,GVG_036,Deathrattle,,,2,3,Shaman,True,Zoltan and Gabor,Wszyscy myślą że szamani rozkazują żywiołom a tak naprawdę muszą o wszystko grzecznie prosić.,,,,
Goblins vs Gnomes,Fruwająca maszyna,,<b>Furia wichru</b>,Common,3,Minion,GVG_084,Windfury,4,,,1,,True,Matt Dixon,Aby to ustrojstwo działało prawidłowo należy posmarować je maścią latania i użyć magicznych słów: „Pole las woda wieś nadszedł czas maszyno leć”.,,Mech,,
Goblins vs Gnomes,Gahz&sbquo;rilla,,Za każdym razem gdy ten stronnik zostanie zraniony podwaja wartość swojego ataku.,Legendary,7,Minion,GVG_049,,9,,,6,Hunter,True,Raymond Swanland,Co trzy głowy to nie jedna.,True,Beast,,
Goblins vs Gnomes,Gazol,,Za każdym razem gdy rzucasz zaklęcie za 1 many umieść w ręce losowego Mecha.,Legendary,6,Minion,GVG_117,,6,,,3,,True,Luke Mancini,W szkole Gazolowi nie pozwalano wykonywać doświadczeń po tym jak niechcący wysadził w powietrze kantorek chemików.,True,,,
Goblins vs Gnomes,Glewiozuka,,+1 do ataku.,,,Enchantment,GVG_043e,,,,,,Hunter,,,,,,,
