TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,MECHANICS,HEALTH,INPLAYTEXT,ATTACK,DURABILITY,PLAYERCLASS,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
,Curse of Naxxramas,Minion,NAX13_04H,Feugen,,Legendary,5,,7,,4,,,,,,True,,,
<b>Deathrattle:</b> If Stalagg also died this game summon Thaddius.,Curse of Naxxramas,Minion,FP1_015,Feugen,,Legendary,5,Deathrattle,7,,4,,,True,Dany Orizio,Feugen is sad because everyone likes Stalagg better.,True,,Unlocked by completing the Construct Quarter.,Can be crafted after completing the Construct Quarter.
<b>Hero Power</b>
Deal 2 damage to the enemy hero and <b>Freeze</b> it.,Curse of Naxxramas,Hero Power,NAX15_02,Frost Blast,,,0,Freeze,,,,,,,,,,,,
<b>Hero Power</b>
Deal 3 damage to the enemy hero and <b>Freeze</b> it.,Curse of Naxxramas,Hero Power,NAX15_02H,Frost Blast,,,0,Freeze,,,,,,,,,,,,
<b>Hero Power</b>
Destroy all enemy minions that aren't <b>Frozen</b>.,Curse of Naxxramas,Hero Power,NAX14_02,Frost Breath,,,0,,,,,,,,,,,,,
Permanently Frozen.  Adjacent minions are Immune to Frost Breath.,Curse of Naxxramas,Minion,NAX14_03,Frozen Champion,,,5,Aura,10,,2,,,,,,,,,
Increased Attack.,Curse of Naxxramas,Enchantment,NAX6_03te,Fungal Growth,,,,,,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX12_01H,Gluth,,,,,45,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX12_01,Gluth,,,,,30,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX8_01,Gothik the Harvester,,,,,30,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX8_01H,Gothik the Harvester,,,,,45,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX2_01H,Grand Widow Faerlina,,,,,45,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX2_01,Grand Widow Faerlina,,,,,30,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX11_01H,Grobbulus,,,,,45,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX11_01,Grobbulus,,,,,30,,,,,,,,,,,
<b>Taunt</b>,Curse of Naxxramas,Minion,NAX15_03t,Guardian of Icecrown,,,4,Taunt,5,,5,,,,,,,,,
<b>Taunt</b>,Curse of Naxxramas,Minion,NAX15_03n,Guardian of Icecrown,,,4,Taunt,3,,3,,,,,,,,,
<b>Hero Power</b>
Draw a card.,Curse of Naxxramas,Hero Power,NAX8_02,Harvest,,,2,,,,,,,,,,,,,
<b>Hero Power</b>
Draw a card. Gain a Mana Crystal.,Curse of Naxxramas,Hero Power,NAX8_02H,Harvest,,,1,,,,,,,,,,,,,
<b>Hero Power</b>
Destroy a minion.,Curse of Naxxramas,Hero Power,NAX10_03H,Hateful Strike,,,4,,,,,,,,,,,,,
<b>Hero Power</b>
Destroy a minion.,Curse of Naxxramas,Hero Power,NAX10_03,Hateful Strike,,,4,,,,,,,,,,,,,
<b>Deathrattle:</b> Summon two 1/1 Spectral Spiders.,Curse of Naxxramas,Minion,FP1_002,Haunted Creeper,,Common,2,Deathrattle,2,,1,,,True,Jeremy Cranford,Arachnofauxbia: Fear of fake spiders.,,Beast,Unlocked by defeating Anub'Rekhan in the Arachnid Quarter.,Can be crafted after defeating Anub'Rekhan in the Arachnid Quarter.
,Curse of Naxxramas,Hero,NAX5_01,Heigan the Unclean,,,,,30,,,,Warlock,,,,,,,
,Curse of Naxxramas,Hero,NAX5_01H,Heigan the Unclean,,,,,45,,,,Warlock,,,,,,,
<b>Deathrattle:</b> Put this weapon into your hand.,Curse of Naxxramas,Weapon,NAX10_02,Hook,,,3,Deathrattle,,,5,8,,,,,,,,
<b>Windfury</b>
<b>Deathrattle:</b> Put this weapon into your hand.,Curse of Naxxramas,Weapon,NAX10_02H,Hook,,,3,Deathrattle|Windfury,,,4,8,,,,,,,,
,Curse of Naxxramas,Hero,NAX7_01H,Instructor Razuvious,,,,,55,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX7_01,Instructor Razuvious,,,,,40,,,,,,,,,,,
,Curse of Naxxramas,Enchantment,NAX15_01He,Interloper!,,,,,,,,,,,,,,,,
,Curse of Naxxramas,Enchantment,NAX15_01e,Interloper!,,,,,,,,,,,,,,,,
Whenever a minion with <b>Deathrattle</b> dies gain +2 Attack.,Curse of Naxxramas,Weapon,NAX12_03,Jaws,,,1,,,,1,5,,,,,,,,
Whenever a minion with <b>Deathrattle</b> dies gain +2 Attack.,Curse of Naxxramas,Weapon,NAX12_03H,Jaws,,,1,,,,3,5,,,,,,,,
,Curse of Naxxramas,Hero,NAX15_01H,Kel'Thuzad,,,,,45,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX15_01,Kel'Thuzad,,,,,30,,,,,,,,,,,
At the end of each turn summon all friendly minions that died this turn.,Curse of Naxxramas,Minion,FP1_013,Kel'Thuzad,,Legendary,8,,8,,6,,,True,Chris Robinson,Kel'Thuzad could not resist the call of the Lich King.   Even when it's just a robo-call extolling the Lich King's virtues.,True,,Unlocked by defeating every boss in Naxxramas!,Can be crafted after defeating every boss in Naxxramas!
Your hero is <b>Immune</b>.,Curse of Naxxramas,Minion,NAX9_02H,Lady Blaumeux,,,3,,7,,2,,,,,,True,,,
Your hero is <b>Immune</b>.,Curse of Naxxramas,Minion,NAX9_02,Lady Blaumeux,,,3,,7,,1,,,,,,True,,,
,Curse of Naxxramas,Hero,NAX6_01H,Loatheb,,,,,99,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX6_01,Loatheb,,,,,75,,,,,,,,,,,
<b>Battlecry:</b> Enemy spells cost (5) more next turn.,Curse of Naxxramas,Minion,FP1_030,Loatheb,,Legendary,5,Battlecry,5,,5,,,True,Samwise,Loatheb used to be a simple Bog Beast.  This is why we need stricter regulations on mining and agriculture.,True,,Unlocked by completing the Plague Quarter.,Can be crafted after completing the Plague Quarter.
Deal $3 damage to all enemy minions. Restore #3 Health to your hero.,Curse of Naxxramas,Spell,NAX1_05,Locust Swarm,,,7,,,,,,,,,,,,,
<b>Deathrattle:</b> Put a <b>Secret</b> from your deck into the battlefield.,Curse of Naxxramas,Minion,FP1_004,Mad Scientist,,Common,2,Deathrattle,2,,2,,,True,James Ryman,His mother wanted him to be a mage or a warlock but noooooooo he had to go and be a scientist like his father.,,,Unlocked by defeating Grobbulus in the Construct Quarter.,Can be crafted after defeating Grobbulus in the Construct Quarter.
,Curse of Naxxramas,Hero,NAX3_01H,Maexxna,,,,,45,,,,,,,,,,,
Destroy any minion damaged by this minion.,Curse of Naxxramas,Minion,FP1_010,Maexxna,,Legendary,6,Poisonous,8,,2,,,True,Howard Lyon,Maexxna gets super mad when people introduce her as "Maxina" or "Maxxy".,True,Beast,Unlocked by completing the Arachnid Quarter.,Can be crafted after completing the Arachnid Quarter.
,Curse of Naxxramas,Hero,NAX3_01,Maexxna,,,,,30,,,,,,,,,,,
+1/+1.,Curse of Naxxramas,Enchantment,NAX9_07e,Mark of the Horsemen,,,,,,,,,,,,,,,,
Give your minions and your weapon +1/+1.,Curse of Naxxramas,Spell,NAX9_07,Mark of the Horsemen,,,5,,,,,,,,,,,,,
Deals double damage to heroes.,Curse of Naxxramas,Weapon,NAX7_04H,Massive Runeblade,,,3,,,,10,2,,,,,,,,
Deals double damage to heroes.,Curse of Naxxramas,Weapon,NAX7_04,Massive Runeblade,,,3,,,,5,2,,,,,,,,
Activate the Crystal to control the Understudies!,Curse of Naxxramas,Spell,NAX7_05,Mind Control Crystal,,,1,,,,,,,,,,,,,
Both players draw 2 cards and gain a Mana Crystal.,Curse of Naxxramas,Spell,NAX5_03,Mindpocalypse,,,2,,,,,,,,,,,,,
<i>This is Kel'Thuzad's kitty.</i>,Curse of Naxxramas,Minion,NAX15_05,Mr. Bigglesworth,,Legendary,0,,1,,1,,,,,,True,Beast,,
Give a minion +4/+4 and <b>Taunt</b>.,Curse of Naxxramas,Spell,NAX11_04,Mutating Injection,,,3,,,,,,,,,,,,,
+4/+4 and <b>Taunt</b>.,Curse of Naxxramas,Enchantment,NAX11_04e,Mutating Injection,,,,,,,,,,,,,,,,
<b>Deathrattle:</b> Destroy the minions next to this one as well.,Curse of Naxxramas,Minion,NAXM_001,Necroknight,,,4,Deathrattle,6,,5,,,,,,,,,
<b>Hero Power</b>
Deal 3 damage to the enemy hero.,Curse of Naxxramas,Hero Power,NAX6_02,Necrotic Aura,,,2,,,,,,,,,,,,,
<b>Hero Power</b>
Deal 3 damage to the enemy hero.,Curse of Naxxramas,Hero Power,NAX6_02H,Necrotic Aura,,,0,,,,,,,,,,,,,
Your spells cost (5) more this turn.,Curse of Naxxramas,Enchantment,FP1_030e,Necrotic Aura,,,,,,,,,,,,,,,,
Destroy a minion.,Curse of Naxxramas,Spell,NAX3_03,Necrotic Poison,,,2,,,,,,,,,,,,,
Minions with <b>Battlecry</b> cost (2) more.,Curse of Naxxramas,Minion,FP1_017,Nerub'ar Weblord,,Common,2,Aura,4,,1,,,True,Alex Horley Orlandelli,Weblords spend all day making giant trampoline parks.,,,Unlocked by defeating Grand Widow Faerlina in the Arachnid Quarter.,Can be crafted after defeating Grand Widow Faerlina in the Arachnid Quarter.
,Curse of Naxxramas,Minion,NAX1h_03,Nerubian,,,2,,4,,4,,,,,,,,,
,Curse of Naxxramas,Minion,NAX1_03,Nerubian,,,2,,1,,3,,,,,,,,,
,Curse of Naxxramas,Minion,FP1_007t,Nerubian,,Rare,3,,4,,4,,,,,,,,,
<b>Deathrattle:</b> Summon a 4/4 Nerubian.,Curse of Naxxramas,Minion,FP1_007,Nerubian Egg,,Rare,2,Deathrattle,2,,0,,,True,Justin Thavirat,Eggs are a good source of protein and Nerubians.,,,Unlocked by defeating Maexxna in the Arachnid Quarter.,Can be crafted after defeating Maexxna in the Arachnid Quarter.
,Curse of Naxxramas,Hero,NAX4_01,Noth the Plaguebringer,,,,,30,,,,Mage,,,,,,,
,Curse of Naxxramas,Hero,NAX4_01H,Noth the Plaguebringer,,,,,45,,,,Mage,,,,,,,
,Curse of Naxxramas,Hero,NAX10_01,Patchwerk,,,,,30,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX10_01H,Patchwerk,,,,,45,,,,,,,,,,,
Destroy all non-Skeleton minions.,Curse of Naxxramas,Spell,NAX4_05,Plague,,,6,,,,,,,,,,,,,
<b>Hero Power</b>
Deal 1 damage to all minions. If any die summon a slime.,Curse of Naxxramas,Hero Power,NAX11_02,Poison Cloud,,,2,,,,,,,,,,,,,
<b>Hero Power</b>
Deal 2 damage to all enemies. If any die summon a slime.,Curse of Naxxramas,Hero Power,NAX11_02H,Poison Cloud,,,0,,,,,,,,,,,,,
Destroy all minions and summon 2/2 Treants to replace them.,Curse of Naxxramas,Spell,FP1_019,Poison Seeds,,Common,4,,,,,,Druid,True,Brian Despain,"Poisonseed Bagel" is the least popular bagel at McTiggin's Druidic Bagel Emporium.,,,Unlocked by completing the Druid Class Challenge in Naxxramas.,Can be crafted after completing the Druid Class Challenge in Naxxramas.
Attack and Health swapped.,Curse of Naxxramas,Enchantment,NAX13_02e,Polarity,,,,,,,,,,,,,,,,
<b>Hero Power</b>
Swap the Attack and Health of all minions.,Curse of Naxxramas,Hero Power,NAX13_02,Polarity Shift,,,0,,,,,,,,,,,,,
+3 Health.,Curse of Naxxramas,Enchantment,FP1_023e,Power of the Ziggurat,,,,,,,,,Priest,,,,,,,
Deal $8 damage to the enemy hero and <b>Freeze</b> it.,Curse of Naxxramas,Spell,NAX14_04,Pure Cold,,,5,Freeze,,,,,,,,,,,,
<b>Hero Power</b>
Fire a missile for each card in your opponent's hand.,Curse of Naxxramas,Hero Power,NAX2_03,Rain of Fire,,,2,ImmuneToSpellpower,,,,,,,,,,,,
<b>Hero Power</b>
Fire a missile for each card in your opponent's hand.,Curse of Naxxramas,Hero Power,NAX2_03H,Rain of Fire,,,1,ImmuneToSpellpower,,,,,,,,,,,,
<b>Passive Hero Power</b>
Whenever an enemy dies raise a 1/1 Skeleton.,Curse of Naxxramas,Hero Power,NAX4_04,Raise Dead,,,0,,,,,,,,,,,,,
<b>Passive Hero Power</b>
Whenever an enemy dies raise a 5/5 Skeleton.,Curse of Naxxramas,Hero Power,NAX4_04H,Raise Dead,,,0,,,,,,,,,,,,,
Destroy a minion then return it to life with full Health.,Curse of Naxxramas,Spell,FP1_025,Reincarnate,,Common,2,,,,,,Shaman,True,Dan Scott,It's like birth except you're an adult and you were just dead a second ago.,,,Unlocked by completing the Shaman Class Challenge in Naxxramas.,Can be crafted after completing the Shaman Class Challenge in Naxxramas.
Has +6 Attack if the other Horsemen are dead.,Curse of Naxxramas,Weapon,NAX9_05H,Runeblade,,,3,,,,2,3,,,,,,,,
Has +3 Attack if the other Horsemen are dead.,Curse of Naxxramas,Weapon,NAX9_05,Runeblade,,,3,,,,1,3,,,,,,,,
,Curse of Naxxramas,Hero,NAX14_01H,Sapphiron,,,,,45,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX14_01,Sapphiron,,,,,30,,,,,,,,,,,
<b>Stealth.</b> At the start of your turn gain +1/+1.,Curse of Naxxramas,Minion,FP1_005,Shade of Naxxramas,,Epic,3,Stealth,2,,2,,,True,Ittoku Seta,The Shades of Naxxramas <i>hate</i> the living. They even have a slur they use to refer them: <i>Livers</i>.,,,Unlocked by defeating Kel'Thuzad in the Frostwyrm Lair.,Can be crafted after defeating Kel'Thuzad in the Frostwyrm Lair.
Your hero is <b>Immune</b>.,Curse of Naxxramas,Minion,NAX9_04,Sir Zeliek,,,3,,7,,1,,,,,,True,,,
Your hero is <b>Immune</b>.,Curse of Naxxramas,Minion,NAX9_04H,Sir Zeliek,,,3,,7,,2,,,,,,True,,,
<b>Deathrattle:</b> Destroy your opponent's weapon.,Curse of Naxxramas,Minion,NAXM_002,Skeletal Smith,,,3,Deathrattle,3,,4,,,,,,,,,
,Curse of Naxxramas,Minion,NAX4_03H,Skeleton,,,5,,5,,5,,,,,,,,,
,Curse of Naxxramas,Minion,NAX4_03,Skeleton,,,1,,1,,1,,,,,,,,,
<b>Hero Power</b>
Summon a 3/1 Nerubian.,Curse of Naxxramas,Hero Power,NAX1_04,Skitter,,,2,,,,,,,,,,,,,
<b>Hero Power</b>
Summon a 4/4 Nerubian.,Curse of Naxxramas,Hero Power,NAX1h_04,Skitter,,,2,,,,,,,,,,,,,
MINE!,Curse of Naxxramas,Enchantment,NAX15_04a,Slave of Kel'Thuzad,,,,,,,,,,,,,,,,
<b>Taunt</b>,Curse of Naxxramas,Minion,FP1_012t,Slime,,,1,Taunt,2,,1,,,,,,,,,
<b>Taunt.
Deathrattle:</b> Summon a 1/2 Slime with <b>Taunt</b>.,Curse of Naxxramas,Minion,FP1_012,Sludge Belcher,,Rare,5,Deathrattle|Taunt,5,,3,,,True,Nate Bowden,DO NOT GIVE HIM A ROOT BEER.,,,Unlocked by defeating Loatheb in the Plague Quarter.,Can be crafted after defeating Loatheb in the Plague Quarter.
Can't be targeted by spells or Hero Powers.,Curse of Naxxramas,Minion,FP1_008,Spectral Knight,,Common,5,,6,,4,,,True,Chris Rahn,What do Faerie Dragons and Spectral Knights have in common?  They both love pasta!,,,Unlocked by defeating Gothik the Harvester in the Military Quarter.,Can be crafted after defeating Gothik the Harvester in the Military Quarter.
At the start of your turn deal 1 damage to your hero.,Curse of Naxxramas,Minion,NAX8_05t,Spectral Rider,,,5,,6,,0,,,,,,,,,
,Curse of Naxxramas,Minion,FP1_002t,Spectral Spider,,,1,,1,,1,,,,,,,,,
At the start of your turn deal 1 damage to your hero.,Curse of Naxxramas,Minion,NAX8_03t,Spectral Trainee,,,1,,2,,0,,,,,,,,,
At the start of your turn deal 1 damage to your hero.,Curse of Naxxramas,Minion,NAX8_04t,Spectral Warrior,,,3,,4,,0,,,,,,,,,
<b>Deathrattle:</b> Give all enemy minions +8 Attack.,Curse of Naxxramas,Minion,NAX6_03t,Spore,,,0,Deathrattle,1,,0,,,,,,,,,
Deal $1 damage to all enemy minions. Summon a Spore.,Curse of Naxxramas,Spell,NAX6_04,Sporeburst,,,1,,,,,,,,,,,,,
,Curse of Naxxramas,Minion,NAX13_05H,Stalagg,,Legendary,5,,4,,7,,,,,,True,,,
<b>Deathrattle:</b> If Feugen also died this game summon Thaddius.,Curse of Naxxramas,Minion,FP1_014,Stalagg,,Legendary,5,Deathrattle,4,,7,,,True,Dany Orizio,Stalagg want to write own flavor text.  "STALAGG AWESOME!",True,,Unlocked by completing the Construct Quarter.,Can be crafted after completing the Construct Quarter.
At the start of your turn restore this minion to full Health.,Curse of Naxxramas,Minion,FP1_027,Stoneskin Gargoyle,,Common,3,,4,,1,,,True,Matt Smith,Stoneskin Gargoyles love freeze tag.,,,Unlocked by defeating Noth the Plaguebringer in the Plague Quarter.,Can be crafted after defeating Noth the Plaguebringer in the Plague Quarter.
Give your minions +2 Health.,Curse of Naxxramas,Spell,NAX13_03,Supercharge,,,2,,,,,,,,,,,,,
+2 Health.,Curse of Naxxramas,Enchantment,NAX13_03e,Supercharged,,,,,,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX13_01H,Thaddius,,,,,45,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX13_01,Thaddius,,,,,30,,,,,,,,,,,
,Curse of Naxxramas,Minion,FP1_014t,Thaddius,,Legendary,10,,11,,11,,,,,,True,,,
Your hero is <b>Immune</b>.,Curse of Naxxramas,Minion,NAX9_03H,Thane Korth'azz,,,3,,7,,2,,,,,,True,,,
Your hero is <b>Immune</b>.,Curse of Naxxramas,Minion,NAX9_03,Thane Korth'azz,,,3,,7,,1,,,,,,True,,,
,Curse of Naxxramas,Minion,FP1_019t,Treant,,,1,,2,,2,,Druid,,,,,,,
<b>Hero Power</b>
Deal 3 damage.,Curse of Naxxramas,Hero Power,NAX7_03,Unbalancing Strike,,,2,,,,,,,,,,,,,
<b>Hero Power</b>
Deal 4 damage.,Curse of Naxxramas,Hero Power,NAX7_03H,Unbalancing Strike,,,1,,,,,,,,,,,,,
<b>Taunt</b>,Curse of Naxxramas,Minion,NAX7_02,Understudy,,,2,Taunt,7,,0,,,,,,,,,
Whenever you summon a minion with <b>Deathrattle</b> gain +1 Attack.,Curse of Naxxramas,Minion,FP1_028,Undertaker,,Common,1,,2,,1,,,True,Jonboy Meyers,In a world where you can run to a spirit healer and resurrect yourself Undertakers do pretty light business.,,,Unlocked by defeating Patchwerk in the Construct Quarter.,Can be crafted after defeating Patchwerk in the Construct Quarter.
<b>Hero Power</b>
Draw 2 cards.,Curse of Naxxramas,Hero Power,NAX9_06,Unholy Shadow,,,5,,,,,,,,,,,,,
<b>Deathrattle:</b> Summon a Spectral Rider for your opponent.,Curse of Naxxramas,Minion,NAX8_05,Unrelenting Rider,,,6,Deathrattle,6,,5,,,,,,,,,
<b>Deathrattle:</b> Summon a Spectral Trainee for your opponent.,Curse of Naxxramas,Minion,NAX8_03,Unrelenting Trainee,,,1,Deathrattle,2,,2,,,,,,,,,
<b>Deathrattle:</b> Summon a Spectral Warrior for your opponent.,Curse of Naxxramas,Minion,NAX8_04,Unrelenting Warrior,,,3,Deathrattle,4,,3,,,,,,,,,
<b>Taunt</b>. <b>Deathrattle:</b> Deal 1 damage to all minions.,Curse of Naxxramas,Minion,FP1_024,Unstable Ghoul,,Common,2,Deathrattle|Taunt,3,,1,,,True,Mike Nicholson,Filling your Ghouls with Rocket Fuel is all the rage at Necromancer school.,,,Unlocked by defeating Heigan the Unclean in the Plague Quarter.,Can be crafted after defeating Heigan the Unclean in the Plague Quarter.
+3/+2.,Curse of Naxxramas,Enchantment,FP1_020e,Vengeance,,,,,,,,,Paladin,,,,,,,
<b>Deathrattle:</b> Put a random Demon from your hand into the battlefield.,Curse of Naxxramas,Minion,FP1_022,Voidcaller,,Common,4,Deathrattle,4,,3,,Warlock,True,Robb Shoberg,"Void!  Here void!  Here buddy!",,Demon,Unlocked by completing the Warlock Class Challenge in Naxxramas.,Can be crafted after completing the Warlock Class Challenge in Naxxramas.
<b>Battlecry: Silence</b> your other minions.,Curse of Naxxramas,Minion,FP1_016,Wailing Soul,,Rare,4,Battlecry,5,,3,,,True,Glenn Rane,This soul just <i>wails</i> on you. Dang soul let up already.,,,Unlocked by defeating Thaddius in the Construct Quarter.,Can be crafted after defeating Thaddius in the Construct Quarter.
<b>Hero Power</b>
Return a random enemy minion to your opponent's hand.,Curse of Naxxramas,Hero Power,NAX3_02,Web Wrap,,,3,,,,,,,,,,,,,
<b>Hero Power</b>
Return 2 random enemy minions to your opponent's hand.,Curse of Naxxramas,Hero Power,NAX3_02H,Web Wrap,,,0,,,,,,,,,,,,,
<b>Deathrattle:</b> Add a random Beast card to your hand.,Curse of Naxxramas,Minion,FP1_011,Webspinner,,Common,1,Deathrattle,1,,1,,Hunter,True,Dan Brereton,Spider cocoons are like little piñatas!,,Beast,Unlocked by completing the Hunter Class Challenge in Naxxramas.,Can be crafted after completing the Hunter Class Challenge in Naxxramas.
Your hero has +1 Attack on your turn.,Curse of Naxxramas,Minion,NAX2_05,Worshipper,,,3,Aura,4,,1,,,,,,,,,
Your hero has +3 Attack on your turn.,Curse of Naxxramas,Minion,NAX2_05H,Worshipper,,,3,Aura,4,,2,,,,,,,,,
<b>Deathrattle:</b> Restore 5 Health to the enemy hero.,Curse of Naxxramas,Minion,FP1_001,Zombie Chow,,Common,1,Deathrattle,3,,2,,,True,E. M. Gist,Zombie.  It's what's for dinner.,,,Unlocked by defeating Gluth in the Construct Quarter.,Can be crafted after defeating Gluth in the Construct Quarter.
Battlecry: Someone remembers to publish this card.,System,Minion,PlaceholderCard,Placeholder Card,Neutral,Epic,9,,8,,6,,Mage,,,,,,,
Can't be <b>Silenced. Divine Shield Stealth.</b>,Credits,Minion,CRED_15,Andy Brock,,Legendary,1,,3,,1,,,,,,True,,,
Your volume can't be reduced below maximum.,Credits,Minion,CRED_08,Ben Brode,,Legendary,3,,1,,4,,,,,,True,,,
<b>Battlecry:</b> Draw some cards. With a pen.,Credits,Minion,CRED_09,Ben Thompson,,Legendary,6,,7,,4,,,,,,True,,,
<b>Super Taunt</b> <i>(EVERY character must attack this minion.)</i>,Credits,Minion,CRED_03,Bob Fitch,,Legendary,3,,4,,2,,,,,,True,,,
At the end of your turn give a random minion +1 Attack.,Credits,Minion,CRED_13,Brian Schwab,,Legendary,10,,10,,10,,,,,,True,,,
<i>The notorious Footclapper.</i>,Credits,Minion,CRED_06,Derek Sakamoto,,Legendary,1,,1,,3,,,,,,True,,,
<b>Battlecry:</b> Summon a 2/2 Pirate and destroy all Ninjas.,Credits,Minion,CRED_02,Eric Dodds,,Legendary,6,,5,,5,,,,,,True,,,
<i>Was successfully NOT part of the problem! ...most of the time.</i>,Credits,Minion,CRED_16,Hamilton Chu,,Legendary,7,,5,,9,,,,,,True,,,
<b>Enrage:</b> Just kidding! He never Enrages.,Credits,Minion,CRED_01,Jason Chayes,,Legendary,6,,6,,7,,,,,,True,,,
<b>Battlecry:</b> Summon FIVE random Inventions.,Credits,Minion,CRED_11,Jay Baxter,,Legendary,4,,4,,1,,,,,,True,,,
<i>3 for a 5/4? That's a good deal!</i>,Credits,Minion,CRED_05,Kyle Harrison,,Legendary,3,,4,,5,,,,,,True,,,
<b>C-C-C-COMBO:</b> Destroy a minion.,Credits,Minion,CRED_10,Michael Schweitzer,,Legendary,2,,2,,2,,,,,,True,,,
<b>Battlecry:</b> Draw TWO cards. <i>She's not a novice engineer.</i>,Credits,Minion,CRED_12,Rachelle Davis,,Legendary,2,,2,,1,,,,,,True,,,
You can't start a game without this minion in your deck.,Credits,Minion,CRED_17,Rob Pardo,,Legendary,9,,9,,9,,,,,,True,,,
<b>Battlecry:</b> Summon a frothy beverage.,Credits,Minion,CRED_04,Steven Gabriel,,Legendary,1,,3,,3,,,,,,True,,,
Your other minions have +3 Attack and <b>Charge</b>.,Credits,Minion,CRED_14,Yong Woo,,Legendary,5,,2,,3,,,,,,True,,,
<b>Battlecry:</b> Complain about bacon prices.,Credits,Minion,CRED_07,Zwick,,Legendary,2,,2,,2,,,,,,True,,,
<b>Battlecry:</b> Destroy your opponent's weapon.,Basic,Minion,EX1_066,Acidic Swamp Ooze,Alliance,Common,2,Battlecry,2,,3,,,True,Chris Rahn,Oozes love Flamenco.  Don't ask.,,,,Unlocked at Rogue Level 57.
Your turns are shorter.,Basic,Enchantment,GAME_004,AFK,,,,,,,,,,,,,,,,
Restore a minion to full Health and give it <b>Taunt</b>.,Basic,Spell,CS2_041,Ancestral Healing,Neutral,Free,0,,,,,,Shaman,True,Dan Scott,I personally prefer some non-ancestral right-the-heck-now healing but maybe that is just me.,,,Unlocked at Level 1.,Unlocked at Level 15.
Taunt.,Basic,Enchantment,CS2_041e,Ancestral Infusion,,,,Taunt,,,,,Shaman,,,,,,,
,Basic,Hero,HERO_09,Anduin Wrynn,Neutral,Free,,,30,,,,Priest,True,,,,,,
Summon a random Beast Companion.,Basic,Spell,NEW1_031,Animal Companion,,Common,3,,,,,,Hunter,True,Wei Wang,You could summon Misha Leokk or Huffer!  Huffer is more trouble than he's worth.,,,Unlocked at Level 2.,Unlocked at Level 45.
Deal $1 damage to all enemy minions.,Basic,Spell,CS2_025,Arcane Explosion,Neutral,Free,2,,,,,,Mage,True,Howard Lyon,This spell is much better than Arcane Implosion.,,,Unlocked at Level 1.,Unlocked at Level 28.
Draw 2 cards.,Basic,Spell,CS2_023,Arcane Intellect,Neutral,Free,3,,,,,,Mage,True,Dave Berggren,Playing this card makes you SMARTER.  And let's face it: we could all stand to be a little smarter.,,,Unlocked at Level 1.,Unlocked at Level 15.
Deal $3 damage randomly split among enemy characters.,Basic,Spell,EX1_277,Arcane Missiles,Neutral,Free,1,ImmuneToSpellpower,,,,,Mage,True,Warren Mahy,You'd think you'd be able to control your missiles a little better since you're a powerful mage and all.,,,Unlocked at Level 1.,Unlocked at Level 32.
Deal $2 damage.,Basic,Spell,DS1_185,Arcane Shot,Neutral,Free,1,,,,,,Hunter,True,Luca Zontini,Magi conjured arcane arrows to sell to hunters until hunters learned just enough magic to do it themselves.  The resulting loss of jobs sent Stormwind into a minor recession.,,,Unlocked at Level 1.,Unlocked at Level 32.
,Basic,Weapon,CS2_112,Arcanite Reaper,Neutral,Common,5,,,,5,2,Warrior,True,Stefan Kopinski,No… actually you should fear the Reaper.,,,Unlocked at Level 10.,Unlocked at Level 51.
<b>Spell Damage +1</b>,Basic,Minion,CS2_155,Archmage,Alliance,Common,6,Spellpower,7,,4,,,True,Steve Ellis,You earn the title of Archmage when you can destroy anyone who calls you on it.,,,,Unlocked at Mage Level 57.
<b>Hero Power</b>
Gain 2 Armor.,Basic,Hero Power,CS2_102,Armor Up!,Neutral,Free,2,,,,,,Warrior,,,,,,,
,Basic,Weapon,CS2_080,Assassin's Blade,Neutral,Common,5,,,,3,4,Rogue,True,Brian Huang,Guaranteed to have been owned by a real assassin.   Certificate of authenticity included.,,,Unlocked at Level 2.,Unlocked at Level 32.
Destroy an enemy minion.,Basic,Spell,CS2_076,Assassinate,Neutral,Free,5,,,,,,Rogue,True,Glenn Rane,If you don't want to be assassinated move to the Barrens and change your name. Good luck!,,,Unlocked at Level 1.,Unlocked at Level 47.
<i>You lost the coin flip but gained a friend.</i>,Basic,Minion,GAME_002,Avatar of the Coin,,Free,0,,1,,1,,,,,,,,,
Deal $2 damage to an undamaged minion.,Basic,Spell,CS2_072,Backstab,Neutral,Free,0,,,,,,Rogue,True,Michael Sutfin,It's funny how often yelling "Look over there!" gets your opponent to turn around.,,,Unlocked at Level 1.,Unlocked at Level 36.
