TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,ATTACK,HEALTH,MECHANICS,DURABILITY,INPLAYTEXT,PLAYERCLASS,COLLECTIBLE,ARTIST,RACE,FLAVOR,ELITE,HOWTOGET,HOWTOGETGOLD
<b>Heldenfähigkeit</b>
Ruft einen Rekruten der Silbernen Hand (1/1) herbei.,Basic,Hero Power,CS2_101,Verstärkung,Neutral,Free,2,,,,,,Paladin,,,,,,,
Verwandelt einen Diener in ein Schaf (1/1).,Basic,Spell,CS2_022,Verwandlung,Neutral,Free,4,,,,,,Mage,True,Vance Kovacs,,Vielleicht die sanfteste und flauschigste Art Konflikten aus dem Weg zu gehen.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 47 freigeschaltet.
Dieser Diener wurde in ein Schaf (1/1) verwandelt.,Basic,Enchantment,CS2_022e,Verwandlung,Neutral,Common,,,,Morph,,,Mage,,,,,,,
<b>Kampfschrei:</b> Stellt 2 Leben wieder her.,Basic,Minion,EX1_011,Voodoodoktor,Horde,Free,1,2,1,Battlecry,,,,True,Karl Richardson,,Voodoo ist eine verpönte Kunst. Aber eine Kunst ist es dennoch.,,,Wird freigeschaltet wenn Ihr als Schurke Stufe 55 erreicht.
<b>Kampfschrei:</b> Stellt bei Eurem Helden 6 Leben wieder her.,Basic,Minion,CS2_088,Wächter der Könige,Neutral,Common,7,5,6,Battlecry,,,Paladin,True,E.M. Gist,,Heilige Wesen aus dem Jenseits sind eigentlich ein ziemliches Klischee.,,Wird auf Stufe 8 freigeschaltet.,Wird auf Stufe 47 freigeschaltet.
Verleiht einem befreundeten Charakter +3 Angriff in diesem Zug.,Basic,Spell,CS2_045,Waffe des Felsbeißers,Neutral,Free,1,,,,,,Shaman,True,Alex Horley Orlandelli,,Womöglich noch effektiver wenn Euer Gegner aus Stein besteht. Allerdings können wir dafür keine Garantie geben.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 36 freigeschaltet.
Dieser Charakter hat +3 Angriff in diesem Zug.,Basic,Enchantment,CS2_045e,Waffe des Felsbeißers,,,,,,OneTurnEffect,,,Shaman,,,,,,,
Eure anderen Wildtiere haben +1 Angriff.,Basic,Minion,DS1_175,Waldwolf,Neutral,Free,1,1,1,Aura,,,Hunter,True,Malcolm Davis,Beast,Unglaublich beliebt bei anderen Wildtieren. Wahrscheinlich ist es sein unwiderstehlicher Charme.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 23 freigeschaltet.
<b>Friert</b> jeden Charakter ein der von diesem Diener verletzt wurde.,Basic,Minion,CS2_033,Wasserelementar,Neutral,Common,4,3,6,Freeze,,,Mage,True,John Avon,,Beschwört niemals ein Elementar dieser Art auf einer Party sonst fällt sie buchstäblich ins Wasser.,,Wird auf Stufe 8 freigeschaltet.,Wird auf Stufe 49 freigeschaltet.
Fügt allen Feinden $2 Schaden zu.,Basic,Spell,CS2_093,Weihe,Neutral,Common,4,,,,,,Paladin,True,Vance Kovacs,,Ob Ihr wirklich richtig steht seht Ihr wenn das Licht angeht.,,Wird auf Stufe 4 freigeschaltet.,Wird auf Stufe 43 freigeschaltet.
Fügt einem Diener $1 Schaden zu. Zieht eine Karte wenn er dadurch vernichtet wird.,Basic,Spell,EX1_302,Weltliche Ängste,Neutral,Common,1,,,,,,Warlock,True,Matt Gaser,,Für Zauber die wie grauenerregende Totenköpfe aussehen sollte man schon ein paar neue Karten ziehen dürfen ... oder nicht?,,Wird auf Stufe 4 freigeschaltet.,Wird auf Stufe 43 freigeschaltet.
+2 Angriff in diesem Zug.,Basic,Enchantment,CS2_011o,Wildes Brüllen,,,,,,OneTurnEffect,,,Druid,,,,,,,
Verleiht Euren Charakteren +2 Angriff in diesem Zug.,Basic,Spell,CS2_011,Wildes Brüllen,Neutral,Common,3,,,,,,Druid,True,Grace Liu,,Immer noch besser als wildes Geheule.,,Wird auf Stufe 4 freigeschaltet.,Wird auf Stufe 43 freigeschaltet.
Erhaltet einen leeren Manakristall.,Basic,Spell,CS2_013,Wildwuchs,Neutral,Free,2,,,,,,Druid,True,James Ryman,,Züchtet Euren eigenen Manakristall mit diesem Manakristallzuchtset – nur 3999!,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 23 freigeschaltet.
<b>Kampfschrei:</b> Verleiht einem befreundeten Diener <b>Windzorn</b>.,Basic,Minion,EX1_587,Windsprecher,Neutral,Common,4,3,3,Battlecry,,,Shaman,True,Vance Kovacs,,Man kann nur hoffen dass er keinen Mundgeruch hat.,,Wird auf Stufe 8 freigeschaltet.,Wird auf Stufe 45 freigeschaltet.
Verleiht einem Diener <b>Windzorn</b>.,Basic,Spell,CS2_039,Windzorn,Neutral,Free,2,,,,,,Shaman,True,Justin Sweet,,Windzorn ist in etwa das Gleiche wie Erdzorn und Feuerzorn nur irgendwie erfrischender.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 23 freigeschaltet.
Fügt ALLEN Dienern $1 Schaden zu.,Basic,Spell,EX1_400,Wirbelwind,Neutral,Common,1,,,,,,Warrior,True,Jonboy Meyers,,Wie man erfahrene Krieger von unerfahrenen unterscheidet: Die unerfahrenen rufen „Juuhuu“ während sie Wirbelwind wirken.,,Wird auf Stufe 6 freigeschaltet.,Wird auf Stufe 32 freigeschaltet.
<b>Ansturm</b>,Basic,Minion,CS2_124,Wolfsreiter,Horde,Free,3,3,1,Charge,,,,True,Dany Orizio,,Orcs reiten auf Wölfen weil diese allerlei Arten von widrigen Witterungen widerstehen können ... und weil sie so weich und kuschlig sind.,,,Wird freigeschaltet wenn Ihr als Krieger Stufe 59 erreicht.
Dieses Wildtier hat +1 Angriff durch den Waldwolf.,Basic,Enchantment,DS1_175o,Wutgeheul,,,,,,,,,Hunter,,,,,,,
<b>Heldenfähigkeit</b>
Fügt dem feindlichen Helden 2 Schaden zu.,Basic,Hero Power,DS1h_292,Zuverlässiger Schuss,Neutral,Free,2,,,,,,Hunter,,,,,,,
,Debug,Spell,XXX_028,,,Common,,,,,,,,,,,,,,
,Debug,Spell,XXX_001,,,Common,0,,,ImmuneToSpellpower,,,,,,,,,,
,Debug,Spell,XXX_003,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_004,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_005,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_006,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_007,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_008,,,Common,0,,,Freeze,,,,,,,,,,
,Debug,Spell,XXX_009,,,Common,0,,,,,,,,,,,,,
,Debug,Enchantment,XXX_009e,,,Common,,,,,,,,,,,,,,
,Debug,Spell,XXX_010,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_011,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_012,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_013,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_014,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_015,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_016,,,,0,,,,,,,,,,,,,
,Debug,Spell,XXX_017,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_018,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_019,,,Common,,,,,,,,,,,,,,
,Debug,Spell,XXX_020,,,Common,0,,,ImmuneToSpellpower,,,,,,,,,,
,Debug,Spell,XXX_021,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_022,,,Common,0,,,,,,,,,,,,,
,Debug,Enchantment,XXX_022e,,,,,,,,,,,,,,,,,
,Debug,Spell,XXX_023,,,Common,0,,,,,,,,,,,,,
,Debug,Minion,XXX_024,,,Common,0,3,10,,,,,,,,,,,
,Debug,Spell,XXX_025,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_026,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_027,,,,,,,,,,,,,,,,,
,Debug,Spell,XXX_002,,,Common,0,,,ImmuneToSpellpower,,,,,,,,,,
,Debug,Spell,XXX_029,,,,0,,,,,,,,,,,,,
,Debug,Spell,XXX_030,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_039,,,,0,,,,,,,,,,,,,
,Debug,Hero,XXX_040,,,,,,10,,,,Warrior,,,,,,,
,Debug,Spell,XXX_041,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_042,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_043,,,Common,0,,,,,,,,,,,,,
,Debug,Minion,XXX_044,,,Common,0,5,5,,,,,,,,,,,
,Debug,Spell,XXX_045,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_046,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_047,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_048,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_049,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_050,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_051,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_052,,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_053,,,,0,,,,,,,,,,,,,
,Debug,Spell,XXX_054,,,,0,,,,,,,,,,,,,
,Debug,Enchantment,XXX_054e,,,,,,,,,,,,,,,,,
,Debug,Spell,XXX_055,,,,0,,,,,,,,,,,,,
,Debug,Enchantment,XXX_055e,,,,,,,,,,,,,,,,,
,Debug,Spell,XXX_056,,,,0,,,,,,,,,,,,,
,Debug,Spell,XXX_057,,,,0,,,,,,,,,,,,,
,Debug,Minion,XXX_094,,,,0,1,1,,,,,,,,,,,
,Debug,Minion,XXX_095,,,,0,1,1,,,,,,,,,,,
,Debug,Minion,XXX_096,,,,0,1,1,,,,,,,,,,,
,Debug,Minion,XXX_097,,,,0,1,1,,0,,,,,,,,,
,Debug,Minion,XXX_098,,,,0,1,1,,0,,,,,,,,,
,Debug,Minion,XXX_099,,,,0,1,1,,0,,,,,,,False,,
Ruft drei vier oder fünf Murlocs herbei (1/1).,Promotion,Spell,PRO_001a,„I Am Murloc“,,,4,,,,,,,,,,,,,
Beschwört einen zufälligen Krieger der Horde.,Promotion,Spell,PRO_001c,„Power of the Horde“,,,4,,,,,,,,,,,,,
Verursacht $4 Schaden. Zieht eine Karte.,Promotion,Spell,PRO_001b,„Rogues Do It...“,,,4,,,,,,,,,,,,,
<b>Kampfschrei:</b> Verleiht beiden Spielern die Macht des ROCK! (durch eine Powerakkordkarte),Promotion,Minion,PRO_001,Elite Tauren Chieftain,,Legendary,5,5,5,Battlecry,,,,True,Samwise Didier,,Schon als Kalb war er Fan von Muhtallica.,True,,Belohnung für die Teilnahme an der BlizzCon 2013.
Verwandelt zu Beginn Eures Zuges einen zufälligen Diener in ein Huhn (1/1).,Promotion,Minion,Mekka4,Geflügelisierer,Alliance,Common,1,0,3,,,,,,,Mech,,,,
<b>Kampfschrei:</b> Konstruiert eine FANTASTISCHE Erfindung.,Promotion,Minion,EX1_112,Gelbin Mekkadrill,Alliance,Legendary,6,6,6,Battlecry,,,,True,Ludo Lullabi,,Er ist der Anführer der Gnome und ein unglaublicher Erfinder. Außerdem lernt er immer noch dazu: Er verwandelt jetzt viel weniger Dinge in Hühner als früher.,True,,Belohnung für Spieler die in der Betaphase dabei halfen den Shop zu testen.
<i>Put put put!</i>,Promotion,Minion,Mekka4t,Huhn,,,0,1,1,,,,,,,Beast,,,,
Verleiht am Ende Eures Zuges einem zufälligen Diener +1/+1.,Promotion,Minion,Mekka3,Kraftverstärker 3000,Alliance,Common,1,0,4,,,,,,,Mech,,,,
,Promotion,Minion,PRO_001at,Murloc,,,1,1,1,,,,,,,Murloc,,,,
Stellt am Ende Eures Zuges bei einem verletzten Charakter 6 Leben wieder her.,Promotion,Minion,Mekka2,Reparaturbot,Alliance,Common,1,0,3,,,,,,,Mech,,,,
Erhöhte Werte.,Promotion,Enchantment,Mekka3e,Verstärkt!,,,,,,,,,,,,,,,,
Wurde in ein Huhn verwandelt!,Promotion,Enchantment,Mekka4e,Verwandelt,,,,,,Morph,,,,,,,,,,
Vernichtet zu Beginn Eures Zuges diesen Diener und zieht 3 Karten.,Promotion,Minion,Mekka1,Zielsuchendes Huhn,Alliance,Common,1,0,1,,,,,,,Mech,,,,
<b>Kampfschrei:</b> Fügt Eurer Hand einen zufälligen Piraten aus Eurem Deck hinzu.,Reward,Minion,NEW1_016,Papagei des Kapitäns,,Epic,2,1,1,Battlecry,,,,True,Daren Bader,Beast,Papageien und Piraten sind einfach füreinander geschaffen.,,Wird freigeschaltet wenn Ihr alle Piraten des Profisets besitzt.,Wird freigeschaltet wenn Ihr alle goldenen Piraten des Basis- und des Profisets besitzt.
<b>Ansturm</b>. Hat +1 Angriff für jeden anderen Murloc auf dem Schlachtfeld.,Reward,Minion,EX1_062,Trübauge der Alte,Neutral,Legendary,4,2,4,Charge,,,,True,Dan Scott,Murloc,Ein Murloc den sie „Mrghllghghllghg!“ nannten.,True,Wird freigeschaltet wenn Ihr alle Murlocs des Profisets besitzt.,Wird freigeschaltet wenn Ihr alle goldenen Murlocs des Basis- und des Profisets besitzt.
<b>Gottesschild</b>,Goblins vs Gnomes,Minion,GVG_058,Abgeschirmter Minibot,,Common,2,2,2,Divine Shield,,,Paladin,True,Raymond Swanland,Mech,Er glaubt lieber an das was ihm seine Programmierung vorgibt!,,,
+2/+2.,Goblins vs Gnomes,Enchantment,GVG_036e,Angetrieben,,,,,,,,,Shaman,,,,,,,
+1 Angriff.,Goblins vs Gnomes,Spell,GVG_030a,Angriffsmodus,,,,,,,,,Druid,,,,,,,
+1 Angriff.,Goblins vs Gnomes,Enchantment,GVG_030ae,Angriffsmodus,,,,,,,,,Druid,,,,,,,
<b>Gottesschild</b>,Goblins vs Gnomes,Minion,GVG_079,Angriffspanzer MAX,,Common,8,7,7,Divine Shield,,,,True,Nutchapol Thitinunthakorn,Mech,Mit serienmäßig eingebauter Vorfahrt.,,,
Wenn dieser Diener am Ende eines Zuges Euer einziger Diener auf dem Schlachtfeld ist wird er vernichtet.,Goblins vs Gnomes,Minion,GVG_077,Animagolem,,Epic,6,9,9,,,,Warlock,True,Josh Harris,Mech,Der dunkle Animus ist böse mysteriös gigantisch – aber mit der Grammatik hat er es nicht so.,,,
<b>Kampfschrei:</b> Stellt bei Eurem Helden 8 Leben wieder her.,Goblins vs Gnomes,Minion,GVG_069,Antiker Heilbot,,Common,5,3,3,Battlecry,,,,True,Jesper Esjing,Mech,Einfach nicht mehr so gut wie früher. (Daran sind vor allem Explosionen schuld.),,,
<b>Spott</b>.
Kann nicht als Ziel von Zaubern oder Heldenfähigkeiten gewählt werden.,Goblins vs Gnomes,Minion,GVG_091,Arkannullifizierer X-21,,Rare,4,2,5,Taunt,,,,True,Zero Yue,Mech,Gnomische Magier und Ingenieure streiten sich heftig darüber wer diesen Mech erfunden hat.,,,
<b>Kampfschrei:</b> Verleiht Euren anderen Dienern <b>Windzorn</b> <b>Spott</b> oder <b>Gottesschild</b>.
<i>(Zufällige Auswahl)</i>,Goblins vs Gnomes,Minion,GVG_107,Aufwert-o-Bot,,Epic,4,3,2,Battlecry,,,,True,Zoltan Boros,Mech,Stärkungseffekte sind garantiert glutenfrei*.

*Kann Spuren von Maschinenöl enthalten.,,,
Kostet (1) weniger für jede Karte auf der Hand Eures Gegners.,Goblins vs Gnomes,Minion,GVG_121,Aufziehgigant,,Epic,12,8,8,,,,,True,Dan Scott,Mech,Der Bergriese und er kommen selten gut miteinander aus.,,,
<b>Todesröcheln:</b> Fügt Eurer Hand ein <b>Ersatzteil</b> hinzu.,Goblins vs Gnomes,Minion,GVG_082,Aufziehgnom,,Common,1,2,1,Deathrattle,,,,True,Matt Dixon,Mech,Sie beklagen sich immer dass sie von allen aufgezogen werden.,,,
Stellt das volle Leben aller Charaktere wieder her.,Goblins vs Gnomes,Spell,GVG_033,Baum des Lebens,,Epic,9,,,,,,Druid,True,Steve Prescott,,Heilung wächst ja doch auf Bäumen.,,,
Zieht eine Karte. Diese Karte kostet (4) weniger wenn es sich um ein Wildtier handelt.,Goblins vs Gnomes,Spell,GVG_017,Begleiter rufen,,Rare,2,,,,,,Hunter,True,E.M. Gist,,Echte Jäger zähmen hungrige Krabben.,,,
Erhält jedes Mal +1 Angriff wenn Ihr Rüstung erhaltet.,Goblins vs Gnomes,Minion,GVG_086,Belagerungsmaschine,,Rare,5,5,5,,,,Warrior,True,Zero Yue,Mech,Die einzige Schwäche der Festung von Tausendwinter.,,,
<b>Todesröcheln:</b> Ruft einen zufälligen Diener herbei der (4) kostet.,Goblins vs Gnomes,Minion,GVG_105,Bemannter Himmelsgolem,,Epic,6,6,4,Deathrattle,,,,True,Michael Phillippi,Mech,Eine Meisterleistung der Gobliningenieurskunst. Inklusive Espressomaschine und Fußmassagegerät.,,,
<b>Todesröcheln:</b> Ruft einen zufälligen Diener herbei der (2) kostet.,Goblins vs Gnomes,Minion,GVG_096,Bemannter Schredder,,Common,4,4,3,Deathrattle,,,,True,Dan Scott,Mech,In den guten alten Zeiten bedienten nur Goblins Schredder. Heute scheint sich absolut jeder reinzusetzen vom Untergangsverkünder bis zu Lehrensucher Cho.,,,
<b>Kampfschrei:</b> Beide Helden legen eine zufällige Waffe an.,Goblins vs Gnomes,Minion,GVG_119,Blingtron 3000,,Legendary,5,3,4,Battlecry,,,,True,Jomaro Kindred,Mech,Seine Großzügigkeitsschaltkreise arbeiten stets auf Hochtouren.,True,,
Erhält jedes Mal +1 Angriff wenn ein befreundeter Diener stirbt während Ihr diese Karte auf der Hand habt.,Goblins vs Gnomes,Minion,GVG_063,Bolvar Fordragon,,Legendary,5,1,7,,,,Paladin,True,Tooth,,Kurzbiographie: Bolvar wird geröstet setzt sich auf einen Thron aus Eis und dann vergessen ihn alle.,True,,
<b>Kampfschrei:</b> Fügt einem zufälligen feindlichen Diener 4 Schaden zu.,Goblins vs Gnomes,Minion,GVG_099,Bombenwerfer,,Rare,5,3,3,Battlecry,,,,True,Luca Zontini,,Er wartet noch immer auf den ganz großen Wurf.,,,
<b>Todesröcheln:</b> Fügt einem zufälligen Feind 1–4 Schaden zu.,Goblins vs Gnomes,Minion,GVG_110t,Bummbot,,,1,1,1,Deathrattle,,,,,,Mech,,,,
+5/+5.,Goblins vs Gnomes,Enchantment,GVG_019e,Dämonenherz,,,,,,,,,Warlock,,,,,,,
Fügt einem Diener $5 Schaden zu. Wenn das Ziel ein befreundeter Dämon ist erhält er stattdessen +5/+5.,Goblins vs Gnomes,Spell,GVG_019,Dämonenherz,,Epic,5,,,,,,Warlock,True,Kerem Beyit,,Ein Herz und keine Seele.,,,
Ihr könnt mit Eurer Heldenfähigkeit Diener als Ziel wählen.,Goblins vs Gnomes,Minion,GVG_087,Dampfdruckschütze,,Epic,2,2,3,,,,Hunter,True,Jun Kang,,Die meisten Goblins haben nicht die Geduld fürs Scharfschießen sondern ziehen ... explosivere Methoden vor.,,,
Erhöhter Angriff.,Goblins vs Gnomes,Enchantment,GVG_046e,Der König,,,,,,,,,Hunter,,,,,,,
<b>Kampfschrei:</b> Ruft zwei Bummbots (1/1) herbei. <i>WARNUNG: Explosionsgefahr.</i>,Goblins vs Gnomes,Minion,GVG_110,Dr. Bumm,,Legendary,7,7,7,Battlecry,,,,True,Alex Garner,,KNIET NIEDER VOR DR. BUMM!,True,,
,Goblins vs Gnomes,Minion,GVG_080t,Druide des Giftzahns,,,5,7,7,,,,Druid,,Massive Black,Beast,,,,
<b>Kampfschrei:</b> Wird verwandelt und erhält die Werte 7/7 wenn Ihr ein Wildtier auf dem Schlachtfeld habt.,Goblins vs Gnomes,Minion,GVG_080,Druide des Giftzahns,,Common,5,4,4,Battlecry,,,Druid,True,Brandon Kitkouski,,Sein Lieblingsspruch: „Darauf kannst du Gift nehmen!“,,,
<b>Windzorn Überladung:</b> (1)
Chance von 50% einen anderen Feind anzugreifen.,Goblins vs Gnomes,Minion,GVG_066,Dünenbrecherschamane,,Rare,4,5,4,Windfury,,,Shaman,True,José Ladrönn,,Ganz wie ihr Name schon sagt holen Dünenbrecher eher die grobe Kelle raus.,,,
Verursacht $3 Schaden.,Goblins vs Gnomes,Spell,GVG_015,Dunkelbombe,,Common,2,,,,,,Warlock,True,Jeff Haynie,,Für Emo-Decks ideal geeignet.,,,
+5/+5 und <b>Spott</b>.,Goblins vs Gnomes,Enchantment,GVG_041c,Dunkle Einflüsterung,,,,,,,,,Druid,,,,,,,
+5/+5 und <b>Spott</b>.,Goblins vs Gnomes,Spell,GVG_041a,Dunkle Einflüsterung,,,,,,,,,Druid,,,,,,,
Ruft 5 Irrwische herbei.,Goblins vs Gnomes,Spell,GVG_041b,Dunkle Einflüsterung,,,,,,,,,Druid,,,,,,,
<b>Wählt aus:</b> Ruft 5 Irrwische herbei; oder verleiht einem Diener +5/+5 und <b>Spott</b>.,Goblins vs Gnomes,Spell,GVG_041,Dunkle Einflüsterung,,Epic,6,,,,,,Druid,True,Trent Kaniuga,,Archimondes Lieblingskarte.,,,
Fügt Eurer Hand eine Kopie jedes befreundeten Dieners hinzu.,Goblins vs Gnomes,Spell,GVG_005,Echo von Medivh,,Epic,4,,,,,,Mage,True,Alex Garner,,Das Echo von Medivh sucht Karazhan auf alle Ewigkeit heim ... und mogelt ununterbrochen bei Schach und <i>Hearthstone</i>.,,,
Erhält jedes Mal <b>Verstohlenheit</b> wenn Ihr einen Piraten herbeiruft.,Goblins vs Gnomes,Minion,GVG_025,Einäugiger Schwindler,,Rare,2,4,1,,,,Rogue,True,Danny Beck,Pirate,Wenn ein Pirat sagt dass ihm etwas ins Auge gestochen ist meint er es meist nicht im übertragenen Sinn.,,,
Erhöhte Werte.,Goblins vs Gnomes,Enchantment,GVG_027e,Eisenhart,,,,,,,,,Rogue,,,,,,,
<b>Kampfschrei:</b> Fügt dem Deck Eures Gegners eine Mine hinzu. Wenn die Mine gezogen wird verursacht sie 10 Schaden.,Goblins vs Gnomes,Minion,GVG_056,Eiserner Koloss,,Legendary,6,6,5,Battlecry,,,Warrior,True,Raymond Swanland,Mech,Mit seinen stichhaltigen Argumenten konnte er bereits viele Reisende überzeugen doch nicht nach Orgrimmar zu gehen.,True,,
Verleiht einem anderen befreundeten Mech am Ende Eures Zuges +2/+2.,Goblins vs Gnomes,Minion,GVG_027,Eiserner Sensei,,Rare,3,2,2,,,,Rogue,True,Brian Despain,Mech,Mechs lernen gerne von ihm weil er ihre Sprache spricht.

0110100001101001,,,
<b>Spott</b>. <b>Wählt aus:</b> +1 Angriff; oder +1 Leben.,Goblins vs Gnomes,Minion,GVG_030,Eloxiertes Robobärchen,,Common,2,2,2,Taunt,,,Druid,True,Eva Widermann,Mech,Es ist unglaublich süß! UND OH MEIN GOTT WARUM FRISST ES MEIN GESICHT AUF!?,False,,
<b>Todesröcheln:</b> Fügt allen Dienern 2 Schaden zu.,Goblins vs Gnomes,Minion,GVG_076,Explosives Schaf,,Common,2,1,1,Deathrattle,,,,True,Ralph Horsley,Mech,Die Bombe unter den Schafspelzen.,,,
+1 Angriff.,Goblins vs Gnomes,Enchantment,GVG_023a,Extrascharf,,,,,,,,,,,,,,,,
Fügt auch den benachbarten Dienern seines Ziels Schaden zu.,Goblins vs Gnomes,Minion,GVG_113,Feindschnitter 4000,,Legendary,8,6,9,,,,,True,James Ryman,Mech,Feinde schneiden unterscheidet sich im Grunde genommen nicht sehr von Getreide schneiden.,True,,
Erhält jedes Mal +2 Angriff wenn Euer Gegner einen Zauber wirkt.,Goblins vs Gnomes,Minion,GVG_068,Felsenkiefertrogg,,Common,4,3,5,,,,,True,Chris Rahn,,Alle lieben seinen troggenen Humor.,,,
Fügt einem zufälligen feindlichen Diener $4 Schaden zu.,Goblins vs Gnomes,Spell,GVG_001,Flammenkanone,,Common,2,,,,,,Mage,True,Mauricio Herrera,,Die Bezeichnung „Flammenkanone“ hilft nicht wirklich dieses Gerät von anderen Goblinerfindungen zu unterscheiden.,,,
Fügt allen Charakteren 2 Schaden zu wenn Ihr diese Karte zieht.,Goblins vs Gnomes,Minion,GVG_007,Flammenleviathan,,Legendary,7,7,7,,,,Mage,True,Aleksi Briclot,Mech,Sonntags macht Mimiron gerne einmal eine Spritztour mit dem Flammenleviathan.,True,,
<b>Windzorn</b>,Goblins vs Gnomes,Minion,GVG_084,Flugmaschine,,Common,3,1,4,Windfury,,,,True,Matt Dixon,Mech,Sie wird ohne Hulapuppe auf dem Armaturenbrett zur „Sturzmaschine“.,,,
Verdoppelt jedes Mal den Angriff dieses Dieners wenn er Schaden erleidet.,Goblins vs Gnomes,Minion,GVG_049,Gahzrilla,,Legendary,7,6,9,,,,Hunter,True,Raymond Swanland,Beast,„Die Arroganz der Trolle ist zu glauben wir hätten die Natur unter Kontrolle – und nicht anders herum.“ – Forscher aus Senjin,True,,
Erhaltet 1 Manakristall nur für diesen Zug.
<i>(Löst Gallywix nicht aus.)</i>,Goblins vs Gnomes,Spell,GVG_028t,Gallywix Münze,,,0,,,,,,,,,,,,,
Fügt Eurer Hand jedes Mal einen zufälligen Mech hinzu wenn Ihr einen Zauber wirkt der (1) kostet.,Goblins vs Gnomes,Minion,GVG_117,Gazlowe,,Legendary,6,3,6,,,,,True,Luke Mancini,,Sollte er sterben sagt seiner Frau … dass sie ihm GELD schuldet!,True,,
Erhöhte Werte.,Goblins vs Gnomes,Enchantment,GVG_101e,Geläutert,,,,,,,,,Paladin,,,,,,,
Erhöhter Angriff.,Goblins vs Gnomes,Enchantment,GVG_086e,Gepanzert,,,,,,,,,Warrior,,,,,,,
Bleibt bis zu Eurem nächsten Zug verstohlen.,Goblins vs Gnomes,Enchantment,PART_004e,Getarnt,,,,,,,,,,,,,,,,
<b>Verstohlenheit</b>,Goblins vs Gnomes,Minion,GVG_081,Gilblinpirscher,,Common,2,2,3,Stealth,,,,True,Seamus Gallagher,,„Hmm ich glaube ich hab was gehört ... Ach das habe ich mir sicher nur eingebildet.“ – Letzte Worte jedes niederen Handlangers,,,
+1 Angriff.,Goblins vs Gnomes,Enchantment,GVG_043e,Glevehr,,,,,,,,,Hunter,,,,,,,
<b>Kampfschrei:</b> Verleiht einem zufälligen befreundeten Diener +1 Angriff.,Goblins vs Gnomes,Weapon,GVG_043,Glevehr,,Common,2,2,,Battlecry,2,,Hunter,True,Gino Whitehall,,Wenn ein normales Gewehr einfach nicht reicht.,,,
<b>Kampfschrei:</b> Zieht eine Karte. Verwandelt sie in ein Huhn wenn es ein Diener ist.,Goblins vs Gnomes,Minion,GVG_092,Gnomenversuchsleiter,,Rare,3,3,2,Battlecry,,,,True,Jesper Esjing,,Er ist jedes Mal aufs Neue überrascht wenn er sich in ein Huhn verwandelt.,,,
<b>Kampfschrei:</b> Verleiht Eurer Waffe +1 Angriff.,Goblins vs Gnomes,Minion,GVG_023,Goblinbarbier-o-Mat,,Common,2,3,2,Battlecry,,,Rogue,True,Zolton Boros,Mech,Waschen legen köpfen!,,,
Hat +4 Angriff wenn Euer Gegner 6 oder mehr Karten auf der Hand hat.,Goblins vs Gnomes,Minion,GVG_095,Goblinpionier,,Rare,3,2,4,Aura,,,,True,Jesper Esjing,,Heute sprengt er sich nicht mehr ins Koma wie früher sondern explodiert nur noch in geselliger Runde.,,,
