TYPE,SET,HEALTH,ID,NAME,TEXT,FACTION,RARITY,COST,MECHANICS,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,RACE,FLAVOR,ELITE,HOWTOGET,HOWTOGETGOLD
Hero Power,Basic,,DS1h_292,Tiro firme,<b>Poder Heroico</b>
Cause 2 de dano ao herói inimigo.,Neutral,Free,2,,,,Hunter,,,,,,,,
Spell,Basic,,DS1_183,Tiro Múltiplo,Cause $3 de dano a dois lacaios inimigos aleatórios.,Neutral,Free,4,,,,Hunter,,True,Benjamin Zhang,,Sabe é tudo questão de <i>rendimento</i>.,,Disponível no nível 1.,Disponível no nível 36.
Spell,Basic,,CS2_007,Toque de Cura,Restaure #8 de Vida.,Neutral,Free,3,,,,Druid,,True,Cyril Van Der Haegen,,8 Pontos de Vida sem espera.,,Disponível no nível 1.,Disponível no nível 15.
Minion,Basic,1,CS2_050,Totem Calcinante,,Neutral,Free,1,,,1,Shaman,,,,Totem,,,,
Minion,Basic,2,CS2_051,Totem da Garra de Pedra,<b>Provocar</b>,Neutral,Free,1,Taunt,,0,Shaman,,,,Totem,,,,
Minion,Basic,2,CS2_052,Totem de Cólera dos Ares,<b>+1 de Dano Mágico</b>,Neutral,Free,1,Spellpower,,0,Shaman,,,,Totem,,,,
Minion,Basic,2,NEW1_009,Totem de Cura,No fim do seu turno restaure 1 de Vida de todos os lacaios aliados.,,Free,1,,,0,Shaman,,,,Totem,,,,
Minion,Basic,3,EX1_565,Totem de Labaredas,Lacaios adjacentes têm +2 de Ataque.,Neutral,Common,2,AdjacentBuff|Aura,,0,Shaman,,True,Jonathan Ryder,Totem,Escultores de totens gostam de usar as madeiras mais raras para seus totens. Há rumores até de totens feitos de Protetores Cascaferro.,,Disponível no nível 4.,Disponível no nível 43.
Enchantment,Basic,,DS1_175o,Uivo Furioso,Esta Fera ganha +1 de ataque do Lobo Silvestre.,,,,,,,Hunter,,,,,,,,
Minion,Basic,2,CS2_237,Urubu Faminto,Sempre que você evocar uma Fera compre um card.,,Common,5,,,3,Hunter,,True,Bernie Kang,Beast,Se você alimentá-lo ele perde toda a sua <i>identidade</i>.,,Disponível no nível 4.,Disponível no nível 47.
Hero,Basic,30,HERO_04,Uther o Arauto da Luz,,Neutral,Free,,,,,Paladin,,True,,,,,,
Hero,Basic,30,HERO_03,Valira Sanguinar,,Neutral,Free,,,,,Rogue,,True,,,,,,
Minion,Basic,3,CS2_125,Veloférreo Cinzento,<b>Provocar</b>,Neutral,Common,3,Taunt,,3,,,True,Lars Grant-West,Beast,&bdquo;Carcaça de Urso 1/10&bdquo;,,,Disponível para Caçador no nível 59.
Spell,Basic,,CS2_074,Veneno Mortal,Conceda +2 de Ataque à sua arma.,Neutral,Free,1,,,,Rogue,,True,Trevor Jacobs,,Ladinos guardam suas receitas de veneno muito bem. Imagina se os magos começam a incorporar os venenos nos feitiços? Seta Venenosa? Chuva de Veneno? Elemental de Veneno? Ninguém quer isso.,,Disponível no nível 1.,Disponível no nível 43.
Enchantment,Basic,,CS2_074e,Veneno Mortal,+2 de Ataque.,,,,,,,,,,,,,,,
Enchantment,Basic,,GAME_003,Vingança da Moeda,Ser o segundo a jogar deixa seu primeiro lacaio mais forte.,,,,,,,,,,,,,,,
Enchantment,Basic,,GAME_003e,Vingança da Moeda,Ser o segundo a jogar deixa seu primeiro lacaio mais forte.,,,,,,,,,,,,,,,
Spell,Basic,,CS2_003,Visão da Mente,Coloque uma cópia de um card aleatório da mão do seu oponente na sua mão.,Neutral,Common,1,,,,Priest,,True,Michael Komarck,,Eu vi o que você fez aí.,,Disponível no nível 4.,Disponível no nível 32.
Minion,Basic,3,EX1_587,Voz dos Ventos,<b>Grito de Guerra:</b> Conceda <b>Fúria dos Ventos</b> a um lacaio aliado.,Neutral,Common,4,Battlecry,,3,Shaman,,True,Vance Kovacs,,Tem coisa pior que uma Voz dos Ventos com mau hálito?,,Disponível no nível 8.,Disponível no nível 45.
Minion,Basic,5,CS2_182,Yeti Ventogelante,,Neutral,Common,4,,,4,,,True,Mauro Cascioli,,Ele sempre sonhou em descer das montanhas e abrir uma loja de macarrão mas nunca teve coragem.,,,Disponível para Guerreiro no nível 55.
Spell,Debug,,XXX_028,,,,Common,,,,,,,,,,,,,
Spell,Debug,,XXX_001,,,,Common,0,ImmuneToSpellpower,,,,,,,,,,,
Spell,Debug,,XXX_003,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_004,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_005,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_006,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_007,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_008,,,,Common,0,Freeze,,,,,,,,,,,
Spell,Debug,,XXX_009,,,,Common,0,,,,,,,,,,,,
Enchantment,Debug,,XXX_009e,,,,Common,,,,,,,,,,,,,
Spell,Debug,,XXX_010,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_011,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_012,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_013,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_014,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_015,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_016,,,,,0,,,,,,,,,,,,
Spell,Debug,,XXX_017,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_018,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_019,,,,Common,,,,,,,,,,,,,
Spell,Debug,,XXX_020,,,,Common,0,ImmuneToSpellpower,,,,,,,,,,,
Spell,Debug,,XXX_021,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_022,,,,Common,0,,,,,,,,,,,,
Enchantment,Debug,,XXX_022e,,,,,,,,,,,,,,,,,
Spell,Debug,,XXX_023,,,,Common,0,,,,,,,,,,,,
Minion,Debug,10,XXX_024,,,,Common,0,,,3,,,,,,,,,
Spell,Debug,,XXX_025,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_026,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_027,,,,,,,,,,,,,,,,,
Spell,Debug,,XXX_002,,,,Common,0,ImmuneToSpellpower,,,,,,,,,,,
Spell,Debug,,XXX_029,,,,,0,,,,,,,,,,,,
Spell,Debug,,XXX_030,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_039,,,,,0,,,,,,,,,,,,
Hero,Debug,10,XXX_040,,,,,,,,,Warrior,,,,,,,,
Spell,Debug,,XXX_041,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_042,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_043,,,,Common,0,,,,,,,,,,,,
Minion,Debug,5,XXX_044,,,,Common,0,,,5,,,,,,,,,
Spell,Debug,,XXX_045,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_046,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_047,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_048,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_049,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_050,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_051,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_052,,,,Common,0,,,,,,,,,,,,
Spell,Debug,,XXX_053,,,,,0,,,,,,,,,,,,
Spell,Debug,,XXX_054,,,,,0,,,,,,,,,,,,
Enchantment,Debug,,XXX_054e,,,,,,,,,,,,,,,,,
Spell,Debug,,XXX_055,,,,,0,,,,,,,,,,,,
Enchantment,Debug,,XXX_055e,,,,,,,,,,,,,,,,,
Spell,Debug,,XXX_056,,,,,0,,,,,,,,,,,,
Spell,Debug,,XXX_057,,,,,0,,,,,,,,,,,,
Minion,Debug,1,XXX_094,,,,,0,,,1,,,,,,,,,
Minion,Debug,1,XXX_095,,,,,0,,,1,,,,,,,,,
Minion,Debug,1,XXX_096,,,,,0,,,1,,,,,,,,,
Minion,Debug,1,XXX_097,,,,,0,,,1,,0,,,,,,,
Minion,Debug,1,XXX_098,,,,,0,,,1,,0,,,,,,,
Minion,Debug,1,XXX_099,,,,,0,,,1,,0,,,,,False,,
Minion,Promotion,5,PRO_001,Chefe Tauren Elite,<b>Grito de Guerra:</b> Dê aos dois jogadores o poder do ROCK! (com um card de Acorde Poderoso),,Legendary,5,Battlecry,,5,,,True,Samwise Didier,,Ele está procurando um baterista. Os canditatos até agora são: Engenheira Novata Mestre Escudeiro de Sen&sbquo;jin e Ragnaros o Senhor do Fogo.,True,,Concedido na BlizzCon 2013.
Spell,Promotion,,PRO_001b,Coisa de Ladino,Cause $4 de dano. Compre um card.,,,4,,,,,,,,,,,,
Enchantment,Promotion,,Mekka3e,Encorajado!,Atributos aumentados,,,,,,,,,,,,,,,
Minion,Promotion,4,Mekka3,Encorajador 3000,No final do seu turno conceda +1/+1 a um lacaio aleatório.,Alliance,Common,1,,,0,,,,,Mech,,,,
Spell,Promotion,,PRO_001a,Eu Sou Murloc,Evoca três quatro ou cinco Murlocs 1/1.,,,4,,,,,,,,,,,,
Minion,Promotion,1,Mekka4t,Galinha,<i>Frangote!</i>,,,0,,,1,,,,,Beast,,,,
Minion,Promotion,1,Mekka1,Galinha Teleguiada,No início do seu turno destrua este lacaio e compre 3 cards.,Alliance,Common,1,,,0,,,,,Mech,,,,
Minion,Promotion,3,Mekka4,Galinhaitor,No início do seu turno transforme um lacaio aleatório em uma Galinha 1/1.,Alliance,Common,1,,,0,,,,,Mech,,,,
Minion,Promotion,6,EX1_112,Gelbin Mekkatorque,<b>Grito de Guerra:</b> Evoque uma invenção FABULOSA.,Alliance,Legendary,6,Battlecry,,6,,,True,Ludo Lullabi,,Ele é o líder dos gnomos e um inventor incrível. E também está melhorando: ele transforma BEM menos coisas em galinhas hoje em dia.,True,,Este card foi dado como recompensa aos jogadores que ajudaram a testar a Loja durante o Beta.
Minion,Promotion,1,PRO_001at,Murloc,,,,1,,,1,,,,,Murloc,,,,
Spell,Promotion,,PRO_001c,Poder da Horda,Evoque um Guerreiro da Horda aleatório.,,,4,,,,,,,,,,,,
Minion,Promotion,3,Mekka2,Robô de Reparos,No fim do seu turno restaure 6 de Vida de um personagem ferido.,Alliance,Common,1,,,0,,,,,Mech,,,,
Enchantment,Promotion,,Mekka4e,Transformado,Foi transformado em galinha!,,,,Morph,,,,,,,,,,,
Minion,Reward,1,NEW1_016,Papagaio do Capitão,<b>Grito de Guerra:</b> Coloque um Pirata aleatório do seu deck na sua mão.,,Epic,2,Battlecry,,1,,,True,Daren Bader,Beast,Piratas e Papagaios combinam tão bem quanto Vermingues e Cenouras.,,Disponível ao colecionar todos os Piratas do Conjunto de Perito.,Disponível ao colecionar todos os Piratas Dourados do Conjunto de Perito.
Minion,Reward,4,EX1_062,Velho Olho-turvo,<b>Investida</b>. Ganha +1 de Ataque para cada um dos demais Murlocs no campo de batalha.,Neutral,Legendary,4,Charge,,2,,,True,Dan Scott,Murloc,Ele é uma lenda entre os murlocs. &bdquo;Mrghllghghllghg!&bdquo; dizem eles.,True,Disponível ao colecionar todos os Murlocs do Conjunto de Perito.,Disponível ao colecionar todos os Murlocs Dourados do Conjunto de Perito.
Enchantment,Goblins vs Gnomes,,GVG_014a,À Sombra,A Vida foi trocada.,,,,,,,Priest,,,,,,,,
Minion,Goblins vs Gnomes,5,GVG_040,Andarilho Espiritual Pinarena,Sempre que um Murloc aliado morrer compre um card. <b>Sobrecarga</b>: (1),,Epic,4,,,2,Shaman,,True,Clint Langley,Murloc,Os elementos respondem a todos que têm uma causa justa mesmo se o seu chamado for &bdquo;MRGHRGLGLGL!&bdquo;.,,,
Minion,Goblins vs Gnomes,8,GVG_016,Aníquilus,Sempre que seu oponente jogar um card descarte os três cards do topo do seu deck.,,Epic,5,,,8,,,True,Zoltan & Gabor,Mech,&bdquo;Aniquilo porque qui-lo&bdquo; - Aníquilus,,,
Enchantment,Goblins vs Gnomes,,GVG_086e,Armadura Blindada,Ataque aumentado.,,,,,,,Warrior,,,,,,,,
Spell,Goblins vs Gnomes,,GVG_033,Árvore da Vida,Restaure toda a Vida de todos os personagens.,,Epic,9,,,,Druid,,True,Steve Prescott,,Cura: isso dá em árvore!,,,
Minion,Goblins vs Gnomes,3,GVG_087,Atirador Bondebico,Seu Poder Heroico pode alvejar lacaios.,,Epic,2,,,2,Hunter,,True,Jun Kang,,Goblins não têm paciência para ser francoatiradores. Eles preferem tacar umas bombas logo.,,,
Minion,Goblins vs Gnomes,2,GVG_023,Autobarbeiro Goblínico,<b>Grito de Guerra</b>: Conceda +1 de Ataque à sua arma.,,Common,2,Battlecry,,3,Rogue,,True,Zolton Boros,Mech,Excelente para cortar cabelo... só procure não se mexer muito.,,,
Minion,Goblins vs Gnomes,2,GVG_085,Azucrinatron,<b>Provocar</b>
<b>Escudo Divino</b>,,Common,2,Divine Shield|Taunt,,1,,,True,Matt Dixon,Mech,O inventor do Azucrinatron foi imediatamente expulso da Escola de Gambiarras da Vila da Gambiarra e por fim dos Reinos do Leste.,,,
Enchantment,Goblins vs Gnomes,,GVG_060e,Bem Equipado,+2/+2.,,,,,,,Paladin,,,,,,,,
Spell,Goblins vs Gnomes,,PART_001,Blindagem,Conceda +1 de Vida a um lacaio.,,,1,,,,,,,Nutchapol Thitinunthakorn,,,,,
Enchantment,Goblins vs Gnomes,,PART_001e,Blindagem,+1 de Vida.,,,,,,,,,,,,,,,
Minion,Goblins vs Gnomes,4,GVG_119,Blingtron 3000,<b>Grito de Guerra:</b> Equipe uma arma aleatória para cada jogador.,,Legendary,5,Battlecry,,3,,,True,Jomaro Kindred,Mech,PREPARAR GIROSCÓPIOS DE BALADA PARA USO IMEDIATO.,True,,
Minion,Goblins vs Gnomes,7,GVG_063,Bolvar Fordragon,Sempre que um lacaio aliado morrer e este card estiver na sua mão ganhe +1 de Ataque.,,Legendary,5,,,1,Paladin,,True,Tooth,,Spoiler: Bolvar derrete senta em um trono de gelo e todo mundo se esquece dele.,True,,
Spell,Goblins vs Gnomes,,GVG_008,Bomba Luminosa,Cause dano a todos os lacaios igual ao Ataque de cada um.,,Epic,6,AffectedBySpellPower,,,Priest,,True,Luca Zontini,,É isso que dá deixar goblins virarem sacerdotes.,,,
Spell,Goblins vs Gnomes,,GVG_015,Bomba Negra,Cause $3 de dano.,,Common,2,,,,Warlock,,True,Jeff Haynie,,Perfeito se você quiser criar um deck &bdquo;emo&bdquo;!,,,
Minion,Goblins vs Gnomes,1,GVG_009,Bombardeiro das Sombras,<b>Grito de Guerra:</b> Cause 3 de dano a cada herói.,,Epic,1,Battlecry,,2,Priest,,True,Matt Dixon,,A Bombardeira das Sombras cumpre seu dever mas já nem se esforça muito.,,,
Minion,Goblins vs Gnomes,4,GVG_090,Bombardeiro Muito Louco,<b>Grito de Guerra:</b> Cause 6 de dano divididos aleatoriamente entre todos os outros personagens.,,Rare,5,Battlecry,,5,,,True,Alex Horley Orlandelli,,Caramba bombardeiro sossega aí pô.,,,
Minion,Goblins vs Gnomes,2,GVG_093,Boneco-alvo,<b>Provocar</b>,,Rare,0,Taunt,,0,,,True,Matt Dixon,Mech,A versão mecanizada daqueles papéis com &bdquo;Me Chute&bdquo; escrito.,,,
Minion,Goblins vs Gnomes,3,GVG_072,Boxeador da Sombra,Sempre que um personagem for curado cause 1 de dano a um inimigo aleatório.,,Rare,2,,,2,Priest,,True,Dan Scott,Mech,Socar é a função primária. E a secundária também.,,,
Minion,Goblins vs Gnomes,4,GVG_065,Brutamontes Ogro,50% de chance de atacar o inimigo errado.,,Common,3,,,4,,,True,Vinod Rams,,Ogros têm muita dificuldade de lembrar... o que é que eles não conseguem lembrar mesmo? Tá aqui na ponta da língua...,,,
Spell,Goblins vs Gnomes,,PART_003,Buzina Enferrujada,Conceda <b>Provocar</b> a um lacaio.,,,1,,,,,,,Peerasak Senalai,,,,,
Minion,Goblins vs Gnomes,5,GVG_111,Cabeça de Mimiron,No início do seu turno se você tiver pelo menos 3 Mecanoides destrua todos e forme o V-07-TR-0N.,,Legendary,5,,,4,,,True,Trent Kaniuga,Mech,Não aperte o botãozão vermelho!,True,,
Minion,Goblins vs Gnomes,5,GVG_055,Calhambeque Vai-no-tranco,<b>Grito de Guerra</b>: Conceda +2/+2 a um Mecanoide aliado.,,Rare,4,Battlecry,,2,Warrior,,True,Jesper Esjing,Mech,Se emperrar basta dar uns chutes e gritar: &bdquo;Ô diacho de treco da disgrama sô!&bdquo;,,,
Enchantment,Goblins vs Gnomes,,PART_004e,Camuflado,Furtivo até seu próximo turno.,,,,,,,,,,,,,,,
Spell,Goblins vs Gnomes,,PART_004,Camuflagem Instável,Conceda <b>Furtividade</b> a um lacaio aliado até o seu próximo turno.,,,1,,,,,,,Nutchapol Thitinunthakorn,,,,,
Spell,Goblins vs Gnomes,,GVG_001,Canhão de Chamas,Cause $4 de dano a um lacaio inimigo aleatório.,,Common,2,,,,Mage,,True,Mauricio Herrera,,Qual é o &bdquo;Canhão de Chamas&bdquo; mesmo? Todos os dispositivos goblínicos têm coisa de fogo aí fica difícil queridão.,,,
Minion,Goblins vs Gnomes,3,GVG_075,Canhão do Navio,Sempre que você evocar um Pirata cause 2 de dano a um inimigo aleatório.,,Common,2,,,2,,,True,Warren Mahy,,Quando eu falei &bdquo;cuidado com o canhão&bdquo; não estava me referindo a uma dona feia.,,,
Minion,Goblins vs Gnomes,5,GVG_020,Canhão Vil,No final do seu turno cause 2 de dano a um lacaio não-Mecanoide.,,Rare,4,,,3,Warlock,,True,Matt Gaser,Mech,A caixa diz: &bdquo;Novo e melhorado agora com 200% a mais de vileza!&bdquo;,,,
Minion,Goblins vs Gnomes,1,GVG_025,Caolho Trapaceiro,Sempre que você evocar um Pirata receba <b>Furtividade</b>.,,Rare,2,,,4,Rogue,,True,Danny Beck,Pirate,Uma vez eu vi um pirata tirando moedas do tapa-olho. Eeeca!,,,
Minion,Goblins vs Gnomes,9,GVG_113,Ceifador de Inimigos 4000,Também causa dano aos lacaios adjacentes ao alvo atacado.,,Legendary,8,,,6,,,True,James Ryman,Mech,Ceifar inimigos não é muito diferente de ceifar a colheita sabe.,True,,
Enchantment,Goblins vs Gnomes,,GVG_100e,Cenho Franzido,Atributos aumentados.,,,,,,,Warlock,,,,,,,,
Spell,Goblins vs Gnomes,,GVG_029,Chamado do Ancestral,Coloque um lacaio aleatório da mão de cada jogador no campo de batalha.,,Epic,4,,,,Shaman,,True,Dan Scott,,&bdquo;Ei! Ancestral!&bdquo; - O Chamado do Ancestral,,,
Spell,Goblins vs Gnomes,,GVG_017,Chamar Ajudante,Compre um card.
Se for uma Fera ela custará (4) a menos.,,Rare,2,,,,Hunter,,True,E.M. Gist,,Caçadores de verdade adestram caranguejos famintos.,,,
Weapon,Goblins vs Gnomes,,GVG_024,Chave do Mestre da Engrenagem,Ganha +2 de Ataque enquanto você tiver um Mecanoide.,,Epic,3,Aura,,1,Rogue,3,True,Richard Wright,,Bom para desemporcalhar porcas e desentortar tortas!,,,
Spell,Goblins vs Gnomes,,PART_006,Chave Reversora,Troque o Ataque pela Vida de um lacaio.,,,1,,,,,,,Nutthapon Petthai,,,,,
Spell,Goblins vs Gnomes,,GVG_019,Coração Demoníaco,Cause $5 de dano a um lacaio. Se for um Demônio aliado em vez disso conceda-lhe +5/+5.,,Epic,5,,,,Warlock,,True,Kerem Beyit,,Quase todos os membros do lobby pró-demônio são Bruxos. Estranho.,,,
Enchantment,Goblins vs Gnomes,,GVG_019e,Coração Demoníaco,+5/+5.,,,,,,,Warlock,,,,,,,,
Minion,Goblins vs Gnomes,3,GVG_123,Cospe-Fuligem,<b>+1 de Dano Mágico</b>,,Rare,3,Spellpower,,3,Mage,,True,Phil Saunders,Mech,O inventor do retalhador goblínico está envolvido em várias disputas de patente com o inventor do cospe-fuligem.,,,
Spell,Goblins vs Gnomes,,GVG_032b,Dádiva de Cards,Cada jogador compra um card.,,,,,,,Druid,,,,,,,,
Spell,Goblins vs Gnomes,,GVG_032a,Dádiva de Mana,Conceda a cada jogador um Cristal de Mana.,,,,,,,Druid,,,,,,,,
Minion,Goblins vs Gnomes,5,GVG_053,Dama Escudeira,<b>Grito de Guerra:</b> Receba 5 de Armadura.,,Rare,6,Battlecry,,5,Warrior,,True,Alex Horley Orlandelli,,Ela tem três carrega-escudos no grupo para servir de apoio quando a sua durabilidade fica baixa.,,,
Enchantment,Goblins vs Gnomes,,GVG_048e,Dentes de Metal,+2 de Ataque.,,,,,,,Hunter,,,,,,,,
Minion,Goblins vs Gnomes,1,GVG_045t,Diabrete,,,,1,,,1,Warlock,,,,Demon,,,,
Spell,Goblins vs Gnomes,,GVG_073,Disparo da Naja,Cause $3 de dano a um lacaio e ao herói inimigo.,,Common,5,,,,Hunter,,True,Howard Lyon,,Disparo da Naja machuca muuuuuito mais que Beijoca da Naja.,,,
Minion,Goblins vs Gnomes,7,GVG_110,Dr. Cabum,<b>Grito de Guerra:</b>: Evoque duas 1/1 Robombas. <i>ATENÇÃO: Os Robôs podem explodir.</i>,,Legendary,7,Battlecry,,7,,,True,Alex Garner,,MARAVILHEM-SE COM O PODER DELE!,True,,
Minion,Goblins vs Gnomes,7,GVG_080t,Druida da Presa,,,,5,,,7,Druid,,,Massive Black,Beast,,,,
Minion,Goblins vs Gnomes,4,GVG_080,Druida da Presa,<b>Grito de Guerra:</b> Se você tiver uma Fera este lacaio torna-se 7/7.,,Common,5,Battlecry,,4,Druid,,True,Brandon Kitkouski,,Os Druidas da Presa vivem na Caverna Ululante. Eles usam camisetas de cobra maneiras contam piadas de cobra e falam &bdquo;parcêro&bdquo; o tempo todo.,,,
Spell,Goblins vs Gnomes,,GVG_005,Eco de Medivh,Coloque uma cópia de cada lacaio aliado na sua mão.,,Epic,4,,,,Mage,,True,Alex Garner,,O Eco de Medivh assombra Karazhan... roubando eternamente no xadrez e no <i>Hearthstone</i>.,,,
Minion,Goblins vs Gnomes,2,GVG_011,Encolhista,<b>Grito de Guerra:</b> Conceda
-2 de Ataque a um lacaio neste turno.,,Common,2,Battlecry,,3,Priest,,True,Jim Nelson,,Depois do fiasco do Aumentador de Mundo Gnômico os gnomos andam meio desconfiados das invenções de alterar tamanho.,,,
Weapon,Goblins vs Gnomes,,GVG_059,Engrenomalho,<b>Grito de Guerra:</b> Conceda <b>Escudo Divino</b> e <b>Provocar</b> a um lacaio aliado aleatório.,,Epic,3,Battlecry,,2,Paladin,3,True,Danny Orizio,,Então você arrancou isso de uma máquina gravou algumas runas enfiou um cabo nele e transformou numa arma de poder divino? É... agora eu já vi tudo.,,,
Spell,Goblins vs Gnomes,,GVG_010,Escolhido de Velen,Conceda +2/+4 e <b>+1 de Dano Mágico</b> a um lacaio.,,Common,3,,,,Priest,,True,Alex Horley Orlandelli,,Velen escreveu um &bdquo;Lindo Cartão&bdquo; para Tyrande com uma imagem do Metrô Correfundo dizendo: &bdquo;Meu amor por você corre fundo em meu peito&bdquo;.,,,
Enchantment,Goblins vs Gnomes,,GVG_010b,Escolhido de Velen,+2/+4 e <b>+1 de Dano Mágico</b>.,,,,,,,,,,,,,,,
Spell,Goblins vs Gnomes,,GVG_052,Esmagar,Destrua um lacaio. Se você tiver um lacaio ferido este feitiço custa (4) a menos.,,Epic,7,,,,Warrior,,True,Michael Sutfin,,Usar esse card nos inimigos é uma das melhores coisas da vida segundo alguns bárbaros.,,,
Minion,Goblins vs Gnomes,3,GVG_081,Espreitador Guelblin,<b>Furtividade</b>,,Common,2,Stealth,,2,,,True,Seamus Gallagher,,&bdquo;Shhh eu ouvi alguma coisa.&bdquo;

&bdquo;Ah deixa pra lá não deve ser nada.&bdquo; - Últimas palavras de todos os lacaios,,,
Spell,Goblins vs Gnomes,,GVG_038,Estalar,Cause $3-$6 de dano. <b>Sobrecarga: (1)</b>,,Common,2,,,,Shaman,,True,Warren Mahy,,Aquele cheirinho de fritura...,,,
Minion,Goblins vs Gnomes,3,GVG_097,Exorcistinha,<b>Provocar</b>
<b>Grito de Guerra:</b> Receba +1/+1 para cada lacaio inimigo com <b>Último Suspiro</b>.,,Rare,3,Battlecry|Taunt,,2,,,True,Jim Nelson,,Bruxos sabem de cor o número de telefone do exorcista local para o caso de evocar o demônio errado.,,,
Minion,Goblins vs Gnomes,2,GVG_092,Experimentador Gnômico,<b>Grito de Guerra:</b> Compre um card. Se for um lacaio transforme-o em uma Galinha.,,Rare,3,Battlecry,,3,,,True,Jesper Esjing,,Ele sempre fica surpreso de verdade quando se transforma em galinha.,,,
Spell,Goblins vs Gnomes,,GVG_026,Fingir de Morto,Ative todos os <b>Últimos Suspiros</b> dos seus lacaios.,,Epic,2,,,,Hunter,,True,Luca Zontini,,O mais difícil de &bdquo;Fingir de Morto&bdquo; é conseguir exalar o cheiro certo. Requer muita força de vontade.,,,
Spell,Goblins vs Gnomes,,GVG_041,Fogo Enfático,<b>Escolha Um -</b> Evoque 5 Fogos-fátuos ou Conceda +5/+5 e <b>Provocar</b> a um lacaio.,,Epic,6,,,,Druid,,True,Trent Kaniuga,,Não se preocupe a gente despediu a pessoa que traduziu esse card.,,,
Spell,Goblins vs Gnomes,,GVG_041b,Fogo Enfático,Evoque 5 Fogos-fátuos.,,,,,,,Druid,,,,,,,,
Enchantment,Goblins vs Gnomes,,GVG_041c,Fogo Enfático,+5/+5 e <b>Provocar</b>.,,,,,,,Druid,,,,,,,,
Spell,Goblins vs Gnomes,,GVG_041a,Fogo Enfático,+5/+5 e <b>Provocar</b>.,,,,,,,Druid,,,,,,,,
Enchantment,Goblins vs Gnomes,,GVG_055e,Foi-no-tranco,+2/+2.,,,,,,,Warrior,,,,,,,,
Minion,Goblins vs Gnomes,2,GVG_037,Fulminatron Giratório,<b>Fúria dos Ventos</b>,,Common,2,Windfury,,3,Shaman,,True,Jim Nelson,Mech,Com um pouquinho mais de grana dá para comprar na cor &bdquo;vermelho-maça&bdquo;. Não não é &bdquo;vermelho-maçã&bdquo; é MAÇA mesmo.,,,
Minion,Goblins vs Gnomes,9,GVG_049,Gahz&sbquo;rilla,Sempre que este lacaio receber dano dobre o Ataque dele.,,Legendary,7,,,6,Hunter,,True,Raymond Swanland,Beast,A banda preferida do pessoal da Aldeia Sen&sbquo;jin é &bdquo;Os Gahz&sbquo;rillas&bdquo;.,True,,
Minion,Goblins vs Gnomes,1,GVG_092t,Galinha,,,,1,,,1,,,,,Beast,,,,
Enchantment,Goblins vs Gnomes,,GVG_021e,Garra de Mal&sbquo;Ganis,Mal&sbquo;Ganis concede +2/+2.,,,,,,,Warlock,,,,,,,,
Minion,Goblins vs Gnomes,6,GVG_117,Gasganete,Sempre que você lançar um feitiço com custo 1 de mana adicione um Mecanoide aleatório à sua mão.,,Legendary,6,,,3,,,True,Luke Mancini,,Gasganete foi eleito o aluno &bdquo;Com Mais Chance de Explodir&bdquo; no colégio.,True,,
Minion,Goblins vs Gnomes,8,GVG_121,Gigante de Corda,Custa (1) a menos para cada card na mão do seu oponente.,,Epic,12,,,8,,,True,Dan Scott,Mech,Ele e o Gigante da Montanha não se dão muito bem.,,,
Enchantment,Goblins vs Gnomes,,GVG_043e,Glaivezuca,+1 de Ataque.,,,,,,,Hunter,,,,,,,,
Weapon,Goblins vs Gnomes,,GVG_043,Glaivezuca,<b>Grito de Guerra:</b> Conceda +1 de Ataque a um lacaio aliado aleatório.,,Common,2,Battlecry,,2,Hunter,2,True,Gino Whitehall,,Para aquelas horas em que uma bazuca normal não dá conta do recado.,,,
