SET,NAME,RARITY,ATTACK,COST,HEALTH,TYPE,ID,TEXT,MECHANICS,PLAYERCLASS,FACTION,DURABILITY,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,RACE,ELITE,HOWTOGET,HOWTOGETGOLD
Basic,피의 욕망,,,,,Enchantment,CS2_046e,이번 턴에 공격력 +3,OneTurnEffect,Shaman,,,,,,,,,,
Basic,피의 욕망,Common,,5,,Spell,CS2_046,이번 턴에 내 하수인들에게 공격력을 +3 부여합니다.,,Shaman,Neutral,,,True,Luca Zontini,우워오우아오어오우오우아우어오얽!,,,2 레벨에 잠금 해제,40 레벨에 잠금 해제
Basic,하급 치유,Free,,2,,Hero Power,CS1h_001,<b>영웅 능력</b>
생명력을 2 회복시킵니다.,,Priest,Neutral,,,,,,,,,
Basic,할퀴기,Free,,1,,Spell,CS2_005,내 영웅에게 방어도를 +2 부여하고 이번 턴에만 공격력을 +2 부여합니다.,,Druid,Neutral,,,True,Dany Orizio,남자 캐릭터에겐 민망함을 무릅쓰고 상대를 할퀼 용기를 주는 카드입니다.,,,1 레벨에 잠금 해제,32 레벨에 잠금 해제
Basic,할퀴기,,,,,Enchantment,CS2_005o,이번 턴에 공격력 +2,OneTurnEffect,Druid,,,,,,,,,,
Basic,해골,Common,1,1,1,Minion,skele11,<b></b>,,,Neutral,,,,,,,,,
Basic,혼절시키기,Free,,2,,Spell,EX1_581,적 하수인 하나를 상대편의 손으로 돌려보냅니다.,,Rogue,Neutral,,,True,Scott Altmann,주사가 심한 친구를 집에 데려다 줄 때 유용합니다.,,,1 레벨에 잠금 해제,40 레벨에 잠금 해제
Basic,화염 작렬,Free,,2,,Hero Power,CS2_034,<b>영웅 능력</b>
피해를 1 줍니다.,,Mage,Neutral,,,,,,,,,
Basic,화염구,Free,,4,,Spell,CS2_029,피해를 $6 줍니다.,,Mage,Neutral,,,True,Ralph Horsley,이 주문은 뭐든 불태울 때 좋습니다. 혹시 뭔가 살짝 굽거나 따뜻하게 만드는 주문을 찾으셨다면 죄송합니다.,,,1 레벨에 잠금 해제,44 레벨에 잠금 해제
Basic,환영 복제,Common,0,0,2,Minion,CS2_mirror,<b>도발</b>,Taunt,Mage,Neutral,,,,,,,,,
Basic,환영 복제,Common,,1,,Spell,CS2_027,<b>도발</b> 능력이 있는 0/2 하수인을 둘 소환합니다.,,Mage,Neutral,,,True,Jim Nelson,와 환영 복제다! !다제복 영환 와,,,4 레벨에 잠금 해제,36 레벨에 잠금 해제
Basic,황금골 보병,Common,1,1,2,Minion,CS1_042,<b>도발</b>,Taunt,,Alliance,,,True,Donato Giancola,만약 황금골을 수비하는 모든 하수인이 1/2이었다면 이미 몇 년 전에 초토화됐을 겁니다.,,,,성기사 57 레벨에 잠금 해제
Basic,회갈색 늑대,Free,1,1,1,Minion,DS1_175,나의 다른 야수들이 공격력을 +1 얻습니다.,Aura,Hunter,Neutral,,,True,Malcolm Davis,다른 야수들의 사랑을 독차지한답니다.,Beast,,1 레벨에 잠금 해제,23 레벨에 잠금 해제
Basic,회전베기,Common,,2,,Spell,CS2_114,무작위 적 하수인 둘에게 피해를 $2 줍니다.,,Warrior,Neutral,,,True,Phroilan Gardner,거기 둘... 잠깐만 가까이 붙어 줄래?,,,2 레벨에 잠금 해제,40 레벨에 잠금 해제
Basic,휘둘러치기,Common,,4,,Spell,CS2_012,선택한 적 하나에게 피해를 $4 주고 다른 모든 적에게 피해를 $1 줍니다.,,Druid,Neutral,,,True,Sean O’Daniels,곰이 팔을 뒤로 젖히면 당신을 확 휘둘러치거나! ...꼭 안아주려는 겁니다.,,,8 레벨에 잠금 해제,47 레벨에 잠금 해제
Basic,희생의 서약,Common,,0,,Spell,NEW1_003,악마를 하나 처치합니다. 내 영웅이 생명력을 #5 회복합니다.,,Warlock,,,,True,Jim Nelson,악마와 흑마법사 사이의 미묘한 긴장감은 이 주문에서 비롯됐다고 봐도 과언이 아닙니다.,,,8 레벨에 잠금 해제,15 레벨에 잠금 해제
Basic,힘의 축복,,,,,Enchantment,CS2_087e,공격력 +3,,Paladin,Neutral,,,,,,,,,
Basic,힘의 축복,Free,,1,,Spell,CS2_087,하수인 하나에게 공격력을 +3 부여합니다.,,Paladin,Neutral,,,True,Zoltan Boros,"이런 내가 힘까지 세지면 어떨 것 같아?" - 토드 매클 최근에 상향된 징벌 성기사,,,1 레벨에 잠금 해제,45 레벨에 잠금 해제
Debug,,Common,,,,Spell,XXX_028,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_001,,ImmuneToSpellpower,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_003,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_004,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_005,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_006,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_007,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_008,,Freeze,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_009,,,,,,,,,,,,,
Debug,,Common,,,,Enchantment,XXX_009e,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_010,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_011,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_012,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_013,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_014,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_015,,,,,,,,,,,,,
Debug,,,,0,,Spell,XXX_016,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_017,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_018,,,,,,,,,,,,,
Debug,,Common,,,,Spell,XXX_019,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_020,,ImmuneToSpellpower,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_021,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_022,,,,,,,,,,,,,
Debug,,,,,,Enchantment,XXX_022e,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_023,,,,,,,,,,,,,
Debug,,Common,3,0,10,Minion,XXX_024,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_025,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_026,,,,,,,,,,,,,
Debug,,,,,,Spell,XXX_027,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_002,,ImmuneToSpellpower,,,,,,,,,,,
Debug,,,,0,,Spell,XXX_029,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_030,,,,,,,,,,,,,
Debug,,,,0,,Spell,XXX_039,,,,,,,,,,,,,
Debug,,,,,10,Hero,XXX_040,,,Warrior,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_041,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_042,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_043,,,,,,,,,,,,,
Debug,,Common,5,0,5,Minion,XXX_044,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_045,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_046,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_047,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_048,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_049,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_050,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_051,,,,,,,,,,,,,
Debug,,Common,,0,,Spell,XXX_052,,,,,,,,,,,,,
Debug,,,,0,,Spell,XXX_053,,,,,,,,,,,,,
Debug,,,,0,,Spell,XXX_054,,,,,,,,,,,,,
Debug,,,,,,Enchantment,XXX_054e,,,,,,,,,,,,,
Debug,,,,0,,Spell,XXX_055,,,,,,,,,,,,,
Debug,,,,,,Enchantment,XXX_055e,,,,,,,,,,,,,
Debug,,,,0,,Spell,XXX_056,,,,,,,,,,,,,
Debug,,,,0,,Spell,XXX_057,,,,,,,,,,,,,
Debug,,,1,0,1,Minion,XXX_094,,,,,,,,,,,,,
Debug,,,1,0,1,Minion,XXX_095,,,,,,,,,,,,,
Debug,,,1,0,1,Minion,XXX_096,,,,,,,,,,,,,
Debug,,,1,0,1,Minion,XXX_097,,,,,0,,,,,,,,
Debug,,,1,0,1,Minion,XXX_098,,,,,0,,,,,,,,
Debug,,,1,0,1,Minion,XXX_099,,,,,0,,,,,,False,,
Promotion,강화 구슬 3000,Common,0,1,4,Minion,Mekka3,내 턴이 끝날 때 무작위 하수인 하나에게 +1/+1을 부여합니다.,,,Alliance,,,,,,Mech,,,
Promotion,강화됨!,,,,,Enchantment,Mekka3e,능력치 증가,,,,,,,,,,,,
Promotion,겔빈 멕카토크,Legendary,6,6,6,Minion,EX1_112,<b>전투의 함성:</b> 끝내주는 발명품을 1개 소환합니다.,Battlecry,,Alliance,,,True,Ludo Lullabi,노움의 지도자이자 엄청난 발명가입니다. 게다가 실력도 조금씩 나아지고 있죠. 뭐든 닭으로 만들어버리는 빈도가 <b>많이</b> 줄었으니까요.,,True,,베타 때 상점 테스트를 도와주신 플레이어들께 드리는 보상
Promotion,꼬꼬댁 변신장치,Common,0,1,3,Minion,Mekka4,내 턴이 시작될 때 무작위 하수인 하나를 1/1 닭으로 변신시킵니다.,,,Alliance,,,,,,Mech,,,
Promotion,나는야 멀록,,,4,,Spell,PRO_001a,3마리 4마리 또는 5마리 1/1 멀록을 소환합니다.,,,,,,,,,,,,
Promotion,닭,,1,0,1,Minion,Mekka4t,<i>오 닭이다!</i>,,,,,,,,,Beast,,,
Promotion,도적은 뒤를 치지...,,,4,,Spell,PRO_001b,피해를 $4 줍니다. 카드를 1장 뽑습니다.,,,,,,,,,,,,
Promotion,멀록,,1,1,1,Minion,PRO_001at,,,,,,,,,,Murloc,,,
Promotion,변신,,,,,Enchantment,Mekka4e,닭으로 변신!,Morph,,,,,,,,,,,
Promotion,수리로봇,Common,0,1,3,Minion,Mekka2,내 턴이 끝날 때 피해를 입은 캐릭터 하나의 생명력을 6 회복시킵니다.,,,Alliance,,,,,,Mech,,,
Promotion,유도 닭,Common,0,1,1,Minion,Mekka1,내 턴이 시작될 때 이 하수인을 파괴하고 카드를 세 장 뽑습니다.,,,Alliance,,,,,,Mech,,,
Promotion,정예 타우렌 족장,Legendary,5,5,5,Minion,PRO_001,<b>전투의 함성:</b> 두 플레이어 모두 파워 코드 카드를 1장 뽑고 <b>로큰롤</b>에 흠뻑 취합니다!,Battlecry,,,,,True,Samwise Didier,현재 드러머를 구하는 중입니다. 풋내기 기술자 센진 방패대가 불의 군주 라그나로스가 후보라네요.,,True,,블리즈컨 2013 참가 보상
Promotion,호드의 힘,,,4,,Spell,PRO_001c,무작위 호드 전사 하나를 소환합니다.,,,,,,,,,,,,
Reward,늙은 거먹눈 멀록,Legendary,2,4,4,Minion,EX1_062,<b>돌진</b>. 전장의 다른 멀록 하나당 공격력 +1을 얻습니다.,Charge,,Neutral,,,True,Dan Scott,그는 멀록들 사이에선 전설입니다. 그들 말로는 "아옳옳옳옳옳옳옳!"이라는군요.,Murloc,True,고급 세트의 모든 멀록을 수집하면 잠금 해제,기본 세트와 고급 세트의 모든 멀록을 수집하면 잠금 해제
Reward,선장의 앵무새,Epic,1,2,1,Minion,NEW1_016,<b>전투의 함성:</b> 덱에 있는 무작위 해적 카드 1장을 내 손으로 가져옵니다.,Battlecry,,,,,True,Daren Bader,해적과 앵무새는 토깽과 당근의 관계와도 같죠.,Beast,,고급 세트의 모든 해적을 수집하면 잠금 해제,고급 세트의 모든 황금 해적을 수집하면 잠금 해제
Goblins vs Gnomes,V-07-TR-0N,Legendary,4,8,8,Minion,GVG_111t,<b>돌진</b>
<b>광풍</b> <i>(한 턴에 4번 공격 가능)</i>,Charge,,,,,,Chris Seaman,,Mech,True,,
Goblins vs Gnomes,가루바위 트로그,Common,2,2,3,Minion,GVG_067,상대편이 주문을 시전할 때마다 공격력을 +1 얻습니다.,,,,,,True,Peet Cooper,트로그 냄새가 그렇게 고약하다지만 트로그 시 낭송 듣기보다는 낫답니다.,,,,
Goblins vs Gnomes,가즈로,Legendary,3,6,6,Minion,GVG_117,1 마나 주문을 시전할 때마다 무작위 기계 하수인 하나를 내 손으로 가져옵니다.,,,,,,True,Luke Mancini,가즈로는 고등학교 때 "뭐든 가장 잘 폭발시키는 친구" 1위로 선정되었습니다.,,True,,
Goblins vs Gnomes,가즈릴라,Legendary,6,7,9,Minion,GVG_049,이 하수인은 피해를 입을 때마다 공격력이 2배가 됩니다.,,Hunter,,,,True,Raymond Swanland,가즈릴라 사냥의 마무리는 항상 무두질이죠.,Beast,True,,
Goblins vs Gnomes,강철 사부,Rare,2,3,2,Minion,GVG_027,내 턴이 끝날 때 다른 아군 기계 하수인 하나에게 +2/+2를 부여합니다.,,Rogue,,,,True,Brian Despain,보통 사람이 우리 사부님께 배우기는 참으로 어려운 것 같습니다. 

01000111101001001이 무슨 뜻일까요?,Mech,,,
Goblins vs Gnomes,강철 이빨,,,,,Enchantment,GVG_048e,공격력 +2,,Hunter,,,,,,,,,,
Goblins vs Gnomes,강철니 표범로봇,Rare,3,3,3,Minion,GVG_048,<b>전투의 함성</b>: 내 다른 기계 하수인들에게 공격력을 +2 부여합니다.,Battlecry,Hunter,,,,True,Hideaki Takamura,비를 맞히지 마세요. 녹슨니 표범로봇이 될 수도 있습니다.,Mech,,,
Goblins vs Gnomes,강철의 거대괴수,Legendary,6,6,5,Minion,GVG_056,<b>전투의 함성:</b> 상대편의 덱에 지뢰 카드를 섞어 넣습니다. 상대편이 지뢰를 뽑으면 폭발하며 피해를 10 줍니다.,Battlecry,Warrior,,,,True,Raymond Swanland,강철의 거대괴수는 오그리마를 지킵니다. "이달의 직원" 상도 받았다네요!,Mech,True,,
Goblins vs Gnomes,강철의 힘,,,,,Enchantment,GVG_027e,능력치 상승,,Rogue,,,,,,,,,,
Goblins vs Gnomes,강화 갑옷,,,,,Enchantment,PART_001e,생명력 +1,,,,,,,,,,,,
Goblins vs Gnomes,강화 갑옷,,,1,,Spell,PART_001,하수인 하나에게 생명력을 +1 부여합니다.,,,,,,,Nutchapol Thitinunthakorn,,,,,
Goblins vs Gnomes,강화 철퇴,Rare,3,3,,Weapon,GVG_036,<b>죽음의 메아리</b>: 무작위 아군 기계 하수인 하나에게 +2/+2를 부여합니다.,Deathrattle,Shaman,,2,,True,Zoltan and Gabor,과연 주술사들이 정령을 부리는 걸까요? 사실 주술사들은 정령에게 손이 발이 되도록 빌고 정령들은 "뭐 까짓것 도와줄까?"하는 입장이랍니다.,,,,
Goblins vs Gnomes,강화됨,,,,,Enchantment,GVG_036e,+2/+2,,Shaman,,,,,,,,,,
Goblins vs Gnomes,강화로봇,Epic,3,4,2,Minion,GVG_107,<b>전투의 함성:</b> 내 다른 하수인들에게 무작위로 <b>질풍</b> <b>도발</b> <b>천상의 보호막</b> 중 하나를 부여합니다.,Battlecry,,,,,True,Zoltan Boros,전 왜 질풍만 걸리는 걸까요?,Mech,,,
Goblins vs Gnomes,갤리웍스의 동전,,,0,,Spell,GVG_028t,이번 턴에만 마나 수정을 1개 획득합니다.
<i>(갤리윅스의 효과를 발동시키지 않습니다.)</i>,,,,,,,,,,,,
Goblins vs Gnomes,거대 화염전차,Legendary,7,7,7,Minion,GVG_007,이 카드를 뽑을 때 <b>모든</b> 캐릭터에게 피해를 2 줍니다.,,Mage,,,,True,Aleksi Briclot,미미론은 가끔씩 거대 화염전차에 올라 폭주 드라이빙을 즐기곤 한답니다.,Mech,True,,
Goblins vs Gnomes,거미 전차,Common,3,3,4,Minion,GVG_044,,,,,,,True,Dany Orizio,"여기 총을 달아보면 어떨까?" - 피즈블리츠 거미 자동차를 바라보며.,Mech,,,
Goblins vs Gnomes,거인 태엽돌이,Epic,8,12,8,Minion,GVG_121,상대편의 손에 있는 카드 1장당 비용이 (1)씩 감소합니다.,,,,,,True,Dan Scott,산악 거인과는 숙명의 라이벌입니다.,Mech,,,
Goblins vs Gnomes,검은폭탄,Common,,2,,Spell,GVG_015,피해를 $3 줍니다.,,Warlock,,,,True,Jeff Haynie,"이모티콘" 덱에는 필수로 들어가는 카드입니다!,,,,
Goblins vs Gnomes,고블린 공병,Rare,2,3,4,Minion,GVG_095,상대편의 손에 카드가 6장 이상 있으면 공격력을 +4 갖습니다.,Aura,,,,,True,Jesper Esjing,전직하기 전에는 정신 나간 폭격수였답니다.,,,,
Goblins vs Gnomes,고블린 자동 이발기,Common,3,2,2,Minion,GVG_023,<b>전투의 함성:</b> 내 무기에 공격력을 +1 부여합니다.,Battlecry,Rogue,,,,True,Zolton Boros,고블린이 아니라면 고블린과 키가 똑같아질 수도 있습니다.,Mech,,,
Goblins vs Gnomes,고블린 폭발법사,Rare,5,4,4,Minion,GVG_004,<b>전투의 함성:</b> 전장에 내 기계 하수인이 있으면 모든 적에게 4의 피해를 무작위로 나누어 입힙니다.,Battlecry,Mage,,,,True,Glenn Rane,만약 주위에 폭탄이 없다면 아무 고블린 발명품이나 집어서 던지세요!,,,,
Goblins vs Gnomes,고철 획득,,,,,Enchantment,GVG_106e,능력치 증가,,,,,,,,,,,,
Goblins vs Gnomes,고철로봇,Epic,1,5,5,Minion,GVG_106,아군 기계 하수인이 죽을 때마다 +2/+2를 얻습니다.,,,,,,True,Zoltan Boros,어떤 로봇의 고철은 다른 로봇을 멋지게 업그레이드하는데 쓰입니다!,Mech,,,
Goblins vs Gnomes,고통의 여제,Rare,1,2,4,Minion,GVG_018,이 하수인이 피해를 줄 때마다 내 영웅이 그만큼의 생명력을 회복합니다.,,Warlock,,,,True,Carl Critchlow,네 고통이 곧 내 기쁨일지어다!,Demon,,,
Goblins vs Gnomes,공격 모드,,,,,Enchantment,GVG_030ae,공격력 +1,,Druid,,,,,,,,,,
Goblins vs Gnomes,공격 모드,,,,,Spell,GVG_030a,공격력을 +1 얻습니다.,,Druid,,,,,,,,,,
Goblins vs Gnomes,공성 전차,Rare,5,5,5,Minion,GVG_086,내가 방어도를 얻을 때마다 이 하수인이 공격력을 +1 얻습니다.,,Warrior,,,,True,Zero Yue,겨울손아귀 요새의 유일한 약점입니다!,Mech,,,
Goblins vs Gnomes,광휘의 노움,Rare,2,3,4,Minion,GVG_089,내 턴이 끝날 때 내 영웅에게 <b>비밀</b>이 걸려 있으면 내 영웅의 생명력을 4 회복시킵니다.,,,,,,True,Jim Nelson,"루모스!"라고 외치진 않습니다. 여기가 뭐 호그와트도 아니고...,,,,
Goblins vs Gnomes,권투로봇,Rare,2,2,3,Minion,GVG_072,캐릭터가 치유될 때마다 무작위 적 하나에게 피해를 1 줍니다.,,Priest,,,,True,Dan Scott,주 기능은 주먹질입니다. 보조 기능도 주먹질입니다.,Mech,,,
Goblins vs Gnomes,그림자 숨기,,,,,Enchantment,GVG_014a,생명력 바뀜,,Priest,,,,,,,,,,
Goblins vs Gnomes,그림자 폭격수,Epic,2,1,1,Minion,GVG_009,<b>전투의 함성:</b> 각 영웅에게 피해를 3씩 줍니다.,Battlecry,Priest,,,,True,Matt Dixon,아프냐? 나도 아프다.,,,,
Goblins vs Gnomes,그을음 생성로봇,Rare,3,3,3,Minion,GVG_123,<b>주문 공격력 +1</b>,Spellpower,Mage,,,,True,Phil Saunders,그을음 생성로봇의 창시자와 고블린 벌목기의 창시자는 개와 고양이처럼 사이가 안 좋다고 합니다.,Mech,,,
Goblins vs Gnomes,기계박사 텔마플러그,Legendary,9,9,7,Minion,GVG_116,적 하수인이 죽을 때마다 오염된 노움을 하나 소환합니다.,,,,,,True,Trent Kaniuga,진심으로 상대편을 안아주고 싶어 하는 것 같습니다.,Mech,True,,
Goblins vs Gnomes,기계설인,Common,4,4,5,Minion,GVG_078,<b>죽음의 메아리:</b> 각 플레이어에게 <b>예비 부품</b>을 하나 줍니다.,Deathrattle,,,,,True,Chris Seaman,서리바람 설인의 야만성과 범용성을 그대로 가져온 친구입니다.,Mech,,,
Goblins vs Gnomes,기계소환로봇,Common,2,2,3,Minion,GVG_006,내 기계 하수인의 비용이 (1) 감소합니다.,Aura,,,,,True,Phil Saunders,기계를 소환하는 기계라니? 다음은 뭘까요? 도넛을 소환하는 도넛? 흐음...,Mech,,,
Goblins vs Gnomes,기계표범곰,Rare,7,6,6,Minion,GVG_034,이 하수인이 피해를 입을 때마다 <b>예비 부품</b> 카드를 내 손으로 1장 가져옵니다.,,Druid,,,,True,Trent Kaniuga,딜도 되고 탱도 됩니다.,Mech,,,
Goblins vs Gnomes,길 잃은 타조,Common,5,4,4,Minion,GVG_071,,,,,,,True,Benjamin Zhang,엉덩이에 이런 낙인이 찍혀 있네요. "찾으시면 멀고어로 데려와 주세요. 사례하겠습니다.",Beast,,,
Goblins vs Gnomes,길블린 추적자,Common,2,2,3,Minion,GVG_081,<b>은신</b>,Stealth,,,,,True,Seamus Gallagher,"쉿 무슨 소리 들리지 않아?"

"아 잘못 들었을 겁니다." - 모든 비극의 시작,,,,
Goblins vs Gnomes,깡통나사 고물로봇,Rare,2,4,5,Minion,GVG_055,<b>전투의 함성</b>: 아군 기계 하수인 하나에게 +2/+2를 부여합니다.,Battlecry,Warrior,,,,True,Jesper Esjing,동작을 멈추면 이렇게 외치면서 발로 몇 번 차주세요. "이 고물 같으니라고!",Mech,,,
Goblins vs Gnomes,꼬마 퇴마사,Rare,2,3,3,Minion,GVG_097,<b>도발</b>
<b>전투의 함성:</b> 상대편의 <b>죽음의 메아리</b> 하수인 하나당 +1/+1을 얻습니다.,Battlecry|Taunt,,,,,True,Jim Nelson,아제로스에는 흑마법사가 엉뚱한 악마를 소환했을 때를 대비하여 마을마다 긴급 출동하는 5분 대기조 퇴마사들이 있답니다.,,,,
Goblins vs Gnomes,꽁꽁로봇,Common,2,2,3,Minion,GVG_002,이 하수인에게 피해를 입은 캐릭터는 <b>빙결</b> 상태가 됩니다.,Freeze,Mage,,,,True,Gabor Szikszai,천천히 뒤뚱거리며 이런 소리를 냅니다. "칙칙폭폭! 칙칙폭폭!",Mech,,,
Goblins vs Gnomes,나루의 빛,Rare,,1,,Spell,GVG_012,생명력을 #3 회복시킵니다. 그래도 대상이 피해를 입은 상태라면 빛의 감시자를 소환합니다.,,Priest,,,,True,Jesper Ejsing,주의: 대상의 눈과 입에서 하루 종일 빛이 발사될 수 있음,,,,
Goblins vs Gnomes,나사 풀린 깡통,,,,,Enchantment,GVG_055e,+2/+2,,Warrior,,,,,,,,,,
Goblins vs Gnomes,날뛰는 톱날,Epic,,3,,Spell,GVG_050,무작위 하수인 하나에게 피해를 $1 줍니다. 하수인 하나가 죽을 때까지 반복됩니다.,,Warrior,,,,True,Andrew Hou,고블린들만큼은 이게 꽤 괜찮은 무기라고 생각하고 있었는데 이제는 좀 생각이 바뀌고 있답니다.,,,,
Goblins vs Gnomes,날카로워짐,,,,,Enchantment,GVG_023a,공격력 +1,,,,,,,,,,,,
Goblins vs Gnomes,낡은 치유로봇,Common,3,5,3,Minion,GVG_069,<b>전투의 함성:</b> 내 영웅이 생명력을 8 회복합니다.,Battlecry,,,,,True,Jesper Esjing,낡고 녹슬었지만 결정적인 순간마다 날 지켜주던 소중한 녀석입니다. (가끔 폭발하긴 하지만요.),Mech,,,
Goblins vs Gnomes,넵튤론,Legendary,7,7,7,Minion,GVG_042,<b>전투의 함성:</b> 무작위 멀록 4마리를 내 손으로 가져옵니다. <b>과부하: (3)</b>,Battlecry,Shaman,,,,True,Ruan Jia,넵튤론과 라그나로스를 구분 못 하시면 물불 못 가리시는 겁니다.,,True,,
Goblins vs Gnomes,노련한 뱃사람,Common,7,5,4,Minion,GVG_070,,,,,,,True,Alex Horley Orlandelli,난 해적왕이 될 남자다!,Pirate,,,
Goblins vs Gnomes,노움 실험가,Rare,3,3,2,Minion,GVG_092,<b>전투의 함성:</b> 카드를 1장 뽑습니다. 뽑은 카드가 하수인이면 닭으로 변신시킵니다.,Battlecry,,,,,True,Jesper Esjing,닭으로 변신시킬 때마다 의외로 엄청나게 놀란다고 합니다.,,,,
Goblins vs Gnomes,노움 태엽돌이,Common,2,1,1,Minion,GVG_082,<b>죽음의 메아리:</b> <b>예비 부품</b> 카드를 내 손으로 1장 가져옵니다.,Deathrattle,,,,,True,Matt Dixon,이동식 은행 겸 상점 로봇입니다.,Mech,,,
Goblins vs Gnomes,녹슨 호른,,,1,,Spell,PART_003,하수인 하나에게 <b>도발</b>을 부여합니다.,,,,,,,Peerasak Senalai,,,,,
Goblins vs Gnomes,놈리건 보병,Common,1,3,4,Minion,GVG_098,<b>돌진</b>
<b>도발</b>,Charge|Taunt,,,,,True,Zoltan & Gabor,아무리 놈리건이 방사능 오염과 공기 오염에 노출되었대도 꿋꿋이 탈환을 희망하는 굳센 녀석입니다.,,,,
Goblins vs Gnomes,누군가 조종하는 벌목기,Common,4,4,3,Minion,GVG_096,<b>죽음의 메아리:</b> 비용이 2인 무작위 하수인을 하나 소환합니다.,Deathrattle,,,,,True,Dan Scott,한때 벌목기는 고블린들만 타는 로봇이었습니다만 요즘엔 파멸의 예언자부터 전승지기 초까지 한 대씩 타고 다니더라고요.,Mech,,,
Goblins vs Gnomes,누군가 조종하는 하늘 골렘,Epic,6,6,4,Minion,GVG_105,<b>죽음의 메아리:</b> 비용이 4인 무작위 하수인을 하나 소환합니다.,Deathrattle,,,,,True,Michael Phillippi,고블린 기계공학의 꽃이라 할 수 있습니다. 에스프레소 머신과 발 마사지 기계도 탑재되어 있습니다.,Mech,,,
Goblins vs Gnomes,닭,,1,1,1,Minion,GVG_092t,,,,,,,,,,Beast,,,
Goblins vs Gnomes,대지종결자 트로그조르,Legendary,6,7,6,Minion,GVG_118,상대편이 주문을 시전할 때마다 힘센 바위턱트로그를 하나 소환합니다.,,,,,,True,Mike Sass,어떻게 대지를 종결하냐고요? 글쎄요.,,True,,
Goblins vs Gnomes,도금됨,,,,,Enchantment,GVG_086e,공격력 증가,,Warrior,,,,,,,,,,
Goblins vs Gnomes,뒤바뀜,,,,,Enchantment,PART_006a,전환 스위치에 의해 공격력과 생명력이 뒤바뀜,,,,,,,,,,,,
Goblins vs Gnomes,땜장이 마을 기술자,Common,3,3,3,Minion,GVG_102,<b>전투의 함성:</b> 내 전장에 기계 하수인이 있다면 +1/+1을 얻고 <b>예비 부품</b> 카드를 내 손으로 1장 가져옵니다.,Battlecry,,,,,True,Gabor Szikszai,땜장이 마을에서 잘 나가는 기술자입니다.,,,,
Goblins vs Gnomes,땜장이 마을의 힘,,,,,Enchantment,GVG_102e,+1/+1,,,,,,,,,,,,
Goblins vs Gnomes,땜장이의 뾰족칼 기름,Common,,4,,Spell,GVG_022,내 무기에 공격력을 +3 부여합니다. <b>연계:</b> 무작위 아군 하수인 하나에게 공격력을 +3 부여합니다.,Combo,Rogue,,,,True,Den,주의: 불똥이 튀면 칼에 불이 붙을 수 있음,,,,
Goblins vs Gnomes,땜장이의 뾰족칼 기름,,,,,Enchantment,GVG_022a,공격력 +3,,,,,,,,,,,,
Goblins vs Gnomes,땜장이의 뾰족칼 기름,,,,,Enchantment,GVG_022b,공격력 +3,,,,,,,,,,,,
Goblins vs Gnomes,떠 다니는 감시자,Common,4,5,4,Minion,GVG_100,내 턴에 내 영웅이 피해를 입을 때마다 +2/+2를 얻습니다.,,Warlock,,,,True,Todd Lockwood,본래 이름은 사악한 눈깔 감시자였지만 좀 과하게 무시무시한 것 같아서 순화했습니다.,Demon,,,
