MECHANICS,SET,NAME,TEXT,TYPE,ID,COLLECTIBLE,FACTION,ARTIST,RARITY,ATTACK,COST,HEALTH,FLAVOR,PLAYERCLASS,RACE,INPLAYTEXT,DURABILITY,ELITE
,"Classic","표범 소환","3/2 표범을 1마리 소환합니다.","Spell","EX1_160a",,"Neutral",,,,,,,"Druid",,,,
,"Classic","피의 격노",,"Weapon","EX1_323w",,,,,3,3,,,"Warlock",,,8,
,"Classic","피의 분노","내구도 소모 없음","Enchantment","EX1_411e",,,,,,,,,"Warrior",,,,
,"Classic","피의 서약","생명력 증가","Enchantment","CS2_059o",,,,,,,,,"Warlock",,,,
,"Classic","피의 울음소리","이 무기는 하수인을 공격할 때 내구도 대신 공격력이 1 감소합니다.","Weapon","EX1_411",True,"Neutral","Zoltan & Gabor","Epic",7,7,,"그롬마쉬 헬스크림이 다루던 유서 깊은 도끼입니다. 어떻게 공작 말체자르의 손에 들어갔는지는 아직도 알 수 없네요.","Warrior",,,1,
Stealth,"Classic","피의 임프","<b>은신</b>. 내 턴이 끝날 때 다른 무작위 아군 하수인에게 생명력을 +1 부여합니다.","Minion","CS2_059",True,"Neutral","Bernie Kang","Common",0,1,1,"임프들은 숨어서 주위의 모두를 격하게 도발하는 행위를 즐깁니다. 그냥 즐깁니다.","Warlock","Demon","",,
,"Classic","필사의 일격","피해를 $4 줍니다. 내 생명력이 12 이하라면 피해를 $6 줍니다.","Spell","EX1_408",True,"Neutral","Zoltan & Gabor","Rare",,4,,""기술을 하나밖에 쓸 수 없다면 필사의 일격을 쓰라." - 전사의 십계명 여섯 번째 줄","Warrior",,,,
,"Classic","핑클 아인혼",,"Minion","EX1_finkle",,"Neutral",,"Legendary",3,2,3,,,,,,True
Battlecry|Spellpower,"Classic","하늘빛 비룡","<b>주문 공격력 +1</b>. <b>전투의 함성:</b> 카드를 1장 뽑습니다.","Minion","EX1_284",True,"Neutral","Ben Zhang","Rare",4,5,4,"처음엔 녹황색 비룡이나 군청색 비룡을 생각했습니다만 너무 촌스러운 느낌이라 바꿨습니다.",,"Dragon",,,
,"Classic","하이에나",,"Minion","EX1_534t",,,"Andrew Robinson","Rare",2,2,2,,"Hunter","Beast",,,
Battlecry,"Classic","해리슨 존스","<b>전투의 함성:</b> 상대편의 무기를 파괴하고 그 무기의 내구도만큼 카드를 뽑습니다.","Minion","EX1_558",True,"Neutral","Matt Dixon","Legendary",5,5,4,""저건 탐험가의 전당에 있어야만 해!"",,,,,True
,"Classic","허무의 그림자","심리 조작 실패! 상대편에게 하수인이 없었습니다!","Minion","EX1_345t",,,,"Epic",0,0,1,,"Priest",,,,
Deathrattle,"Classic","허수아비골렘","<b>죽음의 메아리:</b> 2/1 손상된 골렘을 하나 소환합니다.","Minion","EX1_556",True,"Neutral","Brian Despain","Common",2,3,3,""내부 온도 과열됨. 정상 작동 불가. 2번 배출구에 보리 걸림. 가동 중단."",,"Mech",,,
Battlecry,"Classic","혈기사","<b>전투의 함성:</b> <b>모든</b> 하수인의 <b>천상의 보호막</b>을 흡수하여 보호막 1개당 +3/+3을 얻습니다.","Minion","EX1_590",True,"Neutral","Trent Kaniuga","Epic",3,3,3,"혈기사는 신성한 힘의 원천으로 태양샘을 사용합니다. 태양샘에서 물놀이를 할 생각은 꿈도 꾸지 마세요.",,,,,
Deathrattle|Spellpower,"Classic","혈법사 탈노스","<b>주문 공격력 +1</b>. <b>죽음의 메아리:</b> 카드를 1장 뽑습니다.","Minion","EX1_012",True,"Neutral","Alex Horley Orlandelli","Legendary",1,2,1,"전설 카드 치고는 좀 초라하죠? 네 당신만 그렇게 느낀 게 아닙니다.",,,,,True
Enrage,"Classic","화난 닭","<b>격노:</b> 공격력 +5","Minion","EX1_009",True,,"Mike Sass","Rare",1,1,1,"완전히 격노한 닭보다 무시무시한(또는 황당한) 야수는 없습니다.",,"Beast",,,
Battlecry,"Classic","화염 임프","<b>전투의 함성:</b> 내 영웅에게 피해를 3 줍니다.","Minion","EX1_319",True,"Neutral","Alex Horley Orlandelli","Common",3,1,2,"임프들은 불타는 걸 좋아합니다. 그냥 좋아합니다.","Warlock","Demon",,,
Poisonous,"Classic","황제 코브라","이 하수인에게 피해를 입은 하수인은 무조건 죽습니다.","Minion","EX1_170",True,"Neutral","Lars Grant-West","Rare",2,3,3,"숄라자르 분지는 정말 위험한 곳입니다. 그래도 갈 생각이 있다면 제충제를 꼭 바르세요. 아 판금 갑옷도 준비하시고요.",,"Beast","",,
Battlecry,"Classic","황혼의 비룡","<b>전투의 함성:</b> 내 손에 있는 카드 1장당 생명력을 +1 얻습니다.","Minion","EX1_043",True,"Neutral","Jaemin Kim","Rare",4,4,1,"황혼의 비룡은 신비한 에너지를 먹고 삽니다. 가끔 타코도 먹지만요.",,"Dragon",,,
,"Classic","황혼의 시간","생명력 증가","Enchantment","EX1_043e",,,,,,,,,,,,,
Enrage,"Classic","흉포한 늑대인간","<b>격노:</b> <b>질풍</b> 공격력 +1","Minion","EX1_412",True,"Neutral","Alex Horley Orlandelli","Common",3,3,3,"지금 너무 흉포한가요? 조금만 기다려 주세요. 저희가 조만간 순하게 바꿔 드릴지도 모르니까요.",,,,,
Battlecry,"Classic","흑기사","<b>전투의 함성:</b> <b>도발</b> 능력이 있는 적 하수인을 하나 처치합니다.","Minion","EX1_002",True,,"Alex Horley Orlandelli","Legendary",4,6,5,"은빛십자군 마상시합을 방해하라고 리치 왕이 보낸 심복이지만 우린 모두 그를 아이템 셔틀로 기억하고 있죠.",,,,,True
