TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,ATTACK,HEALTH,MECHANICS,INPLAYTEXT,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
<b>Боевой клич:</b> если под вашим контролем есть механизм <i>Гном-техник</i> получает +1/+1 и вы кладете в руку карту <b>«Запасная часть»</b>.,Goblins vs Gnomes,Minion,GVG_102,Гном-техник,,Common,3,3,3,Battlecry,,,,True,Gabor Szikszai,Любая вещь если с ней долго возиться обязательно сломается.,,,,
<b>Боевой клич:</b> вы берете карту. Если это карта существа оно превращается в курицу.,Goblins vs Gnomes,Minion,GVG_092,Гном-экспериментатор,,Rare,3,3,2,Battlecry,,,,True,Jesper Esjing,У него есть побочный бизнес по производству замороженных куриных наггетсов.,,,,
<b>Боевой клич:</b> наносит 4 ед. урона случайно распределяемого между всеми персонажами противника если у вас есть механизм.,Goblins vs Gnomes,Minion,GVG_004,Гоблин-взрывомаг,,Rare,4,5,4,Battlecry,,Mage,,True,Glenn Rane,Если у вас под рукой не оказалось бомбы бросьте в противника любое гоблинское изобретение.,,,,
Получает +4 к атаке если у противника в руке 6 или больше карт.,Goblins vs Gnomes,Minion,GVG_095,Гоблин-сапер,,Rare,3,2,4,Aura,,,,True,Jesper Esjing,Он очень старается избавиться от своих дурных привычек поэтому каждую пятницу ходит на собрания клуба анонимных подрывников.,,,,
Если это существо осталось единственным под вашим контролем в конце каждого хода оно будет уничтожено.,Goblins vs Gnomes,Minion,GVG_077,Голем Анимуса,,Epic,6,9,9,,,Warlock,,True,Josh Harris,Темный Анимус – злобное огромное загадочное существо страдающее дислексией.,,Mech,,
Если в начале вашего хода у вас под контролем есть как минимум 3 механизма все они будут уничтожены и на поле боя призывается В-07-TP-0H.,Goblins vs Gnomes,Minion,GVG_111,Голова Мимирона,,Legendary,5,4,5,,,,,True,Trent Kaniuga,Не нажимай на большую красную кнопку!,True,Mech,,
Когда это существо наносит урон оно восстанавливает здоровье вашему герою в размере нанесенного урона.,Goblins vs Gnomes,Minion,GVG_018,Госпожа Боли,,Rare,2,1,4,,,Warlock,,True,Carl Critchlow,У нее есть сестра — госпожа Соли. Обожает сыпать соль на раны.,,Demon,,
,Goblins vs Gnomes,Minion,GVG_064,Грязевик,,Common,2,3,2,,,,,True,Jaemin Kim,Поклоняется Морглу великому оракулу мурлоков. (Да у них там целая секта!),,Murloc,,
Каждый игрок получает кристалл маны.,Goblins vs Gnomes,Spell,GVG_032a,Дарованная мана,,,,,,,,Druid,,,,,,,,
Каждый игрок берет карту.,Goblins vs Gnomes,Spell,GVG_032b,Дарованные карты,,,,,,,,Druid,,,,,,,,
+2/+2.,Goblins vs Gnomes,Enchantment,GVG_104a,ДЕРЖИ ПЛЮШКУ.,,,,,,,,,,,,,,,,
В конце каждого хода активный игрок берет карты пока у него в руке не окажется 3 карты.,Goblins vs Gnomes,Minion,GVG_094,Дживс,,Rare,4,1,4,,,,,True,Matt Dixon,«Скажи Дживс ты всегда был таким или это пришло неожиданно?»,,Mech,,
Уничтожает случайное существо противника. <b>Серия приемов</b>: также уничтожает оружие противника.,Goblins vs Gnomes,Spell,GVG_047,Диверсия,,Epic,4,,,Combo,,Rogue,,True,Dave Allsop,Разбойники-диверсанты способны подорвать все. Даже ваш авторитет.,,,,
<b>Боевой клич:</b> призывает на поле боя двух взрыв-ботов 1/1. <i>ВНИМАНИЕ: боты взрывоопасны.</i>,Goblins vs Gnomes,Minion,GVG_110,Доктор Бум,,Legendary,7,7,7,Battlecry,,,,True,Alex Garner,На колени перед доктором Бумом!,True,,,
<b>Боевой клич:</b> восстанавливает 8 ед. здоровья вашему герою.,Goblins vs Gnomes,Minion,GVG_069,Древний исцелятор,,Common,5,3,3,Battlecry,,,,True,Jesper Esjing,Говорят эту модель сняли с производства после того как лекари объявили забастовку.,,Mech,,
Полностью восстанавливает жизнь всем персонажам.,Goblins vs Gnomes,Spell,GVG_033,Древо Жизни,,Epic,9,,,,,Druid,,True,Steve Prescott,Иногда здоровье и впрямь растет на деревьях!,,,,
<b>Боевой клич:</b> если у вас под контролем есть зверь характеристики этого существа становятся равны 7/7.,Goblins vs Gnomes,Minion,GVG_080,Друид-змея,,Common,5,4,4,Battlecry,,Druid,,True,Brandon Kitkouski,Лохматый бородатый и пишет на Питоне.,,,,
,Goblins vs Gnomes,Minion,GVG_080t,Друид-змея,,,5,7,7,,,Druid,,,Massive Black,,,Beast,,
<b>Маскировка</b>,Goblins vs Gnomes,Minion,GVG_081,Жаблин-ловец,,Common,2,2,3,Stealth,,,,True,Seamus Gallagher,Кто блин? А жаблин.,,,,
Характеристики увеличены.,Goblins vs Gnomes,Enchantment,GVG_027e,Железная броня,,,,,,,,Rogue,,,,,,,,
<b>Боевой клич</b>: другие ваши механизмы получают +2 к атаке.,Goblins vs Gnomes,Minion,GVG_048,Железнозубый прыгун,,Rare,3,3,3,Battlecry,,Hunter,,True,Hideaki Takamura,Не оставляйте их мокнуть под дождем. В Кратере Ун&sbquo;Горо и так уже завелась целая стая ржавозубых прыгунов.,,Mech,,
+2 к атаке.,Goblins vs Gnomes,Enchantment,GVG_048e,Железные зубы,,,,,,,,Hunter,,,,,,,,
<b>Боевой клич:</b> замешивает карту мины в колоду противника. Когда он ее вытаскивает мина взрывается нанося ему 10 ед. урона.,Goblins vs Gnomes,Minion,GVG_056,Железный исполин,,Legendary,6,6,5,Battlecry,,Warrior,,True,Raymond Swanland,Туристы в Оргриммаре любят фотографироваться на его фоне.,True,Mech,,
В конце вашего хода другой ваш механизм получает +2/+2.,Goblins vs Gnomes,Minion,GVG_027,Железный сенсей,,Rare,3,2,2,,,Rogue,,True,Brian Despain,Как учит мудрый сенсей «0110100001101001».,,Mech,,
,Goblins vs Gnomes,Minion,GVG_071,Заблудившийся долгоног,,Common,4,5,4,,,,,True,Benjamin Zhang,На его ошейнике висит записка: «Нашедшему вернуть в Мулгор за вознаграждение».,,Beast,,
Стоит на (1) ману меньше за каждую карту в руке противника.,Goblins vs Gnomes,Minion,GVG_121,Заводной великан,,Epic,12,8,8,,,,,True,Dan Scott,Не дружит с горным великаном.,,Mech,,
<b>Предсмертный хрип:</b> вы кладете в руку карту <b>«Запасная часть»</b>.,Goblins vs Gnomes,Minion,GVG_082,Заводной гном,,Common,1,2,1,Deathrattle,,,,True,Matt Dixon,Заводные гномы все время спрашивают который час.,,Mech,,
Когда вы кладете эту карту в руку она взрывается. Вы получаете 10 ед. урона и берете карту.,Goblins vs Gnomes,Spell,GVG_056t,Закапывающаяся мина,,,0,,,ImmuneToSpellpower,,Warrior,,,Chris Seaman,,,,,
<b>Боевой клич:</b> вы получаете +5 к броне.,Goblins vs Gnomes,Minion,GVG_053,Защитница,,Rare,6,5,5,Battlecry,,Warrior,,True,Alex Horley Orlandelli,У нее три щитоносца которые ее снабжают всем необходимым.,,,,
<b>Божественный щит</b>,Goblins vs Gnomes,Minion,GVG_058,Защищенный мини-бот,,Common,2,2,2,Divine Shield,,Paladin,,True,Raymond Swanland,Он верит в то во что запрограммирован верить.,,Mech,,
Вы и ваш противник кладете на поле боя случайное существо из своей руки.,Goblins vs Gnomes,Spell,GVG_029,Зов предков,,Epic,4,,,,,Shaman,,True,Dan Scott,Зов предков: «Эй предки!»,,,,
<b>Боевой клич:</b> ваше случайное существо получает способности <b>«Божественный щит»</b> и <b>«Провокация»</b>.,Goblins vs Gnomes,Weapon,GVG_059,Зубцевик,,Epic,3,2,,Battlecry,,Paladin,3,True,Danny Orizio,Итак ты оторвал эту железяку от какого-то механизма насадил на рукоять и нацарапал пару рун. И теперь это орудие божественной силы? Дай два.,,,,
Выбранное существо получает +2/+4 и способность <b>«Урон от заклинаний +1»</b>.,Goblins vs Gnomes,Spell,GVG_010,Избранник Велена,,Common,3,,,,,Priest,,True,Alex Horley Orlandelli,Мы выбираем нас выбирают — как это часто не совпадает.,,,,
+2/+4 и способность <b>«Урон от заклинаний +1»</b>.,Goblins vs Gnomes,Enchantment,GVG_010b,Избранник Велена,,,,,,,,,,,,,,,,
<b>Урон от заклинаний +1</b>,Goblins vs Gnomes,Minion,GVG_123,Изрыгатель сажи,,Rare,3,3,3,Spellpower,,Mage,,True,Phil Saunders,Его изобретатель вот уже пятый год судится с автором гоблинского крошшера по поводу запатентованной формы кабины.,,Mech,,
<b>Боевой клич:</b> ваши паладины-рекруты получают +2/+2.,Goblins vs Gnomes,Minion,GVG_060,Интендант,,Epic,5,2,5,Battlecry,,Paladin,,True,Phroilan Gardner,При его появлении паладины-рекруты не только повышают характеристики но и начинают рыть траншею от забора и до обеда.,,,,
Получает способность <b>«Божественный щит»</b> каждый раз когда вы призываете механизм на поле боя.,Goblins vs Gnomes,Minion,GVG_062,Кобальтовый страж,,Rare,5,6,3,,,Paladin,,True,Jim Nelson,Раньше их делали из адаманта пока не передали производство в Прибамбасск.,,Mech,,
Находящиеся рядом существа не могут быть целью заклинаний или силы героя.,Goblins vs Gnomes,Minion,GVG_122,Контрзаклинательница,,Epic,4,2,5,Aura,,Mage,,True,Jonboy Meyers,Такая маленькая а уже гроза всех заклинателей.,,,,
Наносит 2 ед. урона случайному персонажу противника каждый раз когда вы призываете пирата на поле боя.,Goblins vs Gnomes,Minion,GVG_075,Корабельная пушка,,Common,2,2,3,,,,,True,Warren Mahy,Когда пиратам надоедают развлечения типа прогулок по доске или протаскивания под килем они переходят к аттракциону «Человек-ядро».,,,,
Выбранное существо получает +1 к атаке.,Goblins vs Gnomes,Spell,PART_007,Крутящиеся клинки,,,1,,,,,,,,Nutchapol Thitinunthakorn,,,,,
+1 к атаке.,Goblins vs Gnomes,Enchantment,PART_007e,Крутящиеся клинки,,,,,,,,,,,,,,,,
<b>Неистовство ветра</b>,Goblins vs Gnomes,Minion,GVG_037,Крутящийся меченосец,,Common,2,3,2,Windfury,,Shaman,,True,Jim Nelson,За дополнительные деньги можно заказать модель цвета «красный металлик».,,Mech,,
,Goblins vs Gnomes,Minion,GVG_092t,Курица,,,1,1,1,,,,,,,,,Beast,,
Атака увеличена,Goblins vs Gnomes,Enchantment,GVG_068a,Магия в крови,,,,,,Aura,,,,,,,,,,
Атака увеличена,Goblins vs Gnomes,Enchantment,GVG_067a,Магия в крови,,,,,,Aura,,,,,,,,,,
Другие ваши демоны получают +2/+2.Ваш герой <b>неуязвим</b>.,Goblins vs Gnomes,Minion,GVG_021,Мал&sbquo;Ганис,,Legendary,9,9,7,Aura,,Warlock,,True,Wayne Reynolds,Если уж взяли Мал&sbquo;Ганиса в свою колоду не выбрасывайте его. Он уже и так настрадался от предательства.,True,Demon,,
<b>Предсмертный хрип:</b> вы замешиваете это существо в свою колоду.,Goblins vs Gnomes,Minion,GVG_035,Малорн,,Legendary,7,9,7,Deathrattle,,Druid,,True,Oliver Chipping,Не шутите про его развесистые рога. Вы же не хотите навлечь на себя гнев Элуны?,True,Beast,,
<b>Провокация</b>.,Goblins vs Gnomes,Minion,GVG_093,Манекен-мишень,,Rare,0,0,2,Taunt,,,,True,Matt Dixon,Инженерный эквивалент бумажки с надписью «Пни меня».,,Mech,,
Маскировка до вашего следующего хода.,Goblins vs Gnomes,Enchantment,PART_004e,Маскировка,,,,,,,,,,,,,,,,
Ваше выбранное существо получает способность <b>«Маскировка»</b> до вашего следующего хода.,Goblins vs Gnomes,Spell,PART_004,Маскировочное поле,,,1,,,,,,,,Nutchapol Thitinunthakorn,,,,,
Получает +2 к атаке если у вас под контролем есть механизм.,Goblins vs Gnomes,Minion,GVG_013,Мастер шестеренок,,Common,1,1,2,Aura,,,,True,Trent Kaniuga,«Я уже даже не вижу болты и шестеренки. Я вижу робота механотанк и лучи смерти.»,,,,
Возвращает в руку ваше существо.,Goblins vs Gnomes,Spell,PART_002,Маховик времени,,,1,,,,,,,,Nutthapon Petthai,,,,,
+1 к атаке.,Goblins vs Gnomes,Enchantment,GVG_043e,Метатель глеф,,,,,,,,Hunter,,,,,,,,
<b>Боевой клич:</b> ваше случайное существо получает +1 к атаке.,Goblins vs Gnomes,Weapon,GVG_043,Метатель глеф,,Common,2,2,,Battlecry,,Hunter,2,True,Gino Whitehall,Есть еще версия с подствольником и глушителем.,,,,
<b>Предсмертный хрип:</b> каждый игрок получает карту <b>«Запасная часть»</b>.,Goblins vs Gnomes,Minion,GVG_078,Механический йети,,Common,4,4,5,Deathrattle,,,,True,Chris Seaman,Йети – это нескончаемый источник вдохновения и тумаков.,,Mech,,
Когда это существо получает урон вы кладете карту <b>«Запасная часть»</b> к себе в руку.,Goblins vs Gnomes,Minion,GVG_034,Механо-медвекот,,Rare,6,7,6,,,Druid,,True,Trent Kaniuga,Эта киска терпеть не может &bdquo;Вискас&bdquo;. Да и мед в общем тоже.,,Mech,,
<b>Боевой клич:</b> другие ваши существа получают <i>случайную</i> способность: <b>«Неистовство ветра»</b> <b>«Провокация»</b> или <b>«Божественный щит»</b>.,Goblins vs Gnomes,Minion,GVG_107,Механо-усилитель,,Epic,4,3,2,Battlecry,,,,True,Zoltan Boros,Его усиления совершенно безопасны для здоровья и одобрены антидопинговой комиссией!,,Mech,,
Ваши механизмы стоят на (1) ману меньше.,Goblins vs Gnomes,Minion,GVG_006,Механосборщик,,Common,2,2,3,Aura,,,,True,Phil Saunders,Робот который производит других роботов? Куда катится мир… В следующем дополнении появится пончик который производит пончики?,,Mech,,
Получает +1 к атаке в начале каждого хода.,Goblins vs Gnomes,Minion,GVG_103,Микроробот,,Common,2,1,2,,,,,True,Skan Srisuwan,Мал да удал!,,Mech,,
<b>Маскировка</b>.<b>Урон от заклинаний +1</b>,Goblins vs Gnomes,Minion,GVG_109,Мини-маг,,Epic,4,4,1,Spellpower|Stealth,,,,True,Ben Olson,Иногда его можно найти в сундуке с сокровищами на арене Гурубаши.,,,,
<b>Боевой клич:</b> вы получаете контроль над случайным <b>секретом</b> противника.,Goblins vs Gnomes,Minion,GVG_074,Мистик Кезана,,Rare,4,4,3,Battlecry,,,,True,Jakub Kasper,Мистики Кезана очень не любят когда от них что-нибудь утаивают.,,,,
+4 к здоровью.,Goblins vs Gnomes,Enchantment,GVG_069a,Модернизация!,,,,,,,,Priest,,,,,,,,
Вы получаете кристалл маны до конца хода.<i>(Не вызывает срабатывание способности карты «Принц Галливикс».</i>),Goblins vs Gnomes,Spell,GVG_028t,Монетка Галливикса,,,0,,,,,,,,,,,,,
Атака увеличена.,Goblins vs Gnomes,Enchantment,GVG_049e,Мощь Зул&sbquo;Фаррака,,,,,,,,Hunter,,,,,,,,
+1/+1.,Goblins vs Gnomes,Enchantment,GVG_102e,Мощь механиков,,,,,,,,,,,,,,,,
<b>Выберите эффект:</b> призывает на поле боя 5 огоньков; выбранное существо получает +5/+5 и способность <b>«Провокация»</b>.,Goblins vs Gnomes,Spell,GVG_041,Мрачный огонек,,Epic,6,,,,,Druid,,True,Trent Kaniuga,Не волнуйтесь мы уже уволили человека который придумал такое название для карты.,,,,
Призывает на поле боя 5 огоньков.,Goblins vs Gnomes,Spell,GVG_041b,Мрачный огонек,,,,,,,,Druid,,,,,,,,
+5/+5 и способность <b>«Провокация»</b>.,Goblins vs Gnomes,Spell,GVG_041a,Мрачный огонек,,,,,,,,Druid,,,,,,,,
+5/+5 и способность <b>«Провокация»</b>.,Goblins vs Gnomes,Enchantment,GVG_041c,Мрачный огонек,,,,,,,,Druid,,,,,,,,
Каждый раз когда другой ваш мурлок умирает вы берете карту.<b>Перегрузка:</b> (1),Goblins vs Gnomes,Minion,GVG_040,Мурлок-духостранник,,Epic,4,2,5,,,Shaman,,True,Clint Langley,Стихии откликаются на зов каждого шамана даже если тот может выговорить только «МРГЛГЛГЛГРЛ!»,,Murloc,,
<b>Предсмертный хрип:</b> призывает на поле боя случайное существо за 4 маны.,Goblins vs Gnomes,Minion,GVG_105,Небесный голем,,Epic,6,6,4,Deathrattle,,,,True,Michael Phillippi,Вершина гоблинской инженерии. Также умеет варить кофе и делать массаж ступней.,,Mech,,
<b>Боевой клич:</b> вы кладете 4 случайные карты мурлоков к себе в руку. <b>Перегрузка:</b> (3),Goblins vs Gnomes,Minion,GVG_042,Нептулон,,Legendary,7,7,7,Battlecry,,Shaman,,True,Ruan Jia,Знакомьтесь: Нептулон Хозяин Приливов. Один из четырех повелителей элементалей. Владеет шикарной сауной на паях с Рагнаросом.,True,,,
Вы кладете в руку случайную карту существа. Оно стоит на (3) маны меньше.,Goblins vs Gnomes,Spell,GVG_003,Нестабильный портал,,Rare,2,,,,,Mage,,True,Sean O&sbquo;Daniels,Жители Азерота даже не догадываются во сколько обходятся работы по стабилизации порталов. По самым скромным оценкам на это тратится 30% ВВП!,,,,
Меняет местами атаку и здоровье выбранного существа.,Goblins vs Gnomes,Spell,PART_006,Обратный переключатель,,,1,,,,,,,,Nutthapon Petthai,,,,,
Наносит $4 ед. урона случайному существу противника.,Goblins vs Gnomes,Spell,GVG_001,Огненная пушка,,Common,2,,,,,Mage,,True,Mauricio Herrera,Честно говоря так можно назвать любое оружие гоблинов.,,,,
Наносит 2 ед. урона всем персонажам когда вы берете эту карту из колоды.,Goblins vs Gnomes,Minion,GVG_007,Огненный левиафан,,Legendary,7,7,7,,,Mage,,True,Aleksi Briclot,Мимирон начал было работать над осадным режимом для Огненного левиафана но отвлекся на Йогг-Сарона.,True,Mech,,
Все существа с 50% вероятностью атакуют не того персонажа противника.,Goblins vs Gnomes,Minion,GVG_112,Огр Могор,,Legendary,6,7,6,,,,,True,Michal Ivan,Яркий пример того что глупость бывает заразительна.,True,,,
С 50% вероятностью атакует не того персонажа противника.,Goblins vs Gnomes,Minion,GVG_065,Огр-громила,,Common,3,4,4,,,,,True,Vinod Rams,Вообще-то он шел устраиваться на работу в банк но опять попал не туда.,,,,
<b>Маскировка</b>.С 50% вероятностью атакует не того персонажа противника.,Goblins vs Gnomes,Minion,GVG_088,Огр-ниндзя,,Rare,5,6,6,Stealth,,Rogue,,True,Samwise,Говорят чтобы его взяли в школу ниндзя папе пришлось дать взятку директору.,,,,
<b>Неистовство ветра</b>.С 50% вероятностью атакует не того персонажа противника. <b>Перегрузка:</b> (1),Goblins vs Gnomes,Minion,GVG_066,Огр-шаман,,Rare,4,5,4,Windfury,,Shaman,,True,José Ladrönn,Все дело в том что он бросается в бой с закрытыми глазами.,,,,
Получает способность <b>«Маскировка»</b> каждый раз когда вы призываете на поле боя пирата.,Goblins vs Gnomes,Minion,GVG_025,Одноглазый плут,,Rare,2,4,1,,,Rogue,,True,Danny Beck,Еще у него крюк вместо руки. А глаз он потерял когда забыл про это.,,Pirate,,
+3 к атаке.,Goblins vs Gnomes,Enchantment,GVG_022b,Оружейное механомасло,,,,,,,,,,,,,,,,
+3 к атаке.,Goblins vs Gnomes,Enchantment,GVG_022a,Оружейное механомасло,,,,,,,,,,,,,,,,
Ваше оружие получает +3 к атаке. <b>Серия приемов:</b> ваше случайное существо получает +3 к атаке.,Goblins vs Gnomes,Spell,GVG_022,Оружейное механомасло,,Common,4,,,Combo,,Rogue,,True,Den,Не рекомендуется жарить на нем яичницу.,,,,
Каждый раз когда вы получаете броню это существо получает +1 к атаке.,Goblins vs Gnomes,Minion,GVG_086,Осадная машина,,Rare,5,5,5,,,Warrior,,True,Zero Yue,Без нее не обходится ни одна игра!,,Mech,,
<b>Боевой клич</b>: наносит 2 ед. урона всем существам со способностью <b>Предсмертный хрип</b>.,Goblins vs Gnomes,Minion,GVG_101,Освятитель Алого ордена,,Rare,3,4,3,Battlecry,,Paladin,,True,Anton Zemskov,Специалисты из Алого ордена пытаются выяснить повысится ли популярность их организации если переименовать ее в «Нежно-сиреневый орден».,,,,
+2/+2.,Goblins vs Gnomes,Enchantment,GVG_060e,Отличная экипировка,,,,,,,,Paladin,,,,,,,,
<b>Боевой клич:</b> наносит 6 ед. урона случайно распределяемого между всеми остальными персонажами.,Goblins vs Gnomes,Minion,GVG_090,Ошалевший подрывник,,Rare,5,5,4,Battlecry,,,,True,Alex Horley Orlandelli,Ему бы валерьяночки попить...,,,,
<b>Предсмертный хрип</b>: ваш случайный механизм получает +2/+2.,Goblins vs Gnomes,Weapon,GVG_036,Палица силы,,Rare,3,3,,Deathrattle,,Shaman,2,True,Zoltan and Gabor,Говорят что шаманы повелевают стихиями. На самом деле их приходится очень долго уговаривать.,,,,
Получает +2/+2 каждый раз когда ваш герой получает урон в течение вашего хода.,Goblins vs Gnomes,Minion,GVG_100,Парящий страж,,Common,5,4,4,,,Warlock,,True,Todd Lockwood,Сначала мы хотели назвать эту карту «Роковой злобоглаз погибели» но отдел маркетинга решил что это уже слишком.,,Demon,,
Обратный переключатель поменял местами атаку и здоровье.,Goblins vs Gnomes,Enchantment,PART_006a,Переключено,,,,,,,,,,,,,,,,
Замешивает выбранное существо противника в его колоду.,Goblins vs Gnomes,Spell,GVG_031,Переработка,,Rare,6,,,,,Druid,,True,Brandon Kitkouski,Друиды очень внимательно относятся к экологии. Они всегда выбрасывают пластик в одну корзину а существ противника - в другую.,,,,
<b>Рывок</b>.<b>Провокация</b>,Goblins vs Gnomes,Minion,GVG_098,Пехотинец Гномрегана,,Common,3,1,4,Charge|Taunt,,,,True,Zoltan & Gabor,Очень не любит когда его называют гномпехом.,,,,
+2 к атаке до конца хода.,Goblins vs Gnomes,Enchantment,GVG_057a,Печать Света,,,,,,OneTurnEffect,,,,,,,,,,
Восстанавливает #4 ед. здоровья вашему герою и дает ему +2 к атаке до конца хода.,Goblins vs Gnomes,Spell,GVG_057,Печать Света,,Common,2,,,ImmuneToSpellpower,,Paladin,,True,Jason Chan,В отличие от других печатей не годится для того чтобы ей колоть орехи.,,,,
<b>Предсмертный хрип:</b> призывает на поле боя случайное существо стоимостью 2 маны.,Goblins vs Gnomes,Minion,GVG_096,Пилотируемый крошшер,,Common,4,4,3,Deathrattle,,,,True,Dan Scott,Крошшер - это не роскошь а средство передвижения!,,Mech,,
Атака увеличена.,Goblins vs Gnomes,Enchantment,GVG_076a,Пистоны,,,,,,,,,,,,,,,,
Характеристики увеличены.,Goblins vs Gnomes,Enchantment,GVG_106e,Прибарахлился,,,,,,,,,,,,,,,,
Призывает на поле боя трех паладинов-рекрутов 1/1. Вы берете в руки оружие 1/4.,Goblins vs Gnomes,Spell,GVG_061,Призыв в бой,,Rare,3,,,,,Paladin,,True,Mike Hayes,&bdquo;Я принес печеньки!&bdquo; — лучший способ объявить общий сбор войск.,,,,
Вы берете карту.Если это карта зверя она стоит на (4) маны меньше.,Goblins vs Gnomes,Spell,GVG_017,Призыв питомца,,Rare,2,,,,,Hunter,,True,E.M. Gist,Настоящие охотники приручают голодных крабов.,,,,
Когда ваш противник разыгрывает карту заклинания вы получаете копию этой карты а ваш противник получает монетку.,Goblins vs Gnomes,Minion,GVG_028,Принц Галливикс,,Legendary,6,5,8,,,Rogue,,True,Wei Wang,Галливикс верит в спрос и предложение. Сначала он вам предложит а потом за это спросит!,True,,,
Заставляет сработать все эффекты способности <b>«Предсмертный хрип»</b> ваших существ.,Goblins vs Gnomes,Spell,GVG_026,Притвориться мертвым,,Epic,2,,,,,Hunter,,True,Luca Zontini,Знаете что самое трудное в том чтобы притвориться мертвым? Издавать надлежащий запах.,,,,
Если в конце хода у вас на поле боя остался <b>Секрет</b> ваш герой восстанавливает 4 ед. здоровья.,Goblins vs Gnomes,Minion,GVG_089,Просветительница,,Rare,3,2,4,,,,,True,Jim Nelson,Она несет свет просвещения.,,,,
,Goblins vs Gnomes,Minion,GVG_070,Просоленный моряк,,Common,5,7,4,,,,,True,Alex Horley Orlandelli,«Бурю в паруса попутного ветра в шляпы! Отчаливаем сухопутные крысы!»,,Pirate,,
В случайном порядке перелетает от одного существа к другому нанося $1 ед. урона пока одно из существ не умрет.,Goblins vs Gnomes,Spell,GVG_050,Прыгучий сюрикен,,Epic,3,,,,,Warrior,,True,Andrew Hou,Только гоблины могут считать подобное изобретение удачным. Впрочем даже их начинают одолевать сомнения.,,,,
В конце вашего хода наносит 2 ед. урона не являющемуся механизмом существу.,Goblins vs Gnomes,Minion,GVG_020,Пушка Скверны,,Rare,4,3,5,,,Warlock,,True,Matt Gaser,Новая улучшенная модель: на 200% больше Скверны!,,Mech,,
Урон от заклинаний +2.,Goblins vs Gnomes,Enchantment,GVG_123e,Разгон,,,,,,Spellpower,,Mage,,,,,,,,
<b>Провокация</b>. <b>Божественный щит</b>.,Goblins vs Gnomes,Minion,GVG_085,Раздражатор,,Common,2,1,2,Divine Shield|Taunt,,,,True,Matt Dixon,Его изобретателя исключили из школы механиков изгнали из Города Механиков и вообще запретили появляться в Восточных королевствах.,,Mech,,
Наносит $3-$6 ед. урона. <b>Перегрузка:</b> (1),Goblins vs Gnomes,Spell,GVG_038,Разряд,,Common,2,,,,,Shaman,,True,Warren Mahy,Внимание: не используйте это заклинание для приготовления попкорна. Опасно для жизни!,,,,
+1 к атаке.,Goblins vs Gnomes,Spell,GVG_030a,Режим атаки,,,,,,,,Druid,,,,,,,,
+1 к атаке.,Goblins vs Gnomes,Enchantment,GVG_030ae,Режим атаки,,,,,,,,Druid,,,,,,,,
+1 к здоровью.,Goblins vs Gnomes,Enchantment,GVG_030be,Режим танка,,,,,,,,Druid,,,,,,,,
+1 к здоровью.,Goblins vs Gnomes,Spell,GVG_030b,Режим танка,,,,,,,,Druid,,,,,,,,
<b>Боевой клич:</b> превращает ваше выбранное существо в случайное существо за ту же ману.,Goblins vs Gnomes,Minion,GVG_108,Рекомбинатор,,Epic,2,3,2,Battlecry,,,,True,Ben Olson,Он просит называть его «великим рекомбинатором».,,,,
<b>Боевой клич:</b> ваш механизм получает +4 к здоровью.,Goblins vs Gnomes,Minion,GVG_083,Ремонтный супербот,,Rare,5,5,5,Battlecry,,Priest,,True,Nutchapol Thitinunthakorn,Ничем не отличается от предыдущей модели кроме приставки «супер» и двойной цены. И еще может погнуться в вашем заднем кармане.,,Mech,,
<b>Боевой клич</b>: ваш выбранный механизм получает +2/+2.,Goblins vs Gnomes,Minion,GVG_055,Ржавый голем,,Rare,4,2,5,Battlecry,,Warrior,,True,Jesper Esjing,Если сломается пните его хорошенько ногой с криком: «Проклятая железяка!»,,Mech,,
Выбранное существо получает способность <b>«Провокация»</b>.,Goblins vs Gnomes,Spell,PART_003,Ржавый клаксон,,,1,,,,,,,,Peerasak Senalai,,,,,
<b>Провокация</b>.<b>Выберите эффект:</b>+1 к атаке или +1 к здоровью.,Goblins vs Gnomes,Minion,GVG_030,Ржавый медвежонок,,Common,2,2,2,Taunt,,Druid,,True,Eva Widermann,Ой какой ми-ми-мишка... Ой уберите его от меня!,False,Mech,,
Восстанавливает #3 ед. здоровья. Если после этого здоровье выбранного персонажа останется неполным призывает стражницу Света.,Goblins vs Gnomes,Spell,GVG_012,Свет Наару,,Rare,1,,,,,Priest,,True,Jesper Ejsing,«Сделаем мир ярче!» — девиз общий для стражниц Света и гоблинов с огнеметами.,,,,
Наносит каждому существу урон равный показателю его атаки.,Goblins vs Gnomes,Spell,GVG_008,Световая бомба,,Epic,6,,,AffectedBySpellPower,,Priest,,True,Luca Zontini,Вот что произойдет если позволить гоблину стать жрецом.,,,,
Характеристики увеличены.,Goblins vs Gnomes,Enchantment,GVG_101e,Святость,,,,,,,,Paladin,,,,,,,,
+5/+5.,Goblins vs Gnomes,Enchantment,GVG_019e,Сердце демона,,,,,,,,Warlock,,,,,,,,
Наносит $5 ед. урона выбранному существу. Если выбран ваш демон вместо этого он получает +5/+5.,Goblins vs Gnomes,Spell,GVG_019,Сердце демона,,Epic,5,,,,,Warlock,,True,Kerem Beyit,Склонно к измене. И к перемене.,,,,
