SET,NAME,HEALTH,TYPE,ID,PLAYERCLASS,DURABILITY,RARITY,ATTACK,COST,TEXT,FACTION,MECHANICS,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
"Basic","鐵桉保衛者",8,"Minion","CS2_232","Druid",,"Common",8,8,"<b>嘲諷</b>","Neutral",Taunt,,True,"Dave Allsop","你根本<b>不敢</b>攻擊達納蘇斯。",,,"於10級時解鎖。","於49級時解鎖。"
"Basic","鐵爐堡步槍兵",2,"Minion","CS2_141",,,"Common",2,3,"<b>戰吼:</b>造成1點傷害","Alliance",Battlecry,,True,"Tooth","「預備!瞄準!乾杯!」",,,,"於法師55級時解鎖。"
"Basic","鐵鬃灰熊",3,"Minion","CS2_125",,,"Common",3,3,"<b>嘲諷</b>","Neutral",Taunt,,True,"Lars Grant-West","毛皮拿來刷鍋子超好用的，有1/10的效果。",,"Beast",,"於獵人59級時解鎖。"
"Basic","閃金鎮步卒",2,"Minion","CS1_042",,,"Common",1,1,"<b>嘲諷</b>","Alliance",Taunt,,True,"Donato Giancola","如果防禦閃金鎮的全是1/2的手下，那個地方應該早就被敵人碾過去了才對。",,,,"於聖騎士57級時解鎖。"
"Basic","雷克薩",30,"Hero","HERO_05","Hunter",,"Free",,,,"Neutral",,,True,,,,,,
"Basic","雷矛特種兵",2,"Minion","CS2_150",,,"Common",4,5,"<b>戰吼:</b>造成2點傷害","Alliance",Battlecry,,True,"Kev Walker","雷矛特種兵不僅是爆破專家，他們的野外烘焙技術也超厲害的。",,,,"於聖騎士51級時解鎖。"
"Basic","霜狼旌旗",,"Enchantment","CS2_226e",,,,,,"屬性提高",,,,,,,,,,
"Basic","霜狼督軍",4,"Minion","CS2_226",,,"Common",4,5,"<b>戰吼:</b>戰場上每一個友方手下都使其+1/+1","Horde",Battlecry,"",True,"James Ryman","霜狼部族與雷矛遠征隊在奧特蘭克山谷陷入了拉鋸戰。每次和平會談的結果都是以加爾凡加上尉殺死調停的使者告終。",,,,"於薩滿53級時解鎖。"
"Basic","霜狼蠻兵",2,"Minion","CS2_121",,,"Common",2,2,"<b>嘲諷</b>","Neutral",Taunt,,True,"Richie Marella","蠻兵要怎麼「蠻」是有學問的。不是每個兵都能成為蠻兵的。",,,,"於薩滿57級時解鎖。"
"Basic","靈魂之火",,"Spell","EX1_308","Warlock",,"Common",,1,"造成$4點傷害。隨機捨棄一張牌","Neutral",,,True,"Raymond Swanland","你正在點燃靈魂嗎?還是用你<b>自己的</b>靈魂燃燒別人?這看起來有很重要的分別。",,,"於6級時解鎖。","於28級時解鎖。"
"Basic","青蛙",1,"Minion","hexfrog",,,"Common",0,0,"<b>嘲諷</b>","Neutral",Taunt,,,,,,"Beast",,
"Basic","順劈斬",,"Spell","CS2_114","Warrior",,"Common",,2,"對兩個隨機敵方手下造成$2點傷害","Neutral",,,True,"Phroilan Gardner","喂，你們兩個...可以站在一起嗎?一下子就好...",,,"於2級時解鎖。","於40級時解鎖。"
"Basic","風怒",,"Spell","CS2_039","Shaman",,"Free",,2,"賦予一個手下<b>風怒</b>","Neutral",,,True,"Justin Sweet","風怒跟地怒或火怒差不多，只是更輕盈一點。",,,"於1級時解鎖。","於23級時解鎖。"
"Basic","風懲圖騰",2,"Minion","CS2_052","Shaman",,"Free",0,1,"<b>法術傷害+1</b>","Neutral",Spellpower,,,,,,"Totem",,
"Basic","飛舞刀刃",,"Spell","EX1_129","Rogue",,"Common",,3,"對全部敵方手下造成$1點傷害。抽一張牌","Neutral",,,True,"Andrew Robinson","我不愛弄槍、只愛舞刀。",,,"於4級時解鎖。","於29級時解鎖。"
"Basic","飢餓的禿鷲",2,"Minion","CS2_237","Hunter",,"Common",3,5,"每當你召喚野獸，抽一張牌",,,"",True,"Bernie Kang","如果你餵牠，牠就會完全渾然忘我。",,"Beast","於4級時解鎖。","於47級時解鎖。"
"Basic","馴犬者",3,"Minion","DS1_070","Hunter",,"Free",4,4,"<b>戰吼:</b>賦予友方野獸+2/+2及<b>嘲諷</b>","Neutral",Battlecry,"",True,"Dan Brereton","「來人啊!關門!放狗!」",,,"於1級時解鎖。","於28級時解鎖。"
"Basic","骷髏",1,"Minion","skele11",,,"Common",1,1,"<b></b>","Neutral",,,,,,,,,
"Basic","魅魔",3,"Minion","EX1_306","Warlock",,"Free",4,2,"<b>戰吼:</b>隨機捨棄一張牌","Neutral",Battlecry,,True,"Matt Dixon","術士真是艷福不淺啊。",,"Demon","於1級時解鎖。","於40級時解鎖。"
"Basic","魔爆術",,"Spell","CS2_025","Mage",,"Free",,2,"對全部敵方手下造成$1點傷害","Neutral",,,True,"Howard Lyon","爆一下就清淨多了。",,,"於1級時解鎖。","於28級時解鎖。"
"Basic","魚人劫掠者",1,"Minion","CS2_168",,,"Free",2,1,,"Alliance",,,True,"Dan Scott","姆拉嘎啦啦嘎嘎，啦姆嘎姆嘎嘎啦啦，姆啦嘎嘎嘎嘎嘎嘎，嘎啦卡爾洛斯嘎嘎啦嘎嘎嘎啦啦嘎!",,"Murloc",,"於牧師51級時解鎖。"
"Basic","魚人斥候",1,"Minion","EX1_506a",,,"Common",1,0,,"Neutral",,,,,,,"Murloc",,
"Basic","魯莽的火箭手",2,"Minion","CS2_213",,,"Free",5,6,"<b>衝鋒</b>","Horde",Charge,,True,"John Polidora","瘋狂的火箭手。裝滿爆裂物的火箭。這兩樣東西加起來就是無窮的樂趣。",,,,"於薩滿59級時解鎖。"
"Debug","",,"Spell","XXX_028",,,"Common",,,,,,,,,,,,,
"Debug","",,"Spell","XXX_001",,,"Common",,0,"",,ImmuneToSpellpower,,,,,,,,
"Debug","",,"Spell","XXX_003",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_004",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_005",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_006",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_007",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_008",,,"Common",,0,"",,Freeze,,,,,,,,
"Debug","",,"Spell","XXX_009",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Enchantment","XXX_009e",,,"Common",,,"",,,,,,,,,,
"Debug","",,"Spell","XXX_010",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_011",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_012",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_013",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_014",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_015",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_016",,,,,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_017",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_018",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_019",,,"Common",,,"",,,,,,,,,,
"Debug","",,"Spell","XXX_020",,,"Common",,0,"",,ImmuneToSpellpower,,,,,,,,
"Debug","",,"Spell","XXX_021",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_022",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Enchantment","XXX_022e",,,,,,"",,,,,,,,,,
"Debug","",,"Spell","XXX_023",,,"Common",,0,"",,,,,,,,,,
"Debug","",10,"Minion","XXX_024",,,"Common",3,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_025",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_026",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_027",,,,,,"",,,,,,,,,,
"Debug","",,"Spell","XXX_002",,,"Common",,0,"",,ImmuneToSpellpower,,,,,,,,
"Debug","",,"Spell","XXX_029",,,,,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_030",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_039",,,,,0,"",,,,,,,,,,
"Debug","",10,"Hero","XXX_040","Warrior",,,,,,,,,,,,,,,
"Debug","",,"Spell","XXX_041",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_042",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_043",,,"Common",,0,"",,,,,,,,,,
"Debug","",5,"Minion","XXX_044",,,"Common",5,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_045",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_046",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_047",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_048",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_049",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_050",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_051",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_052",,,"Common",,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_053",,,,,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_054",,,,,0,"",,,,,,,,,,
"Debug","",,"Enchantment","XXX_054e",,,,,,,,,,,,,,,,
"Debug","",,"Spell","XXX_055",,,,,0,"",,,,,,,,,,
"Debug","",,"Enchantment","XXX_055e",,,,,,,,,,,,,,,,
"Debug","",,"Spell","XXX_056",,,,,0,"",,,,,,,,,,
"Debug","",,"Spell","XXX_057",,,,,0,"",,,,,,,,,,
"Debug","",1,"Minion","XXX_094",,,,1,0,"",,,,,,,,,,
"Debug","",1,"Minion","XXX_095",,,,1,0,"",,,,,,,,,,
"Debug","",1,"Minion","XXX_096",,,,1,0,"",,,,,,,,,,
"Debug","",1,"Minion","XXX_097",,0,,1,0,"",,,,,,,,,,
"Debug","",1,"Minion","XXX_098",,0,,1,0,"",,,,,,,,,,
"Debug","",1,"Minion","XXX_099",,0,,1,0,"",,,,,,,False,,,
"Promotion","修理機器人",3,"Minion","Mekka2",,,"Common",0,1,"你的回合結束時，為一個受傷角色恢復6點生命值","Alliance",,"",,,,,"Mech",,
"Promotion","傑爾賓·梅卡托克",6,"Minion","EX1_112",,,"Legendary",6,6,"<b>戰吼:</b>召喚一個超讚的發明","Alliance",Battlecry,,True,"Ludo Lullabi","他是地精的領袖，還是個驚人的發明家。而且他越來越厲害了，他把東西變成雞的次數比以前少<b>非常</b>多。",True,,,"在測試期間幫忙測試商店交易的玩家所獲得的獎勵。"
"Promotion","勇氣大增!",,"Enchantment","Mekka3e",,,,,,"屬性提高",,,,,,,,,,
"Promotion","勇氣給予者3000",4,"Minion","Mekka3",,,"Common",0,1,"在你的回合結束時，賦予一個隨機手下+1/+1","Alliance",,"",,,,,"Mech",,
"Promotion","我是魚人",,"Spell","PRO_001a",,,,,4,"召喚三至五隻1/1魚人",,,,,,,,,,
"Promotion","盜賊愛從...",,"Spell","PRO_001b",,,,,4,"造成$4點傷害。抽一張牌",,,,,,,,,,
"Promotion","精英牛頭大佬",5,"Minion","PRO_001",,,"Legendary",5,5,"<b>戰吼:</b>賦予雙方玩家搖滾的能力!(一張強力和弦卡)",,Battlecry,,True,"Samwise Didier","他正在找鼓手。目前應徵的人有:見習工程師、森金禦盾大師和『炎魔』拉格納羅斯。",True,,,"參加BlizzCon 2013的獎勵"
"Promotion","自動導航小雞",1,"Minion","Mekka1",,,"Common",0,1,"在你的回合開始時，摧毀這個手下並抽3張牌","Alliance",,"",,,,,"Mech",,
"Promotion","變形",,"Enchantment","Mekka4e",,,,,,"被變形為雞!",,Morph,,,,,,,,
"Promotion","變形器",3,"Minion","Mekka4",,,"Common",0,1,"在你的回合開始時，將隨機一個手下變形為一隻1/1的雞","Alliance",,"",,,,,"Mech",,
"Promotion","部落之力",,"Spell","PRO_001c",,,,,4,"召喚一個隨機的部落戰士",,,,,,,,,,
"Promotion","雞",1,"Minion","Mekka4t",,,,1,0,"<i>嗨，弱雞!</i>",,,,,,,,"Beast",,
"Promotion","魚人",1,"Minion","PRO_001at",,,,1,1,,,,,,,,,"Murloc",,
"Reward","老瞎眼",4,"Minion","EX1_062",,,"Legendary",2,4,"<b>衝鋒</b>。戰場上每多一個魚人便+1攻擊力","Neutral",Charge,"",True,"Dan Scott","他在魚人當中是個傳說。「姆嘎啦嘎啦嘎嘎啦!」他們這麼說。",True,"Murloc","當你獲得全部專家系列的魚人卡後解鎖。","當你獲得全部基本及專家系列的魚人金卡後解鎖。"
"Reward","船長的鸚鵡",1,"Minion","NEW1_016",,,"Epic",1,2,"<b>戰吼:</b>從你的牌堆中取出一張隨機海盜並放到你的手牌中",,Battlecry,,True,"Daren Bader","海盜和鸚鵡，就像兔妖跟蘿蔔一樣，總是形影不離。",,"Beast","當你獲得全部專家系列的海盜卡後解鎖。","當你獲得全部專家系列的海盜金卡後解鎖。"
"Goblins vs Gnomes","V-07-TR-0N",8,"Minion","GVG_111t",,,"Legendary",4,8,"<b>衝鋒</b>
<b>超級風怒</b> (每回合可攻擊4次)",,Charge,,,"Chris Seaman",,True,"Mech",,
"Goblins vs Gnomes","不穩定的傳送門",,"Spell","GVG_003","Mage",,"Rare",,2,"放一張隨機手下到你的手牌中。它的消耗減少(3)點",,,,True,"Sean O'Daniels","艾澤拉斯的居民完全不知道要穩定傳送門得花上多少功夫。傳送門的維護費用佔了我們百分之三十的GDP。",,,,
"Goblins vs Gnomes","伯瓦爾·弗塔根",7,"Minion","GVG_063","Paladin",,"Legendary",1,5,"若這張牌在你手牌中，每當友方手下死掉時，便獲得+1攻擊力",,,,True,"Tooth","劇透:伯瓦爾後來被火烤了一頓，然後坐在一個寒冰的王座上，接著就被所有人遺忘了。",True,,,
"Goblins vs Gnomes","來，給你加一個。",,"Enchantment","GVG_104a",,,,,,"+2/+2",,,,,,,,,,
"Goblins vs Gnomes","修理!",,"Enchantment","GVG_069a","Priest",,,,,"+4生命值",,,,,,,,,,
"Goblins vs Gnomes","假死",,"Spell","GVG_026","Hunter",,"Epic",,2,"觸發你所有手下的<b>死亡之聲</b>",,,,True,"Luca Zontini","假死要裝得像，最難的就是連味道都要聞起來像是真的死掉一樣。千萬不要在家練習這個。",,,,
"Goblins vs Gnomes","先祖之喚",,"Spell","GVG_029","Shaman",,"Epic",,4,"從雙方玩家的手牌中各挑選一個隨機手下並放到戰場",,,,True,"Dan Scott","「哈囉先祖!你們好啊!」",,,,
"Goblins vs Gnomes","光明引路者",4,"Minion","GVG_089",,,"Rare",2,3,"若在你的回合結束時你控制著<b>秘密</b>，為你的英雄恢復4點生命值",,,,True,"Jim Nelson","他們不是喊「路摸思」啦。你以為這裡是霍格華茲學院?",,,,
"Goblins vs Gnomes","光明聖印",,"Spell","GVG_057","Paladin",,"Common",,2,"為你的英雄恢復#4點生命值，並在本回合內賦予+2攻擊力",,ImmuneToSpellpower,,True,"Jason Chan","有時候你不禁會猜想，如果有黑暗聖印，效果會是怎樣?",,,,
"Goblins vs Gnomes","光明聖印",,"Enchantment","GVG_057a",,,,,,"本回合+2攻擊力",,OneTurnEffect,,,,,,,,
"Goblins vs Gnomes","凱贊秘術使",3,"Minion","GVG_074",,,"Rare",4,4,"<b>戰吼:</b>控制一個隨機的敵方<b>秘密</b>",,Battlecry,,True,"Jakub Kasper","他們假裝很有智慧又高深莫測，但其實他們超八卦的，打聽秘密是他們最愛的活動。",,,,
"Goblins vs Gnomes","剷雪機器人",3,"Minion","GVG_002","Mage",,"Common",2,2,"<b>凍結</b>任何被此手下傷害的角色",,Freeze,,True,"Gabor Szikszai","在他經過時跟著喊:剷剷剷!",,"Mech",,
"Goblins vs Gnomes","加茲瑞拉",9,"Minion","GVG_049","Hunter",,"Legendary",6,7,"每當此手下受到傷害，使其攻擊力加倍",,,,True,"Raymond Swanland","森金高中的足球隊就是叫「加茲瑞拉隊」。",True,"Beast",,
"Goblins vs Gnomes","加茲魯維",6,"Minion","GVG_117",,,"Legendary",3,6,"每當你施放1點消耗的法術，就放一個隨機的機械到你的手牌中",,,,True,"Luke Mancini","上高中時，加茲魯維以最高票當選「最有可能爆炸死亡的人」。",True,,,
"Goblins vs Gnomes","加里維克斯的硬幣",,"Spell","GVG_028t",,,,,0,"在本回合內獲得額外一顆法力水晶。
(不會觸發加里維克斯的能力)",,,,,,,,,,
"Goblins vs Gnomes","動力強化",,"Enchantment","GVG_036e","Shaman",,,,,"+2/+2",,,,,,,,,,
"Goblins vs Gnomes","動力戰錘",,"Weapon","GVG_036","Shaman",2,"Rare",3,3,"<b>死亡之聲:</b>賦予一個隨機友方機械+2/+2",,Deathrattle,,True,"Zoltan and Gabor","人們以為薩滿能控制元素，但其實他們只是問元素說可不可以這樣那樣，然後元素回答說，噢好啊。",,,,
"Goblins vs Gnomes","升級版修理機器人",5,"Minion","GVG_083","Priest",,"Rare",5,5,"<b>戰吼:</b>賦予一個友方機械+4生命值",,Battlecry,,True,"Nutchapol Thitinunthakorn","其實這一代跟上一代一模一樣，他們只是在上面多刻了「升級版」三個字，然後把標價加倍。",,"Mech",,
"Goblins vs Gnomes","卡片之賜",,"Spell","GVG_032b","Druid",,,,,"每個玩家抽一張牌",,,,,,,,,,
"Goblins vs Gnomes","古董治療機器人",3,"Minion","GVG_069",,,"Common",3,5,"<b>戰吼:</b>使你的英雄恢復8點生命值",,Battlecry,,True,"Jesper Esjing","這個型號已經停產了!(因為發生了幾起爆炸事故)",,"Mech",,
"Goblins vs Gnomes","召喚寵物",,"Spell","GVG_017","Hunter",,"Rare",,2,"抽一張牌。
若是野獸卡片，其消耗減少(4)點",,,,True,"E.M. Gist","真正的獵人都抓飢餓的螃蟹。",,,,
"Goblins vs Gnomes","吉爾布林潛獵者",3,"Minion","GVG_081",,,"Common",2,2,"<b>潛行</b>",,Stealth,,True,"Seamus Gallagher","「等等!我聽到怪聲。」

「啊，大概是我聽錯了。」-很多守衛死前的最後一句話。",,,,
"Goblins vs Gnomes","吉福斯",4,"Minion","GVG_094",,,"Rare",1,4,"在每一個玩家回合結束時，替該玩家抽牌直到手上至少有3張牌",,,,True,"Matt Dixon","這個管家機器人最大的問題就是 - 管太多。",,"Mech",,
"Goblins vs Gnomes","哥布林工兵",4,"Minion","GVG_095",,,"Rare",2,3,"若你的對手有6張以上的手牌，便獲得+4攻擊力",,Aura,,True,"Jesper Esjing","拆雷、爆破他都會。比較需要擔心的是他一邊拆，一邊爆。",,,,
"Goblins vs Gnomes","哥布林自動理髮師",2,"Minion","GVG_023","Rogue",,"Common",3,2,"<b>戰吼:</b>賦予你的武器+1攻擊力",,Battlecry,,True,"Zolton Boros","自動修整你的髮型，或者身高。",,"Mech",,
"Goblins vs Gnomes","哥布林轟炸法師",4,"Minion","GVG_004","Mage",,"Rare",5,4,"<b>戰吼:</b>若你有機械，造成4點傷害，隨機分給敵方角色",,Battlecry,,True,"Glenn Rane","如果你手頭上沒有炸彈可以丟，隨便拿起一個哥布林的發明扔出去就對了。",,,,
"Goblins vs Gnomes","回收",,"Spell","GVG_031","Druid",,"Rare",,6,"將一個敵方手下洗回你對手的牌堆中",,,,True,"Brandon Kitkouski","德魯伊的回收方式是把塑膠分類在一袋，敵方手下分類在另一袋。",,,,
"Goblins vs Gnomes","回收升級",,"Enchantment","GVG_106e",,,,,,"屬性提高",,,,,,,,,,
"Goblins vs Gnomes","地精區之力",,"Enchantment","GVG_102e",,,,,,"+1/+1",,,,,,,,,,
"Goblins vs Gnomes","地精區技師",3,"Minion","GVG_102",,,"Common",3,3,"<b>戰吼:</b>若你有機械，獲得+1/+1並放一張<b>備用零件</b>到你的手牌中",,Battlecry,,True,"Gabor Szikszai","他經常夾帶零件回家。事實上，幾乎每個技師都這麼做。",,,,
"Goblins vs Gnomes","地精實驗家",2,"Minion","GVG_092",,,"Rare",3,3,"<b>戰吼:</b>抽一張牌。若抽到手下，將它變形為一隻雞",,Battlecry,,True,"Jesper Esjing","哈哈，我怎麼可能把自己變成...咕咕!咕咕!",,,,
"Goblins vs Gnomes","地雷",,"Spell","GVG_056t","Warrior",,,,0,"當你抽到它時會爆炸。你會受到10點傷害並抽一張牌",,ImmuneToSpellpower,,,"Chris Seaman",,,,,
"Goblins vs Gnomes","坦克模式",,"Spell","GVG_030b","Druid",,,,,"+1生命值",,,,,,,,,,
"Goblins vs Gnomes","坦克模式",,"Enchantment","GVG_030be","Druid",,,,,"+1生命值",,,,,,,,,,
"Goblins vs Gnomes","大哥布林",3,"Minion","GVG_104",,,"Epic",2,3,"每當你打出攻擊力為1的手下，賦予該手下+2/+2",,,,True,"Laurel D. Austin","大哥布林下個星期要聚會討論公會福利。在清單上的第一個項目是:牙醫津貼。",,,,
"Goblins vs Gnomes","奈普圖隆",7,"Minion","GVG_042","Shaman",,"Legendary",7,7,"<b>戰吼:</b>放4張隨機的魚人到你的手牌中。<b>超載:</b>(3)",,Battlecry,,True,"Ruan Jia","奈普圖隆是「獵潮者」，他是四大元素領主之一。他和拉格納羅斯共同舉辦的桑拿活動無人能比。",True,,,
"Goblins vs Gnomes","女盾侍",5,"Minion","GVG_053","Warrior",,"Rare",5,6,"<b>戰吼:</b>獲得5點護甲值",,Battlecry,,True,"Alex Horley Orlandelli","她通常會帶著三個負盾兵跟班，這樣盾牌只要快壞了就能馬上換新的。",,,,
"Goblins vs Gnomes","嬌小的法術干擾師",5,"Minion","GVG_122","Mage",,"Epic",2,4,"兩側的手下無法被法術或英雄能力指定",,Aura,,True,"Jonboy Meyers","聽說法師都恨她恨得牙癢癢的。",,,,
"Goblins vs Gnomes","對調",,"Enchantment","PART_006a",,,,,,"攻擊力和生命值被逆向開關所對調",,,,,,,,,,
"Goblins vs Gnomes","小小驅魔者",3,"Minion","GVG_097",,,"Rare",2,3,"<b>嘲諷</b>
<b>戰吼:</b>戰場上每一個有<b>死亡之聲</b>的敵方手下都使其+1/+1",,Battlecry|Taunt,,True,"Jim Nelson","很多術士都把她的電話號碼背了起來，以免叫錯惡魔時求救無門。",,,,
"Goblins vs Gnomes","小鬼",1,"Minion","GVG_045t","Warlock",,,1,1,,,,,,,,,"Demon",,
"Goblins vs Gnomes","小鬼爆破",,"Spell","GVG_045","Warlock",,"Rare",,4,"對一個手下造成$2點到$4點傷害。每造成一點傷害，便召喚一個1/1的小鬼",,,,True,"Jaemin Kim","爆炸後的裂片，比爆炸本身還要糟多了。",,,,
"Goblins vs Gnomes","尖牙德魯伊",4,"Minion","GVG_080","Druid",,"Common",4,5,"<b>戰吼:</b>若你有野獸，將此手下變形為7/7",,Battlecry,,True,"Brandon Kitkouski","為什麼尖牙德魯伊都住在哀嚎洞穴?因為他們出門以後就不叫尖牙德魯伊了。",,,,
"Goblins vs Gnomes","尖牙德魯伊",7,"Minion","GVG_080t","Druid",,,7,5,,,,,,"Massive Black",,,"Beast",,
"Goblins vs Gnomes","巨魔忍者",6,"Minion","GVG_088","Rogue",,"Rare",6,5,"<b>潛行</b>
有50%機率攻擊錯誤的敵人",,Stealth,,True,"Samwise","他原本不符合進入忍者學校的條件。是他爸爸通過關係把他送進去的。",,,,
"Goblins vs Gnomes","巨魔戰槌",,"Weapon","GVG_054","Warrior",2,"Common",4,3,"有50%機率攻擊錯誤的敵人",,,,True,"Richard Wright","簡單，粗暴，異常危險。你懂的，就跟大部分的巨魔武器一樣。",,,,
"Goblins vs Gnomes","巨魔莫古",6,"Minion","GVG_112",,,"Legendary",7,6,"全部的手下都有50%機率攻擊錯誤的敵人",,,,True,"Michal Ivan","莫古曾經幫忙重新開啟黑暗之門。你也知道需要依賴巨魔幫忙的後果。",True,,,
"Goblins vs Gnomes","巨魔蠻卒",4,"Minion","GVG_065",,,"Common",4,3,"有50%機率攻擊錯誤的敵人",,,,True,"Vinod Rams","有一個學說主張，要不是巨魔有這種嚴重的問題，他們早就統治全世界了。",,,,
"Goblins vs Gnomes","布靈登3000型",4,"Minion","GVG_119",,,"Legendary",3,5,"<b>戰吼:</b>替每一個玩家裝備一把隨機武器",,Battlecry,,True,"Jomaro Kindred","立刻執行派對準備指令。",True,"Mech",,
"Goblins vs Gnomes","強化機器人",2,"Minion","GVG_107",,,"Epic",3,4,"<b>戰吼:</b>隨機賦予你其他手下<b>風怒</b>、<b>嘲諷</b>或<b>聖盾術</b>",,Battlecry,,True,"Zoltan Boros","他的強化可以賒帳，不收利息，可以說是人人都愛!",,"Mech",,
"Goblins vs Gnomes","彈跳鋒刃",,"Spell","GVG_050","Warrior",,"Epic",,3,"對一個隨機手下造成$1點傷害。反覆彈跳直到一個手下死亡為止",,,,True,"Andrew Hou","只有哥布林會覺得這是個好主意。現在，就連他們自己也開始產生疑慮了。",,,,
"Goblins vs Gnomes","彌米倫之首",5,"Minion","GVG_111",,,"Legendary",4,5,"在你的回合開始時，若你擁有至少3個機械，將它們全部摧毀並組成V-07-TR-0N",,,,True,"Trent Kaniuga","千萬別按那個最大的紅色按鈕!",True,"Mech",,
"Goblins vs Gnomes","得到啟發",,"Enchantment","GVG_027e","Rogue",,,,,"屬性提高",,,,,,,,,,
"Goblins vs Gnomes","微型裝甲",2,"Minion","GVG_103",,,"Common",1,2,"在每個回合開始時獲得+1攻擊力",,,,True,"Skan Srisuwan","沒有人敢小覷它的威力。",,"Mech",,
"Goblins vs Gnomes","惡魔之心",,"Enchantment","GVG_019e","Warlock",,,,,"+5/+5",,,,,,,,,,
"Goblins vs Gnomes","惡魔之心",,"Spell","GVG_019","Warlock",,"Epic",,5,"對一個手下造成$5點傷害。若目標是友方惡魔，賦予它+5/+5",,,,True,"Kerem Beyit","幾乎每個贊成通過惡魔使用法案的人都是術士。怪了。",,,,
"Goblins vs Gnomes","惡魔劫奪者",8,"Minion","GVG_016",,,"Epic",8,5,"每當你的對手出一張牌，捨棄你牌堆最上面的三張牌",,,,True,"Zoltan & Gabor","反正只要夠大隻就行了!",,"Mech",,
"Goblins vs Gnomes","惡魔火砲",5,"Minion","GVG_020","Warlock",,"Rare",3,4,"在你的回合結束時，對一個非機械的手下造成2點傷害",,,,True,"Matt Gaser","使用說明書上寫著:「最新升級版，保證多打1點!」",,"Mech",,
"Goblins vs Gnomes","憎惡魔像",9,"Minion","GVG_077","Warlock",,"Epic",9,6,"每個回合結束時，若此手下是你唯一在場上的手下，摧毀它",,,,True,"Josh Harris","黑暗憎惡魔像很邪惡、神秘、巨大，而且一個句子都寫不完整。",,"Mech",,
"Goblins vs Gnomes","懲戒",,"Enchantment","GVG_063a",,,,,,"攻擊力提高",,,,,,,,,,
"Goblins vs Gnomes","戰爭機器人",3,"Minion","GVG_051","Warrior",,"Common",1,1,"<b>狂怒:</b>+1攻擊力",,Enrage,,True,"Tyler Walpole","戰爭機器人的量產在突然發現尺寸輸出成樣品版後喊停。結果達拉然的神奇玩具屋忽然就被數以千計的戰爭機器人玩具塞爆了。",,"Mech",,
"Goblins vs Gnomes","托斯利",7,"Minion","GVG_115",,,"Legendary",5,6,"<b>戰吼及死亡之聲:</b>放一張<b>備用零件</b>到你的手牌中",,Battlecry|Deathrattle,,True,"Zoltan & Gabor","他似乎跟能量轉換器之類的東西有點關聯。",True,,,
"Goblins vs Gnomes","技工的磨刀油",,"Spell","GVG_022","Rogue",,"Common",,4,"賦予你的武器+3攻擊力。<b>連擊:</b>賦予一個隨機友方手下+3攻擊力",,Combo,,True,"Den","「加油!加油!加油!」-超老套的加油方式",,,,
"Goblins vs Gnomes","技工的磨刀油",,"Enchantment","GVG_022a",,,,,,"+3攻擊力",,,,,,,,,,
"Goblins vs Gnomes","技工的磨刀油",,"Enchantment","GVG_022b",,,,,,"+3攻擊力",,,,,,,,,,
