SET,NAME,HEALTH,TYPE,ID,PLAYERCLASS,DURABILITY,RARITY,ATTACK,COST,TEXT,FACTION,MECHANICS,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,RACE,ELITE,HOWTOGET,HOWTOGETGOLD
Basic,霜狼督军,4,Minion,CS2_226,,,Common,4,5,<b>战吼：</b>战场上每有一个其他友方随从，便获得+1/+1。,Horde,Battlecry,,True,James Ryman,为了争夺奥克兰特山谷的控制权，霜狼氏族和雷矛探险队打得不可开交。任何前来企图进行和平谈判的斡旋者都会被处死。,,,,萨满祭司达到53级后解锁。
Basic,青蛙,1,Minion,hexfrog,,,Common,0,0,<b>嘲讽</b>,Neutral,Taunt,,,,,Beast,,,
Basic,顺劈斩,,Spell,CS2_114,Warrior,,Common,,2,对两个随机敌方随从造成$2点伤害。,Neutral,,,True,Phroilan Gardner,嘿，你们俩...你们能不能站在一起？就一会儿...,,,达到2级后解锁。,达到40级后解锁。
Basic,风怒,,Spell,CS2_039,Shaman,,Free,,2,使一个随从获得<b>风怒</b>。,Neutral,,,True,Justin Sweet,比起“地怒”或是“火怒”，萨满们更喜欢使用“风怒”，因为它更轻巧，更飘逸。,,,达到1级后解锁。,达到23级后解锁。
Basic,风语者,3,Minion,EX1_587,Shaman,,Common,3,4,<b>战吼：</b>使一个友方随从获得<b>风怒</b>。,Neutral,Battlecry,,True,Vance Kovacs,患有口臭的风语者...还有什么比这更糟糕的吗？,,,达到8级后解锁。,达到45级后解锁。
Basic,食人魔法师,4,Minion,CS2_197,,,Common,4,4,<b>法术伤害+1</b>,Neutral,Spellpower,,True,James Ryman,教授食人魔如何施法是个值得商榷的决定。,,,,术士达到55级后解锁。
Basic,饥饿的秃鹫,2,Minion,CS2_237,Hunter,,Common,3,5,每当你召唤一个野兽，抽一张牌。,,,,True,Bernie Kang,如果你喂饱了它，它就名不副实了。,Beast,,达到4级后解锁。,达到47级后解锁。
Basic,驯兽师,3,Minion,DS1_070,Hunter,,Free,4,4,<b>战吼：</b>使一个友方野兽获得+2/+2并获得<b>嘲讽</b>。,Neutral,Battlecry,,True,Dan Brereton,“是谁把狗放出来的？”他问。其实，这只是他的口头禅。,,,达到1级后解锁。,达到28级后解锁。
Basic,驯兽师的训练,,Enchantment,DS1_070o,Hunter,,,,,+2/+2并具有<b>嘲讽</b>。,,,,,,,,,,
Basic,骷髅,1,Minion,skele11,,,Common,1,1,<b></b>,Neutral,,,,,,,,,
Basic,魅魔,3,Minion,EX1_306,Warlock,,Free,4,2,<b>战吼：</b>随机弃一张牌。,Neutral,Battlecry,,True,Matt Dixon,术士们的假期都很香艳。,Demon,,达到1级后解锁。,达到40级后解锁。
Basic,魔爆术,,Spell,CS2_025,Mage,,Free,,2,对所有敌方随从造成$1点伤害。,Neutral,,,True,Howard Lyon,魔爆术曾是让法师们区别于艾泽拉斯其他职业的技能之一。,,,达到1级后解锁。,达到28级后解锁。
Basic,鱼人斥候,1,Minion,EX1_506a,,,Common,1,0,,Neutral,,,,,,Murloc,,,
Basic,鱼人猎潮者,1,Minion,EX1_506,,,Common,2,2,<b>战吼：</b>召唤一个1/1的鱼人斥候。,Neutral,Battlecry,,True,Dan Scott,“死亡之潮升涌而起！”,Murloc,,,潜行者达到53级后解锁。
Basic,鱼人袭击者,1,Minion,CS2_168,,,Free,2,1,,Alliance,,,True,Dan Scott,姆啦啦咯哈姆噶啊啊嘎，姆啦嘎嘎咯，啵啦啦嗯嘞噶哈，姆啦嗝，咯啦哈哈吧啦咯。加尔鲁什咯嘛啦喝，嘛啦咯呵！,Murloc,,,牧师达到51级后解锁。
Basic,鲁莽火箭兵,2,Minion,CS2_213,,,Free,5,6,<b>冲锋</b>,Horde,Charge,,True,John Polidora,一个疯狂的火箭兵加上一个装满炸药的火箭。完美的组合。,,,,萨满祭司达到59级后解锁。
Debug,,,Spell,XXX_028,,,Common,,,,,,,,,,,,,
Debug,,,Spell,XXX_001,,,Common,,0,,,ImmuneToSpellpower,,,,,,,,
Debug,,,Spell,XXX_003,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_004,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_005,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_006,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_007,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_008,,,Common,,0,,,Freeze,,,,,,,,
Debug,,,Spell,XXX_009,,,Common,,0,,,,,,,,,,,
Debug,,,Enchantment,XXX_009e,,,Common,,,,,,,,,,,,,
Debug,,,Spell,XXX_010,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_011,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_012,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_013,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_014,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_015,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_016,,,,,0,,,,,,,,,,,
Debug,,,Spell,XXX_017,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_018,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_019,,,Common,,,,,,,,,,,,,
Debug,,,Spell,XXX_020,,,Common,,0,,,ImmuneToSpellpower,,,,,,,,
Debug,,,Spell,XXX_021,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_022,,,Common,,0,,,,,,,,,,,
Debug,,,Enchantment,XXX_022e,,,,,,,,,,,,,,,,
Debug,,,Spell,XXX_023,,,Common,,0,,,,,,,,,,,
Debug,,10,Minion,XXX_024,,,Common,3,0,,,,,,,,,,,
Debug,,,Spell,XXX_025,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_026,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_027,,,,,,,,,,,,,,,,
Debug,,,Spell,XXX_002,,,Common,,0,,,ImmuneToSpellpower,,,,,,,,
Debug,,,Spell,XXX_029,,,,,0,,,,,,,,,,,
Debug,,,Spell,XXX_030,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_039,,,,,0,,,,,,,,,,,
Debug,,10,Hero,XXX_040,Warrior,,,,,,,,,,,,,,,
Debug,,,Spell,XXX_041,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_042,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_043,,,Common,,0,,,,,,,,,,,
Debug,,5,Minion,XXX_044,,,Common,5,0,,,,,,,,,,,
Debug,,,Spell,XXX_045,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_046,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_047,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_048,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_049,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_050,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_051,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_052,,,Common,,0,,,,,,,,,,,
Debug,,,Spell,XXX_053,,,,,0,,,,,,,,,,,
Debug,,,Spell,XXX_054,,,,,0,,,,,,,,,,,
Debug,,,Enchantment,XXX_054e,,,,,,,,,,,,,,,,
Debug,,,Spell,XXX_055,,,,,0,,,,,,,,,,,
Debug,,,Enchantment,XXX_055e,,,,,,,,,,,,,,,,
Debug,,,Spell,XXX_056,,,,,0,,,,,,,,,,,
Debug,,,Spell,XXX_057,,,,,0,,,,,,,,,,,
Debug,,1,Minion,XXX_094,,,,1,0,,,,,,,,,,,
Debug,,1,Minion,XXX_095,,,,1,0,,,,,,,,,,,
Debug,,1,Minion,XXX_096,,,,1,0,,,,,,,,,,,
Debug,,1,Minion,XXX_097,,0,,1,0,,,,,,,,,,,
Debug,,1,Minion,XXX_098,,0,,1,0,,,,,,,,,,,
Debug,,1,Minion,XXX_099,,0,,1,0,,,,,,,,,False,,
Promotion,修理机器人,3,Minion,Mekka2,,,Common,0,1,在你的回合结束时，为一个受伤的角色恢复6点生命值。,Alliance,,,,,,Mech,,,
Promotion,变形,,Enchantment,Mekka4e,,,,,,被变形为小鸡。,,Morph,,,,,,,,
Promotion,变鸡器,3,Minion,Mekka4,,,Common,0,1,在你的回合开始时，随机将另一个随从变为1/1的小鸡。,Alliance,,,,,,Mech,,,
Promotion,壮胆！,,Enchantment,Mekka3e,,,,,,属性值提高。,,,,,,,,,,
Promotion,壮胆机器人3000型,4,Minion,Mekka3,,,Common,0,1,在你的回合结束时，使一个随机随从获得+1/+1。,Alliance,,,,,,Mech,,,
Promotion,导航小鸡,1,Minion,Mekka1,,,Common,0,1,在你的回合开始时，消灭该随从，并抽三张牌。,Alliance,,,,,,Mech,,,
Promotion,小鸡,1,Minion,Mekka4t,,,,1,0,<i>小鸡快跑！</i>,,,,,,,Beast,,,
Promotion,我是鱼人,,Spell,PRO_001a,,,,,4,召唤三只、四只或者五只1/1的鱼人。,,,,,,,,,,
Promotion,格尔宾·梅卡托克,6,Minion,EX1_112,,,Legendary,6,6,<b>战吼：</b>进行一次惊人的发明。,Alliance,Battlecry,,True,Ludo Lullabi,他是侏儒的领袖，无与伦比的发明家。而且他变得越来越像个领袖了；相比他只是个发明家的时候，他已经不那么经常把人变成小鸡了。,,True,,所有在测试阶段参与测试牌店功能的玩家都能获得此项奖励。
Promotion,潜行者的伎俩,,Spell,PRO_001b,,,,,4,造成$4点伤害。抽一张牌。,,,,,,,,,,
Promotion,精英牛头人酋长,5,Minion,PRO_001,,,Legendary,5,5,<b>战吼：</b>让两位玩家都具有摇滚的能力！（双方各获得一张强力和弦牌）,,Battlecry,,True,Samwise Didier,他正在物色一名鼓手。目前的候选人包括：工程师学徒，森金持盾卫士，还有炎魔之王拉格纳罗斯。,,True,,2013年暴雪嘉年华参与奖励。
Promotion,部落的力量,,Spell,PRO_001c,,,,,4,随机召唤一名部落勇士。,,,,,,,,,,
Promotion,鱼人,1,Minion,PRO_001at,,,,1,1,,,,,,,,Murloc,,,
Reward,老瞎眼,4,Minion,EX1_062,,,Legendary,2,4,<b>冲锋</b>，在战场上每有一个其他鱼人便获得+1攻击力。,Neutral,Charge,,True,Dan Scott,他是鱼人中的传奇。“姆咯啦咯咯啦呵嘎哈咯！”他们都这么说他。,Murloc,True,集齐所有经典鱼人牌后解锁。,集齐所有金色经典和基本鱼人牌后解锁。
Reward,船长的鹦鹉,1,Minion,NEW1_016,,,Epic,1,2,<b>战吼：</b>随机从你的牌库中将一张海盗牌置入你的手牌。,,Battlecry,,True,Daren Bader,海盗和鹦鹉形影不离，就像兔妖和胡萝卜。,Beast,,集齐所有经典海盗牌后解锁。,集齐所有金色经典海盗牌后解锁。
Goblins vs Gnomes,V-07-TR-0N,8,Minion,GVG_111t,,,Legendary,4,8,<b>冲锋</b><b>超级风怒</b> <i>（每个回合攻击四次）</i>,,Charge,,,Chris Seaman,,Mech,True,,
Goblins vs Gnomes,上紧发条,,Enchantment,GVG_123e,Mage,,,,,法术伤害+2。,,Spellpower,,,,,,,,
Goblins vs Gnomes,不稳定的传送门,,Spell,GVG_003,Mage,,Rare,,2,将一张随机随从牌加入你的手牌。该随从的法力值消耗减少（3）点。,,,,True,Sean O&sbquo;Daniels,艾泽拉斯的普通住民根本不知道让一座传送门稳定下来需要花费多少人力物力。我们每年要花费30%的GDP用于传送门维护。,,,,
Goblins vs Gnomes,伯瓦尔·弗塔根,7,Minion,GVG_063,Paladin,,Legendary,1,5,如果该牌在你的手牌中，每当一个友方随从死亡，便获得+1攻击力。,,,,True,Tooth,在伯瓦尔身上的冰融化之后，他受邀接受了采访。在采访中他对艾泽拉斯全球气候变暖现象表达了深深的忧虑。,,True,,
Goblins vs Gnomes,作战动员,,Spell,GVG_061,Paladin,,Rare,,3,召唤三个1/1的白银之手新兵，装备一把1/4的武器。,,,,True,Mike Hayes,请不要辜负这些新兵的一腔热血，还有这把锤子。,,,,
Goblins vs Gnomes,侏儒变形师,2,Minion,GVG_108,,,Epic,3,2,<b>战吼：</b>将一个友方随从随机变形成为一个法力值消耗相同的随从。,,Battlecry,,True,Ben Olson,他坚信物质守恒的定律，更痴迷于魔法的随机性。,,,,
Goblins vs Gnomes,侏儒实验技师,2,Minion,GVG_092,,,Rare,3,3,<b>战吼：</b>抽一张牌，如果该牌是随从牌，则将其变形成为一只小鸡。,,Battlecry,,True,Jesper Esjing,他的实验室总被路过的人误以为是鸡棚。,,,,
Goblins vs Gnomes,修补匠的磨刀油,,Enchantment,GVG_022b,,,,,,+3攻击力。,,,,,,,,,,
Goblins vs Gnomes,修补匠的磨刀油,,Enchantment,GVG_022a,,,,,,+3攻击力。,,,,,,,,,,
Goblins vs Gnomes,修补匠的磨刀油,,Spell,GVG_022,Rogue,,Common,,4,使你的武器获得+3攻击力。<b>连击：</b>使一个随机友方随从获得+3攻击力。,,Combo,,True,Den,工欲善其事，必先利其器。,,,,
Goblins vs Gnomes,假死,,Spell,GVG_026,Hunter,,Epic,,2,触发所有友方随从的<b>亡语</b>效果。,,,,True,Luca Zontini,要完成一次完美的假死，最重要的是发出正确的气味。这需要经常训练或是一瓶特殊的香水。,,,,
Goblins vs Gnomes,先祖召唤,,Spell,GVG_029,Shaman,,Epic,,4,每个玩家从手牌中将一个随机随从置入战场。,,,,True,Dan Scott,有时候你需要祖辈们的指引。你会想知道，如果他们身处你现在的境地，他们的选择会是什么。,,,,
Goblins vs Gnomes,光明圣印,,Spell,GVG_057,Paladin,,Common,,2,为你的英雄恢复#4点生命值，并在本回合中获得+2攻击力。,,ImmuneToSpellpower,,True,Jason Chan,圣光赐予我力量！,,,,
Goblins vs Gnomes,光明圣印,,Enchantment,GVG_057a,,,,,,在本回合中，+2攻击力。,,OneTurnEffect,,,,,,,,
Goblins vs Gnomes,军需官,5,Minion,GVG_060,Paladin,,Epic,2,5,<b>战吼：</b>使你的白银之手新兵获得+2/+2。,,Battlecry,,True,Phroilan Gardner,自从乌瑟尔把他招募到麾下之后，他觉得新兵大喊“报告”的声音不再那么烦人了。,,,,
Goblins vs Gnomes,加兹瑞拉,9,Minion,GVG_049,Hunter,,Legendary,6,7,每当该随从受到伤害，便获得攻击力翻倍。,,,,True,Raymond Swanland,祖尔法拉克队是本届巨魔世界杯的夺冠热门球队，他们的队旗上描绘着令人望而生畏的多头蛇加兹瑞拉。,Beast,True,,
Goblins vs Gnomes,加兹鲁维,6,Minion,GVG_117,,,Legendary,3,6,每当你施放一个法力值消耗为（1）的法术，随机将一张机械牌置入你的手牌。,,,,True,Luke Mancini,在学校里，加兹鲁维就被认为是“最能制造混乱的人”。,,True,,
Goblins vs Gnomes,加里维克斯,8,Minion,GVG_028,Rogue,,Legendary,5,6,每当你的对手施放一个法术，获得该法术的复制，并使其获得一个幸运币。,,,,True,Wei Wang,供求关系是加里维克斯唯一的信条。只要你给钱，他就提供殴打服务。,,True,,
Goblins vs Gnomes,加里维克斯的幸运币,,Spell,GVG_028t,,,,,0,在本回合中，获得一个法力水晶。<i>（不会触发加里维克斯的效果。）</i>,,,,,,,,,,
Goblins vs Gnomes,动力增强,,Enchantment,GVG_036e,Shaman,,,,,+2/+2。,,,,,,,,,,
Goblins vs Gnomes,动力战锤,,Weapon,GVG_036,Shaman,2,Rare,3,3,<b>亡语：</b>使一个随机友方机械获得+2/+2。,,Deathrattle,,True,Zoltan and Gabor,人们通常认为萨满祭司控制着元素，而事实上，他们必须经常恳求元素施舍一些它们根本不在意的东西。,,,,
Goblins vs Gnomes,卡牌赠礼,,Spell,GVG_032b,Druid,,,,,每个玩家抽一张牌。,,,,,,,,,,
Goblins vs Gnomes,发条侏儒,1,Minion,GVG_082,,,Common,2,1,<b>亡语：</b>将一张<b>零件</b>牌置入你的手牌。,,Deathrattle,,True,Matt Dixon,发条侏儒总是会问：“现在几点？”因为他需要有人定时帮他旋紧发条。,Mech,,,
Goblins vs Gnomes,发条巨人,8,Minion,GVG_121,,,Epic,8,12,你的对手每有一张手牌，该牌的法力值消耗便减少（1）点。,,,,True,Dan Scott,虽然体型相仿，他和山岭巨人总是交不上朋友。,Mech,,,
Goblins vs Gnomes,召唤宠物,,Spell,GVG_017,Hunter,,Rare,,2,抽一张牌。如果该牌是野兽牌，则其法力值消耗减少（4）点。,,,,True,E.M. Gist,无论身在何处，能够驯服野兽的技巧都是一个猎人最大的财富。,,,,
Goblins vs Gnomes,吵吵机器人,2,Minion,GVG_085,,,Common,1,2,<b>嘲讽，圣盾</b>,,Divine Shield|Taunt,,True,Matt Dixon,发明吵吵机器人的工程师先是被工匠学院立即开除，然后被赶出了工匠镇，最后被驱逐出了东部王国。,Mech,,,
Goblins vs Gnomes,回收,,Spell,GVG_031,Druid,,Rare,,6,将一个敌方随从洗回你的对手的牌库。,,,,True,Brandon Kitkouski,请为环保事业尽一份力，把塑料垃圾放在一个垃圾箱内，把敌方随从的尸体放在另一个垃圾箱内。,,,,
Goblins vs Gnomes,回收机器人,5,Minion,GVG_106,,,Epic,1,5,每当一个友方机械死亡，便获得+2/+2。,,,,True,Zoltan Boros,当某个零部件对某个机器人不在有用时，它可能会使另一个机器人焕然一新。,Mech,,,
Goblins vs Gnomes,圣光炸弹,,Spell,GVG_008,Priest,,Epic,,6,对所有随从造成等同于其攻击力的伤害。,,AffectedBySpellPower,,True,Luca Zontini,既然你们愿意让一个地精成为牧师，就准备好接受这样的后果吧。,,,,
Goblins vs Gnomes,地精工兵,4,Minion,GVG_095,,,Rare,2,3,如果你的对手的手牌数量等于或大于6张，便具有+4攻击力。,,Aura,,True,Jesper Esjing,他已经不再是一个漫无目的的爆破狂人了，他认为每一次爆炸都应该有其社会意义，或者表明他对生命的态度。,,,,
Goblins vs Gnomes,地精炎术师,4,Minion,GVG_004,Mage,,Rare,5,4,<b>战吼：</b>如果你控制任何机械，则造成4点伤害，随机分配于敌人身上。,,Battlecry,,True,Glenn Rane,如果你实在找不到炸弹了，那就随便找一个地精发明的东西，然后把它扔出去……,,,,
Goblins vs Gnomes,地精自动理发装置,2,Minion,GVG_023,Rogue,,Common,3,2,<b>战吼：</b>使你的武器获得+1攻击力。,,Battlecry,,True,Zolton Boros,这项装置能够随意调整你的发型，或是敌人的身高。,Mech,,,
Goblins vs Gnomes,地雷,,Spell,GVG_056t,Warrior,,,,0,当你抽到这张牌时会发生爆炸。你受到10点伤害并抽一张牌。,,ImmuneToSpellpower,,,Chris Seaman,,,,,
Goblins vs Gnomes,坦克模式,,Spell,GVG_030b,Druid,,,,,+1生命值。,,,,,,,,,,
Goblins vs Gnomes,坦克模式,,Enchantment,GVG_030be,Druid,,,,,+1生命值。,,,,,,,,,,
Goblins vs Gnomes,基维斯,4,Minion,GVG_094,,,Rare,1,4,在每个玩家的回合结束时，该玩家抽若干牌，直至其手牌数量达到3张。,,,,True,Matt Dixon,他是有史以来最熟练、最高效、最有礼貌的服侍机器人。,Mech,,,
Goblins vs Gnomes,大胖,3,Minion,GVG_104,,,Epic,2,3,每当你使用一张攻击力为1的随从牌，便使该牌所召唤的随从获得+2/+2。,,,,True,Laurel D. Austin,大地精们将在下个星期召开联合会议。会议的第一项议题是：建立一个牙科诊所。,,,,
Goblins vs Gnomes,大胖的保护,,Enchantment,GVG_104a,,,,,,+2/+2。,,,,,,,,,,
Goblins vs Gnomes,小个子扰咒师,5,Minion,GVG_122,Mage,,Epic,2,4,相邻的随从无法成为法术或英雄技能的目标。,,Aura,,True,Jonboy Meyers,有些大块头正需要小个子的保护。,,,,
Goblins vs Gnomes,小个子法师,1,Minion,GVG_109,,,Epic,4,4,<b>潜行，法术伤害+1</b>,,Spellpower|Stealth,,True,Ben Olson,有时候你能够在古拉巴什竞技场的宝箱中发现他。,,,,
Goblins vs Gnomes,小个子驱魔者,3,Minion,GVG_097,,,Rare,2,3,<b>嘲讽</b>，<b>战吼：</b>每有一个具有<b>亡语</b>的敌方随从，便获得+1/+1。,,Battlecry|Taunt,,True,Jim Nelson,术士们让城里的驱魔者都开通了驱魔热线，防止在他们召唤出错误的恶魔的时候酿成惨剧。,,,,
Goblins vs Gnomes,小鬼,1,Minion,GVG_045t,Warlock,,,1,1,,,,,,,,Demon,,,
Goblins vs Gnomes,小鬼爆破,,Spell,GVG_045,Warlock,,Rare,,4,对一个随从造成$2-$4点伤害。每造成1点伤害，便召唤一个1/1的小鬼。,,,,True,Jaemin Kim,榴散弹的弹片伤害远远超出爆炸本身，至于这些小鬼，他们可能是更加致命的弹片。,,,,
Goblins vs Gnomes,小鸡,1,Minion,GVG_092t,,,,1,1,,,,,,,,Beast,,,
Goblins vs Gnomes,尖牙德鲁伊,4,Minion,GVG_080,Druid,,Common,4,5,<b>战吼：</b>如果你控制任何野兽，将该随从变形成为7/7。,,Battlecry,,True,Brandon Kitkouski,尖牙德鲁伊生活在哀嚎洞穴里，于是那里成为了大部分部落冒险者第一次遇到暗夜精灵的地方。,,,,
Goblins vs Gnomes,尖牙德鲁伊,7,Minion,GVG_080t,Druid,,,7,5,,,,,,Massive Black,,Beast,,,
Goblins vs Gnomes,工匠镇之力,,Enchantment,GVG_102e,,,,,,+1/+1。,,,,,,,,,,
Goblins vs Gnomes,工匠镇技师,3,Minion,GVG_102,,,Common,3,3,<b>战吼：</b>如果你控制一个机械，便获得+1/+1并将一张<b>零件</b>牌置入你的手牌。,,Battlecry,,True,Gabor Szikszai,要不你就带我去...工匠镇？,,,,
Goblins vs Gnomes,布林顿3000型,4,Minion,GVG_119,,,Legendary,3,5,<b>战吼：</b>为每个玩家装备一把武器。,,Battlecry,,True,Jomaro Kindred,启动布林顿，让所有参加派对的人都嗨起来！,Mech,True,,
Goblins vs Gnomes,废品回收,,Enchantment,GVG_106e,,,,,,属性值提高。,,,,,,,,,,
Goblins vs Gnomes,废旧螺栓机甲,5,Minion,GVG_055,Warrior,,Rare,2,4,<b>战吼：</b>使一个友方机械获得+2/+2。,,Battlecry,,True,Jesper Esjing,如果它坏了，踢它几下然后再骂一句：“什么破玩意儿！”,Mech,,,
Goblins vs Gnomes,弹射之刃,,Spell,GVG_050,Warrior,,Epic,,3,对一个随机随从造成$1点伤害。重复此效果，直到某个随从死亡。,,,,True,Andrew Hou,只有地精曾经认为这是一项很棒的发明；而现在，连他们也开始有点怀疑了。,,,,
Goblins vs Gnomes,强化机器人,2,Minion,GVG_107,,,Epic,3,4,<b>战吼：</b>随机使你的其他随从分别获得<b>风怒</b>，<b>嘲讽</b>，或者<b>圣盾</b>效果中的一种。,,Battlecry,,True,Zoltan Boros,每个人都喜欢他的免胶水强化装置！,Mech,,,
Goblins vs Gnomes,强袭坦克,7,Minion,GVG_079,,,Common,7,8,<b>圣盾</b>,,Divine Shield,,True,Nutchapol Thitinunthakorn,在塔纳利斯，有一间生产强袭坦克的兵工厂，但由于其巨额成本，仅有两辆坦克被生产出来。,Mech,,,
Goblins vs Gnomes,形体改造,,Enchantment,PART_006a,,,,,,攻击力和生命值被形体改造仪互换。,,,,,,,,,,
Goblins vs Gnomes,形体改造仪,,Spell,PART_006,,,,,1,使一个随从的攻击力和生命值互换。,,,,,Nutthapon Petthai,,,,,
Goblins vs Gnomes,微型战斗机甲,2,Minion,GVG_103,,,Common,1,2,在每个回合开始时，获得+1攻击力。,,,,True,Skan Srisuwan,它虽然体型不大，但它学习战斗的能力却非常惊人。,Mech,,,
Goblins vs Gnomes,心能魔像,9,Minion,GVG_077,Warlock,,Epic,9,6,在每个回合结束时，如果该随从是你唯一的随从，则消灭该随从。,,,,True,Josh Harris,黑暗意志是一个又邪恶又神秘又巨大又不懂得怎么写程序的大坏蛋。,Mech,,,
Goblins vs Gnomes,恶魔之心,,Spell,GVG_019,Warlock,,Epic,,5,对一个随从造成$5点伤害，如果该随从是友方恶魔，则改为使其获得+5/+5。,,,,True,Kerem Beyit,能召唤出什么样的恶魔取决于术士的野心和运气。,,,,
Goblins vs Gnomes,恶魔之心,,Enchantment,GVG_019e,Warlock,,,,,+5/+5。,,,,,,,,,,
Goblins vs Gnomes,惩戒,,Enchantment,GVG_063a,,,,,,攻击力增加,,,,,,,,,,
Goblins vs Gnomes,战斗机器人,3,Minion,GVG_051,Warrior,,Common,1,1,<b>激怒：</b>+1攻击力。,,Enrage,,True,Tyler Walpole,战斗机器人的量产计划因为其“样本产品”的体型过大而流产。,Mech,,,
Goblins vs Gnomes,托什雷,7,Minion,GVG_115,,,Legendary,5,6,<b>战吼，亡语：</b>将一张<b>零件</b>牌置入你的手牌。,,Battlecry|Deathrattle,,True,Zoltan & Gabor,托什雷的基地是侏儒工程师们在外域的港湾。,,True,,
Goblins vs Gnomes,护盾机器人,2,Minion,GVG_058,Paladin,,Common,2,2,<b>圣盾</b>,,Divine Shield,,True,Raymond Swanland,他愿为他的信仰牺牲，因为他的控制程序就是这么写的。,Mech,,,
Goblins vs Gnomes,攻击模式,,Enchantment,GVG_030ae,Druid,,,,,+1攻击力。,,,,,,,,,,
Goblins vs Gnomes,攻击模式,,Spell,GVG_030a,Druid,,,,,+1攻击力。,,,,,,,,,,
Goblins vs Gnomes,斯尼德的伐木机,7,Minion,GVG_114,,,Legendary,5,8,<b>亡语：</b>随机召唤一个传说随从。,,Deathrattle,,True,Christopher Moeller,当斯尼德在死亡矿井被击败后，他的伐木机在一次拍卖中被一位匿名买家收购。（可能是霍格。）,Mech,True,,
Goblins vs Gnomes,施法者克星X-21,5,Minion,GVG_091,,,Rare,2,4,<b>嘲讽，</b>无法成为法术或英雄技能的目标。,,Taunt,,True,Zero Yue,在将这款机械装置投入生产之前，侏儒工程师们与法师们不知进行了多少次谈判。,Mech,,,
Goblins vs Gnomes,旋紧螺栓,,Enchantment,GVG_055e,Warrior,,,,,+2/+2。,,,,,,,,,,
Goblins vs Gnomes,旋风之刃,,Enchantment,PART_007e,,,,,,+1攻击力。,,,,,,,,,,
Goblins vs Gnomes,旋风之刃,,Spell,PART_007,,,,,1,使一个随从获得+1攻击力。,,,,,Nutchapol Thitinunthakorn,,,,,
Goblins vs Gnomes,时间回溯装置,,Spell,PART_002,,,,,1,将一个友方随从移回你的手牌。,,,,,Nutthapon Petthai,,,,,
Goblins vs Gnomes,明光祭司,4,Minion,GVG_089,,,Rare,2,3,如果在你的回合结束时，你控制任何<b>奥秘</b>，则为你的英雄恢复4点生命值。,,,,True,Jim Nelson,“明光闪烁！”他们可不会念这样的咒语；你以为这是哪儿？霍格沃茨魔法学校？,,,,
Goblins vs Gnomes,暗中破坏,,Spell,GVG_047,Rogue,,Epic,,4,消灭一个随机敌方随从，<b>连击：</b>并且摧毁你的对手的武器。,,Combo,,True,Dave Allsop,潜行者们是暗中破坏的高手，他们会让你没有帮手，接着一无所有。,,,,
Goblins vs Gnomes,暗影打击装甲,3,Minion,GVG_072,Priest,,Rare,2,2,每当一个角色获得治疗，便对一个随机敌人造成1点伤害。,,,,True,Dan Scott,一个地精牧师发明了使用暗影作为能源的战斗机器人。,Mech,,,
Goblins vs Gnomes,暗影投弹手,1,Minion,GVG_009,Priest,,Epic,2,1,<b>战吼：</b>对每个英雄造成3点伤害。,,Battlecry,,True,Matt Dixon,作为一个投弹手，她干活的时候总是有点敷衍了事。,,,,
Goblins vs Gnomes,暗影笼罩,,Enchantment,GVG_014a,Priest,,,,,生命值已被交换。,,,,,,,,,,
Goblins vs Gnomes,暗色炸弹,,Spell,GVG_015,Warlock,,Common,,2,造成$3点伤害。,,,,True,Jeff Haynie,如果你想要构筑一套简单粗暴的套牌，这张牌就是很好的选择。,,,,
