SET,NAME,TEXT,RARITY,COST,TYPE,ID,MECHANICS,FACTION,HEALTH,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
"Basic","Sanación inferior","<b>Poder de héroe</b>
Restaura 2 p. de salud.","Free",2,"Hero Power","CS1h_001",,"Neutral",,,,"Priest",,,,,,,,
"Basic","Sanadora Escama Oscura","<b>Grito de batalla:</b> Restaura 2 p. de salud a todos los personajes amistosos.","Common",5,"Minion","DS1_055",Battlecry,"Neutral",5,,4,,,True,"Jesper Ejsing","Le gusta sanar en su tiempo libre.",,,,"Se desbloquea al alcanzar el nivel 55 con el sacerdote."
"Basic","Segadora de arcanita",,"Common",5,"Weapon","CS2_112",,"Neutral",,,5,"Warrior",2,True,"Stefan Kopinski","Arcanita no kriptonita. Esta funciona con todo el mundo.",,,"Se desbloquea al alcanzar el nivel 10.","Se desbloquea al alcanzar el nivel 51."
"Basic","Señor de la arena","<b>Provocar</b>","Common",6,"Minion","CS2_162",Taunt,"Alliance",5,,6,,,True,"E.M. Gist","No deja de contar anécdotas sobre todas las arenas 3c3 en las que luchó.",,,,"Se desbloquea al alcanzar el nivel 59 con el sacerdote."
"Basic","Señor Lobo Gélido","<b>Grito de batalla:</b> Obtiene +1/+1 por cada esbirro amistoso adicional en el campo de batalla.","Common",5,"Minion","CS2_226",Battlecry,"Horde",4,"",4,,,True,"James Ryman","Los Lobo Gélido se disputan el control del Valle de Alterac con la Expedición Pico Tormenta. Hasta la fecha todas las negociaciones han acabado con el capitán Galvangar matando al mediador.",,,,"Se desbloquea al alcanzar el nivel 53 con el chamán."
"Basic","Sprint","Roba 4 cartas.","Common",7,"Spell","CS2_077",,"Neutral",,,,"Rogue",,True,"James Zhang","Es un detalle que no te las roben a ti.",,,"Se desbloquea al alcanzar el nivel 10.","Se desbloquea al alcanzar el nivel 49."
"Basic","Súcubo","<b>Grito de batalla:</b> Descarta una carta aleatoria.","Free",2,"Minion","EX1_306",Battlecry,"Neutral",3,,4,"Warlock",,True,"Matt Dixon","No toques lo que no puedas comprar.",,"Demon","Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 40."
"Basic","Thrall",,"Free",,"Hero","HERO_02",,"Neutral",30,,,"Shaman",,True,,,,,,
"Basic","Toque de sanación","Restaura #8 p. de salud.","Free",3,"Spell","CS2_007",,"Neutral",,,,"Druid",,True,"Cyril Van Der Haegen","¡Marchando 8 p. de salud!",,,"Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 15."
"Basic","Torbellino","Inflige $1 p. de daño a todos los esbirros.","Common",1,"Spell","EX1_400",,"Neutral",,,,"Warrior",,True,"Jonboy Meyers","Una forma de distinguir a los guerreros veteranos de los novatos: los novatos gritan "wiiiiiiii" mientras lanzan Torbellino.",,,"Se desbloquea al alcanzar el nivel 6.","Se desbloquea al alcanzar el nivel 32."
"Basic","Tótem abrasador",,"Free",1,"Minion","CS2_050",,"Neutral",1,,1,"Shaman",,,,,,"Totem",,
"Basic","Tótem Cólera de aire","<b>+1 p. de daño con hechizos</b>","Free",1,"Minion","CS2_052",Spellpower,"Neutral",2,,0,"Shaman",,,,,,"Totem",,
"Basic","Tótem Garra de piedra","<b>Provocar</b>","Free",1,"Minion","CS2_051",Taunt,"Neutral",2,,0,"Shaman",,,,,,"Totem",,
"Basic","Tótem Lengua de Fuego","Los esbirros adyacentes tienen +2 p. de ataque.","Common",2,"Minion","EX1_565",AdjacentBuff|Aura,"Neutral",3,"",0,"Shaman",,True,"Jonathan Ryder","A los fabricantes de tótems les gusta usar las maderas más nobles. Incluso se dice que a veces usan protectores Cortezaférrea.",,"Totem","Se desbloquea al alcanzar el nivel 4.","Se desbloquea al alcanzar el nivel 43."
"Basic","Tótem sanador","Al final de tu turno restaura 1 p. de salud a todos los esbirros amistosos.","Free",1,"Minion","NEW1_009",,,2,,0,"Shaman",,,,,,"Totem",,
"Basic","Transfusión de vida","<b>Poder de héroe</b>
Roba una carta y recibe 2 p. de daño.","Free",2,"Hero Power","CS2_056",,"Neutral",,,,"Warlock",,,,,,,,
"Basic","Truhán de Bahía del Botín","<b>Provocar</b>","Common",5,"Minion","CS2_187",Taunt,"Horde",4,,5,,,True,"Matt Cavotta","Su lealtad será incondicional... hasta que alguien le ofrezca más dinero que tú.",,,,"Se desbloquea al alcanzar el nivel 55 con el chamán."
"Basic","Uther el Iluminado",,"Free",,"Hero","HERO_04",,"Neutral",30,,,"Paladin",,True,,,,,,
"Basic","Valeera Sanguinar",,"Free",,"Hero","HERO_03",,"Neutral",30,,,"Rogue",,True,,,,,,
"Basic","Veneno mortal","Otorga +2 p. de ataque a tu arma equipada.","Free",1,"Spell","CS2_074",,"Neutral",,,,"Rogue",,True,"Trevor Jacobs","Los pícaros guardan celosamente los secretos de la elaboración de venenos para que los magos no empiecen a incorporarlos a sus hechizos. ¿Descarga de veneno? ¿Lluvia de veneno? ¿Elemental de veneno? Nadie quiere que eso llegue a pasar.",,,"Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 43."
"Basic","Veneno mortal","+2 p. de ataque.",,,"Enchantment","CS2_074e",,,,,,,,,,,,,,
"Basic","Viento Furioso","Otorga <b>Viento Furioso</b> a un esbirro.","Free",2,"Spell","CS2_039",,"Neutral",,,,"Shaman",,True,"Justin Sweet","Viento Furioso es como Tierra Furiosa y Fuego Furioso... solo que más ligero y etéreo.",,,"Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 23."
"Basic","Visión mental","Coloca una copia de una carta aleatoria de la mano de tu oponente en tu mano.","Common",1,"Spell","CS2_003",,"Neutral",,,,"Priest",,True,"Michael Komarck","Te he visto.",,,"Se desbloquea al alcanzar el nivel 4.","Se desbloquea al alcanzar el nivel 32."
"Basic","Yeti Viento Gélido",,"Common",4,"Minion","CS2_182",,"Neutral",5,,4,,,True,"Mauro Cascioli","No puede salir de casa durante el Festival de Invierno porque los aventureros lo confunden con el Grinch.",,,,"Se desbloquea al alcanzar el nivel 55 con el guerrero."
"Basic","Zarpa","+2 p. de ataque este turno.",,,"Enchantment","CS2_005o",OneTurnEffect,,,,,"Druid",,,,,,,,
"Basic","Zarpa","Otorga a tu héroe +2 p. de ataque este turno y 2 p. de armadura.","Free",1,"Spell","CS2_005",,"Neutral",,,,"Druid",,True,"Dany Orizio","Para distraer a un druida en forma felina prueba a apuntar un láser gnómico al suelo y moverlo en círculos.",,,"Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 32."
"Debug","",,"Common",,"Spell","XXX_028",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_001",ImmuneToSpellpower,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_003",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_004",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_005",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_006",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_007",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_008",Freeze,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_009",,,,,,,,,,,,,,
"Debug","","","Common",,"Enchantment","XXX_009e",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_010",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_011",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_012",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_013",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_014",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_015",,,,,,,,,,,,,,
"Debug","","",,0,"Spell","XXX_016",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_017",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_018",,,,,,,,,,,,,,
"Debug","","","Common",,"Spell","XXX_019",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_020",ImmuneToSpellpower,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_021",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_022",,,,,,,,,,,,,,
"Debug","","",,,"Enchantment","XXX_022e",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_023",,,,,,,,,,,,,,
"Debug","","","Common",0,"Minion","XXX_024",,,10,,3,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_025",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_026",,,,,,,,,,,,,,
"Debug","","",,,"Spell","XXX_027",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_002",ImmuneToSpellpower,,,,,,,,,,,,,
"Debug","","",,0,"Spell","XXX_029",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_030",,,,,,,,,,,,,,
"Debug","","",,0,"Spell","XXX_039",,,,,,,,,,,,,,
"Debug","",,,,"Hero","XXX_040",,,10,,,"Warrior",,,,,,,,
"Debug","","","Common",0,"Spell","XXX_041",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_042",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_043",,,,,,,,,,,,,,
"Debug","","","Common",0,"Minion","XXX_044",,,5,,5,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_045",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_046",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_047",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_048",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_049",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_050",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_051",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_052",,,,,,,,,,,,,,
"Debug","","",,0,"Spell","XXX_053",,,,,,,,,,,,,,
"Debug","","",,0,"Spell","XXX_054",,,,,,,,,,,,,,
"Debug","",,,,"Enchantment","XXX_054e",,,,,,,,,,,,,,
"Debug","","",,0,"Spell","XXX_055",,,,,,,,,,,,,,
"Debug","",,,,"Enchantment","XXX_055e",,,,,,,,,,,,,,
"Debug","","",,0,"Spell","XXX_056",,,,,,,,,,,,,,
"Debug","","",,0,"Spell","XXX_057",,,,,,,,,,,,,,
"Debug","","",,0,"Minion","XXX_094",,,1,,1,,,,,,,,,
"Debug","","",,0,"Minion","XXX_095",,,1,,1,,,,,,,,,
"Debug","","",,0,"Minion","XXX_096",,,1,,1,,,,,,,,,
"Debug","","",,0,"Minion","XXX_097",,,1,,1,,0,,,,,,,
"Debug","","",,0,"Minion","XXX_098",,,1,,1,,0,,,,,,,
"Debug","","",,0,"Minion","XXX_099",,,1,,1,,0,,,,False,,,
"Promotion","¡Corajizado!","Estadísticas aumentadas.",,,"Enchantment","Mekka3e",,,,,,,,,,,,,,
"Promotion","Corajizador 3000","Al final de tu turno otorga +1/+1 a un esbirro aleatorio.","Common",1,"Minion","Mekka3",,"Alliance",4,"",0,,,,,,,"Mech",,
"Promotion","Elite Tauren Chieftain","<b>Grito de batalla:</b> ¡Otorga a ambos jugadores el poder del ROCK! (con una carta de acorde)","Legendary",5,"Minion","PRO_001",Battlecry,,5,,5,,,True,"Samwise Didier","¡Muuuuévete!",True,,,"Se entregó en la BlizzCon 2013."
"Promotion","Gelbin Mekkatorque","<b>Grito de batalla:</b> Invoca un invento GENIAL.","Legendary",6,"Minion","EX1_112",Battlecry,"Alliance",6,,6,,,True,"Ludo Lullabi","Abres la guía de mazmorras y sale una planta mustia. ¿Cómo se llama la estancia? ¡Gnomerriegan!",True,,,"Esta carta fue una recompensa para los jugadores que ayudaron a probar la tienda durante la beta."
"Promotion","I Am Murloc","Invoca tres cuatro o cinco múrlocs 1/1.",,4,"Spell","PRO_001a",,,,,,,,,,,,,,
"Promotion","Múrloc",,,1,"Minion","PRO_001at",,,1,,1,,,,,,,"Murloc",,
"Promotion","Pollificador","Al comienzo de tu turno transforma a un esbirro aleatorio en un pollo 1/1.","Common",1,"Minion","Mekka4",,"Alliance",3,"",0,,,,,,,"Mech",,
"Promotion","Pollo","<i>¡Hola pollo!</i>",,0,"Minion","Mekka4t",,,1,,1,,,,,,,"Beast",,
"Promotion","Pollo buscador","Al comienzo de tu turno destruye a este esbirro y roba 3 cartas.","Common",1,"Minion","Mekka1",,"Alliance",1,"",0,,,,,,,"Mech",,
"Promotion","Power of the Horde","Invoca a un guerrero de la Horda aleatorio.",,4,"Spell","PRO_001c",,,,,,,,,,,,,,
"Promotion","Robot de reparación","Al final de tu turno restaura 6 p. de salud a un personaje dañado.","Common",1,"Minion","Mekka2",,"Alliance",3,"",0,,,,,,,"Mech",,
"Promotion","Rogues Do It...","Inflige $4 p. de daño. Roba una carta.",,4,"Spell","PRO_001b",,,,,,,,,,,,,,
"Promotion","Transformado","¡Se ha transformado en un pollo!",,,"Enchantment","Mekka4e",Morph,,,,,,,,,,,,,
"Reward","Loro del capitán","<b>Grito de batalla:</b> Coloca a un pirata aleatorio de tu mazo en tu mano.","Epic",2,"Minion","NEW1_016",Battlecry,,1,,1,,,True,"Daren Bader","A los piratas les gusta el loro casi tanto como el oro.",,"Beast","Se desbloquea cuando consigues todos los piratas del conjunto experto.","Se desbloquea cuando consigues todos los piratas dorados del conjunto experto."
"Reward","Viejo Ojosombrío","<b>Cargar</b>. Tiene +1 p. de ataque por cada múrloc adicional en el campo de batalla.","Legendary",4,"Minion","EX1_062",Charge,"Neutral",4,"",2,,,True,"Dan Scott","Hay una leyenda entre los múrlocs que dice "¡Mrghllghghllghg!".",True,"Murloc","Se desbloquea cuando consigues todos los múrlocs del conjunto experto.","Se desbloquea cuando consigues todos los múrlocs dorados de los conjuntos básico y experto."
"Goblins vs Gnomes","¡Reparaciones!","+4 p. de salud.",,,"Enchantment","GVG_069a",,,,,,"Priest",,,,,,,,
"Goblins vs Gnomes","Acechador Gilblin","<b>Sigilo</b>","Common",2,"Minion","GVG_081",Stealth,,3,,2,,,True,"Seamus Gallagher",""Calla ¿has oído eso?".

"Bah seguro que no es nada". - Todos los secuaces de la historia",,,,
"Goblins vs Gnomes","Aceite afilaespadas","Otorga +3 p. de ataque a tu arma. <b>Combo:</b> Otorga +3 p. de ataque a un esbirro amistoso aleatorio.","Common",4,"Spell","GVG_022",Combo,,,,,"Rogue",,True,"Den","Con o sin aceite tus enemigos acabarán fritos.",,,,
"Goblins vs Gnomes","Aceite afilaespadas","+3 p. de ataque.",,,"Enchantment","GVG_022a",,,,,,,,,,,,,,
"Goblins vs Gnomes","Aceite afilaespadas","+3 p. de ataque.",,,"Enchantment","GVG_022b",,,,,,,,,,,,,,
"Goblins vs Gnomes","Árbol de vida","Restaura toda la salud de todos los personajes.","Epic",9,"Spell","GVG_033",,,,,,"Druid",,True,"Steve Prescott","¡La sanación sí que crece en los árboles!",,,,
"Goblins vs Gnomes","Atracador vil","Cada vez que tu oponente juega una carta descarta las 3 primeras cartas de tu mazo.","Epic",5,"Minion","GVG_016",,,8,,8,,,True,"Zoltan & Gabor","Nunca una máquina tan gigantesca pilló a tantos aventureros por sorpresa.",,"Mech",,
"Goblins vs Gnomes","Autobarbero goblin","<b>Grito de batalla:</b> Otorga +1 p. de ataque a tu arma.","Common",2,"Minion","GVG_023",Battlecry,,2,,3,"Rogue",,True,"Zolton Boros","Un auténtico especialista en ajustar tu peinado y/o tu altura.",,"Mech",,
"Goblins vs Gnomes","Bien armado","Estadísticas aumentadas.",,,"Enchantment","GVG_027e",,,,,,"Rogue",,,,,,,,
"Goblins vs Gnomes","Bien equipado","+2/+2.",,,"Enchantment","GVG_060e",,,,,,"Paladin",,,,,,,,
"Goblins vs Gnomes","Blindado","Ataque aumentado.",,,"Enchantment","GVG_086e",,,,,,"Warrior",,,,,,,,
"Goblins vs Gnomes","Blindaje de armadura","+1 p. de salud.",,,"Enchantment","PART_001e",,,,,,,,,,,,,,
"Goblins vs Gnomes","Blindaje de armadura","Otorga +1 p. de salud a un esbirro.",,1,"Spell","PART_001",,,,,,,,,"Nutchapol Thitinunthakorn",,,,,
"Goblins vs Gnomes","Bolvar Fordragón","Cada vez que un esbirro amistoso muere mientras esta carta está en tu mano obtiene +1 p. de ataque.","Legendary",5,"Minion","GVG_063",,,7,,1,"Paladin",,True,"Tooth","A Bolvar le gustan los asientos fríos ocupar el lugar de reyes malvados y hablar con voz de ultratumba.",True,,,
"Goblins vs Gnomes","Bomba de luz","Inflige a cada esbirro un daño equivalente a su ataque.","Epic",6,"Spell","GVG_008",AffectedBySpellPower,,,,,"Priest",,True,"Luca Zontini","Esto es lo que pasa cuando permites que los goblins sean sacerdotes.",,,,
"Goblins vs Gnomes","Bomba oscura","Inflige $3 p. de daño.","Common",2,"Spell","GVG_015",,,,,,"Warlock",,True,"Jeff Haynie","¡Si intentas hacerte un mazo "emo" esta carta va que ni pintada!",,,,
"Goblins vs Gnomes","Bombardera de Sombras","<b>Grito de batalla:</b> Inflige 3 p. de daño a cada héroe.","Epic",1,"Minion","GVG_009",Battlecry,,1,,2,"Priest",,True,"Matt Dixon","La bombardera de Sombras hace su trabajo pero parece que ya no le pone muchas ganas.",,,,
"Goblins vs Gnomes","Bombardero aún más loco","<b>Grito de batalla:</b> Inflige 6 p. de daño que se dividen aleatoriamente entre todos los demás personajes.","Rare",5,"Minion","GVG_090",Battlecry,,4,,5,,,True,"Alex Horley Orlandelli","Este no es que se apunte a un bombardeo: es que bombardea su propia casa se enfada y luego se venga de sí mismo.",,,,
"Goblins vs Gnomes","Boxeador de las Sombras","Cada vez que se sana a un personaje inflige 1 p. de daño a un enemigo aleatorio.","Rare",2,"Minion","GVG_072",,,3,,2,"Priest",,True,"Dan Scott","Dar puñetazos es su función primaria... y secundaria.",,"Mech",,
"Goblins vs Gnomes","Cabeza de Mimiron","Al comienzo de tu turno si tienes al menos 3 robots los destruye todos y crea a V-07-TR-0N.","Legendary",5,"Minion","GVG_111",,,5,,4,,,True,"Trent Kaniuga","¡No pulses el gran botón rojo!",True,"Mech",,
"Goblins vs Gnomes","Cachorro robot anodizado","<b>Provocar</b>.<b>Elige una:</b>
+1 p. de ataque o bien +1 p. de salud.","Common",2,"Minion","GVG_030",Taunt,,2,,2,"Druid",,True,"Eva Widermann","¡Es adorable! CIELOS ¡NO! ¡¿POR QUÉ ME ESTÁ DEVORANDO LA CARA?!",False,"Mech",,
"Goblins vs Gnomes","Caminaespíritus Cienaleta","Cada vez que muere otro múrloc amistoso roba una carta.<b>Sobrecarga</b>: (1)","Epic",4,"Minion","GVG_040",,,5,,2,"Shaman",,True,"Clint Langley","Los elementos responden a la llamada de cualquier causa justa incluso si la llamada en cuestión es "MRGHRGLGLGL".",,"Murloc",,
"Goblins vs Gnomes","Cañón de barco","Cada vez que invocas a un pirata inflige 2 p. de daño a un enemigo aleatorio.","Common",2,"Minion","GVG_075",,,3,,2,,,True,"Warren Mahy","Si no te mata la bola de cañón morirás ahogado.",,,,
"Goblins vs Gnomes","Cañón de llamas","Inflige $4 p. de daño a un esbirro enemigo aleatorio.","Common",2,"Spell","GVG_001",,,,,,"Mage",,True,"Mauricio Herrera","¿"Cañón de llamas"? Tratándose de artilugios goblin eso no es muy específico que digamos.",,,,
"Goblins vs Gnomes","Cañón vil","Al final de tu turno inflige 2 p. de daño a un esbirro que no sea un robot.","Rare",4,"Minion","GVG_020",,,5,,3,"Warlock",,True,"Matt Gaser","En la caja pone: "¡Nuevo y mejorado con un 200% más de vileza!".",,"Mech",,
"Goblins vs Gnomes","Ceño fruncido","Estadísticas aumentadas.",,,"Enchantment","GVG_100e",,,,,,"Warlock",,,,,,,,
"Goblins vs Gnomes","Chamán Machacaduna","<b>Viento Furioso Sobrecarga: (1)</b>
Tiene un 50% de probabilidad de atacar al enemigo que no es.","Rare",4,"Minion","GVG_066",Windfury,,4,,5,"Shaman",,True,"José Ladrönn","¡Cierra los ojos se lanza y no promete nada!",,,,
"Goblins vs Gnomes","Chatarra aprovechada","Estadísticas aumentadas.",,,"Enchantment","GVG_106e",,,,,,,,,,,,,,
"Goblins vs Gnomes","Chatarrobot","Cada vez que un robot amistoso muere obtiene +2/+2.","Epic",5,"Minion","GVG_106",,,5,,1,,,True,"Zoltan Boros","¡La chatarra de unos es la mejora de otros!",,"Mech",,
"Goblins vs Gnomes","Chisporroteo","Inflige $3 - $6 p. de daño. <b>Sobrecarga: (1)</b>","Common",2,"Spell","GVG_038",,,,,,"Shaman",,True,"Warren Mahy","Cuando haces "pop" ya no hay stop.",,,,
"Goblins vs Gnomes","Corazón demoníaco","+5/+5.",,,"Enchantment","GVG_019e",,,,,,"Warlock",,,,,,,,
"Goblins vs Gnomes","Corazón demoníaco","Inflige $5 p. de daño a un esbirro. Si el objetivo es un demonio amistoso en lugar de dañarlo le otorga +5/+5.","Epic",5,"Spell","GVG_019",,,,,,"Warlock",,True,"Kerem Beyit","Prácticamente todos los miembros del lobby a favor de los demonios son brujos. Muy raro.",,,,
"Goblins vs Gnomes","Cuerno oxidado","Otorga <b>Provocar</b> a un esbirro.",,1,"Spell","PART_003",,,,,,,,,"Peerasak Senalai",,,,,
"Goblins vs Gnomes","Cuidadora de arboleda","<b>Elige una:</b> Otorga un cristal de maná a cada jugador o bien cada jugador roba una carta.","Rare",3,"Minion","GVG_032",,,4,,2,"Druid",,True,"Chris Rahn","Le gustan: el senderismo y estar al aire libre. No le gustan: las trituradoras goblins y las sandalias (¡no encuentra de su talla!).",,,,
"Goblins vs Gnomes","Diablillo",,,1,"Minion","GVG_045t",,,1,,1,"Warlock",,,,,,"Demon",,
"Goblins vs Gnomes","Dientes de hierro","+2 p. de ataque.",,,"Enchantment","GVG_048e",,,,,,"Hunter",,,,,,,,
"Goblins vs Gnomes","Disparo de cobra","Inflige $3 p. de daño a un esbirro y al héroe enemigo.","Common",5,"Spell","GVG_073",,,,,,"Hunter",,True,"Howard Lyon","Los esbirros enemigos son una plaga y el Disparo de cobra es el remedio.",,,,
"Goblins vs Gnomes","Disparomática giratoria","<b>Viento Furioso</b>","Common",2,"Minion","GVG_037",Windfury,,2,,3,"Shaman",,True,"Jim Nelson","Si pagas un pequeño extra te puedes llevar la versión rojo manzana.",,"Mech",,
"Goblins vs Gnomes","Dominio de Mal'Ganis","Mal'Ganis otorga +2/+2.",,,"Enchantment","GVG_021e",,,,,,"Warlock",,,,,,,,
"Goblins vs Gnomes","Doncella escudera","<b>Grito de batalla:</b> Obtienes 5 p. de armadura.","Rare",6,"Minion","GVG_053",Battlecry,,5,,5,"Warrior",,True,"Alex Horley Orlandelli","Tiene un escudo para cada día de la semana. ¡Que guerrear no está reñido con tener clase!",,,,
"Goblins vs Gnomes","Dr. Bum","<b>Grito de batalla</b>: Invoca a dos robots bum 1/1. <i>AVISO: Los robots bum pueden explotar.</i>","Legendary",7,"Minion","GVG_110",Battlecry,,7,,7,,,True,"Alex Garner","¡¡¡ARRODILLAOS ANTE EL DOCTOR BUM!!!",True,,,
"Goblins vs Gnomes","Druida del Colmillo",,,5,"Minion","GVG_080t",,,7,,7,"Druid",,,"Massive Black",,,"Beast",,
"Goblins vs Gnomes","Druida del Colmillo","<b>Grito de batalla:</b> Si tienes una bestia este esbirro se transforma en un 7/7.","Common",5,"Minion","GVG_080",Battlecry,,4,,4,"Druid",,True,"Brandon Kitkouski","Los druidas del Colmillo son unos ases a la hora de abrir pistachos.",,,,
"Goblins vs Gnomes","Eco de Medivh","Coloca una copia de cada esbirro amistoso en tu mano.","Epic",4,"Spell","GVG_005",,,,,,"Mage",,True,"Alex Garner","El eco de Medivh resuena por Karazhan y se pasa la eternidad haciendo trampas en el ajedrez y en <i>Hearthstone</i>.",,,,
"Goblins vs Gnomes","El elegido de Velen","Otorga a un esbirro +2/+4 y <b>+1 p. de daño con hechizos</b>.","Common",3,"Spell","GVG_010",,,,,,"Priest",,True,"Alex Horley Orlandelli","Velen envió a Tyrande una tarjeta encantadora con una foto del Tranvía Subterráneo en la que decía "¡Eres muy chu-chu-chuuli!".",,,,
"Goblins vs Gnomes","El elegido de Velen","+2/+4 y <b>+1 p. de daño con hechizos</b>.",,,"Enchantment","GVG_010b",,,,,,,,,,,,,,
"Goblins vs Gnomes","El Rey","Ataque aumentado.",,,"Enchantment","GVG_046e",,,,,,"Hunter",,,,,,,,
"Goblins vs Gnomes","En las sombras","Salud intercambiada.",,,"Enchantment","GVG_014a",,,,,,"Priest",,,,,,,,
"Goblins vs Gnomes","Experimentador gnomo","<b>Grito de batalla:</b> Roba una carta. Si es un esbirro lo convierte en un pollo.","Rare",3,"Minion","GVG_092",Battlecry,,2,,3,,,True,"Jesper Esjing","Todavía se sorprende de verdad cuando se convierte a sí mismo en pollo.",,,,
"Goblins vs Gnomes","Explosión de diablillos","Inflige $2 - $4 p. de daño a un esbirro. Invoca un diabillo 1/1 por cada punto de daño infligido.","Rare",4,"Spell","GVG_045",,,,,,"Warlock",,True,"Jaemin Kim","La metralla es muuuuuucho peor que la explosión.",,,,
"Goblins vs Gnomes","Extraafilada","+1 p. de ataque.",,,"Enchantment","GVG_023a",,,,,,,,,,,,,,
"Goblins vs Gnomes","Fingir muerte","Activa el <b>Último aliento</b> de todos tus esbirros.","Epic",2,"Spell","GVG_026",,,,,,"Hunter",,True,"Luca Zontini","La parte más difícil de un "Fingir muerte" convincente es la de desprender el hedor adecuado. Hay que meterse en el papel.",,,,
"Goblins vs Gnomes","Francotirador Bonvapor","Tu poder de héroe puede usarse contra esbirros.","Epic",2,"Minion","GVG_087",,,3,,2,"Hunter",,True,"Jun Kang","Sus padres lloraron cuando no se hizo experto en explosivos como todo goblin respetable.",,,,
"Goblins vs Gnomes","Gahz'rilla","Cada vez que este esbirro recibe daño su ataque se duplica.","Legendary",7,"Minion","GVG_049",,,9,,6,"Hunter",,True,"Raymond Swanland","Se mantiene al margen de la vida pública desde su gran éxito "Gahz'rillas en la niebla".",True,"Beast",,
"Goblins vs Gnomes","Gallywix","Cada vez que tu oponente lanza un hechizo obtienes una copia del mismo y le das una moneda.","Legendary",6,"Minion","GVG_028",,,8,,5,"Rogue",,True,"Wei Wang","Gallywix había terminado asumiendo ese tipo de democracia que se conoce como "un goblin un voto". Él era el goblin y el voto era el suyo.",True,,,
"Goblins vs Gnomes","Gazlowe","Cada vez que lanzas un hechizo que cuesta 1 cristal de maná añade un robot aleatorio a tu mano.","Legendary",6,"Minion","GVG_117",,,6,,3,,,True,"Luke Mancini","Gazlowe fue votado por sus compañeros de clase como "el que tiene más probabilidades de explotar".",True,,,
"Goblins vs Gnomes","Gigante de relojería","Cuesta (1) cristal menos por cada carta en la mano de tu oponente.","Epic",12,"Minion","GVG_121",,,8,,8,,,True,"Dan Scott","No se lleva bien con el gigante montés.",,"Mech",,
"Goblins vs Gnomes","Gigante férreo","<b>Grito de batalla:</b> Mete una mina en el mazo de tu oponente. Cuando la roba inflige 10 p. de daño.","Legendary",6,"Minion","GVG_056",Battlecry,,5,,6,"Warrior",,True,"Raymond Swanland","El gigante férreo acaba de ser nombrado empleado del mes: custodia Orgrimmar sin descanso y cada vez aplasta a menos habitantes.",True,"Mech",,
"Goblins vs Gnomes","Gnomo de relojería","<b>Último aliento:</b> Añade una <b>Pieza de repuesto</b> a tu mano.","Common",1,"Minion","GVG_082",Deathrattle,,1,,2,,,True,"Matt Dixon","No te dejes engañar por el nombre. "Gnomo" no quiere decir que no explote.",,"Mech",,
