SET,NAME,TEXT,RARITY,COST,TYPE,ID,FACTION,MECHANICS,HEALTH,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
"Basic","Venganza de la moneda","Ser el segundo fortalece a tu primer esbirro.",,,"Enchantment","GAME_003",,,,,,,,,,,,,,
"Basic","Venganza de la moneda","Ser el segundo fortalece a tu primer esbirro.",,,"Enchantment","GAME_003e",,,,,,,,,,,,,,
"Basic","Viento furioso","Otorga <b>Viento furioso</b> a un esbirro.","Free",2,"Spell","CS2_039","Neutral",,,,,"Shaman",,True,"Justin Sweet","¿Furioso? ¿Furioso con quién?",,,"Se desbloquea en nivel 1.","Se desbloquea en nivel 23."
"Basic","Visión mental","Pon una copia de una carta aleatoria de la mano de tu adversario en tu mano.","Common",1,"Spell","CS2_003","Neutral",,,,,"Priest",,True,"Michael Komarck","A mí no me puedes ocultar nada.",,,"Se desbloquea en nivel 4.","Se desbloquea en nivel 32."
"Basic","Yeti de Viento gélido",,"Common",4,"Minion","CS2_182","Neutral",,5,,4,,,True,"Mauro Cascioli","Siempre soñó con bajar de la montaña y abrir su propio restaurante italiano pero nunca se animó.",,,,"Se desbloquea en nivel 55 de Guerrero."
"Basic","Zarpa","+2 de Ataque en este turno.",,,"Enchantment","CS2_005o",,OneTurnEffect,,,,"Druid",,,,,,,,
"Basic","Zarpa","Otorga a tu héroe +2 de Ataque en este turno y 2 de Armadura.","Free",1,"Spell","CS2_005","Neutral",,,,,"Druid",,True,"Dany Orizio","La zarpa decide quién se queda y quién se va.",,,"Se desbloquea en nivel 1.","Se desbloquea en nivel 32."
"Debug","",,"Common",,"Spell","XXX_028",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_001",,ImmuneToSpellpower,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_003",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_004",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_005",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_006",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_007",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_008",,Freeze,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_009",,,,,,,,,,,,,,
"Debug","","","Common",,"Enchantment","XXX_009e",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_010",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_011",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_012",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_013",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_014",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_015",,,,,,,,,,,,,,
"Debug","","",,0,"Spell","XXX_016",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_017",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_018",,,,,,,,,,,,,,
"Debug","","","Common",,"Spell","XXX_019",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_020",,ImmuneToSpellpower,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_021",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_022",,,,,,,,,,,,,,
"Debug","","",,,"Enchantment","XXX_022e",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_023",,,,,,,,,,,,,,
"Debug","","","Common",0,"Minion","XXX_024",,,10,,3,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_025",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_026",,,,,,,,,,,,,,
"Debug","","",,,"Spell","XXX_027",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_002",,ImmuneToSpellpower,,,,,,,,,,,,
"Debug","","",,0,"Spell","XXX_029",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_030",,,,,,,,,,,,,,
"Debug","","",,0,"Spell","XXX_039",,,,,,,,,,,,,,
"Debug","",,,,"Hero","XXX_040",,,10,,,"Warrior",,,,,,,,
"Debug","","","Common",0,"Spell","XXX_041",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_042",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_043",,,,,,,,,,,,,,
"Debug","","","Common",0,"Minion","XXX_044",,,5,,5,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_045",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_046",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_047",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_048",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_049",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_050",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_051",,,,,,,,,,,,,,
"Debug","","","Common",0,"Spell","XXX_052",,,,,,,,,,,,,,
"Debug","","",,0,"Spell","XXX_053",,,,,,,,,,,,,,
"Debug","","",,0,"Spell","XXX_054",,,,,,,,,,,,,,
"Debug","",,,,"Enchantment","XXX_054e",,,,,,,,,,,,,,
"Debug","","",,0,"Spell","XXX_055",,,,,,,,,,,,,,
"Debug","",,,,"Enchantment","XXX_055e",,,,,,,,,,,,,,
"Debug","","",,0,"Spell","XXX_056",,,,,,,,,,,,,,
"Debug","","",,0,"Spell","XXX_057",,,,,,,,,,,,,,
"Debug","","",,0,"Minion","XXX_094",,,1,,1,,,,,,,,,
"Debug","","",,0,"Minion","XXX_095",,,1,,1,,,,,,,,,
"Debug","","",,0,"Minion","XXX_096",,,1,,1,,,,,,,,,
"Debug","","",,0,"Minion","XXX_097",,,1,,1,,0,,,,,,,
"Debug","","",,0,"Minion","XXX_098",,,1,,1,,0,,,,,,,
"Debug","","",,0,"Minion","XXX_099",,,1,,1,,0,,,,False,,,
"Promotion","¡Fortalecido!","Estadísticas aumentadas.",,,"Enchantment","Mekka3e",,,,,,,,,,,,,,
"Promotion","Elite Tauren Chieftain","<b>Grito de batalla:</b> Otorga a ambos jugadores el poder del ROCK (con una carta Acorde Potente)","Legendary",5,"Minion","PRO_001",,Battlecry,5,,5,,,True,"Samwise Didier","Está buscando baterista. Sus candidatos son: Ingeniera novicia Sen'jin Maestro de escudos y Ragnaros el Señor del Fuego.",True,,,"Otorgada en la BlizzCon 2013."
"Promotion","Fortalecedor 3000","Al final de tu turno otorga +1/+1 a un esbirro aleatorio.","Common",1,"Minion","Mekka3","Alliance",,4,"",0,,,,,,,"Mech",,
"Promotion","Gelbin Mekkatorque","<b>Grito de batalla:</b> invoca una invención INCREÍBLE.","Legendary",6,"Minion","EX1_112","Alliance",Battlecry,6,,6,,,True,"Ludo Lullabi","Es el líder de los gnomos y un inventor increíble. Además ha mejorado mucho: ahora convierte cosas en pollos MUCHO menos que antes.",True,,,"Esta carta se otorgó como recompensa a los jugadores que ayudaron a probar la Tienda durante la beta."
"Promotion","I Am Murloc","Invoca tres cuatro o cinco múrlocs 1/1.",,4,"Spell","PRO_001a",,,,,,,,,,,,,,
"Promotion","Múrloc",,,1,"Minion","PRO_001at",,,1,,1,,,,,,,"Murloc",,
"Promotion","Pollo","<i>¡Ey pollo!</i>",,0,"Minion","Mekka4t",,,1,,1,,,,,,,"Beast",,
"Promotion","Pollo buscador","Al comienzo de tu turno destruye a este esbirro y roba 3 cartas.","Common",1,"Minion","Mekka1","Alliance",,1,"",0,,,,,,,"Mech",,
"Promotion","Pollotizador","Al comienzo de tu turno transforma a un esbirro aleatorio en un Pollo 1/1.","Common",1,"Minion","Mekka4","Alliance",,3,"",0,,,,,,,"Mech",,
"Promotion","Power of the Horde","Invoca un guerrero de la Horda aleatorio.",,4,"Spell","PRO_001c",,,,,,,,,,,,,,
"Promotion","Robot de reparación","Al final de tu turno restaura 6 de Salud a un personaje dañado.","Common",1,"Minion","Mekka2","Alliance",,3,"",0,,,,,,,"Mech",,
"Promotion","Rogues Do It...","Inflige $4 de daño. Roba una carta.",,4,"Spell","PRO_001b",,,,,,,,,,,,,,
"Promotion","Transformado","¡Ha sido transformado en un pollo!",,,"Enchantment","Mekka4e",,Morph,,,,,,,,,,,,
"Reward","Loro del capitán","<b>Grito de batalla:</b> pon un Pirata aleatorio de tu mazo en tu mano.","Epic",2,"Minion","NEW1_016",,Battlecry,1,,1,,,True,"Daren Bader","Los loros son a los piratas lo que las zanahorias son a los mures.",,"Beast","Se desbloquea cuando tienes a todos los piratas del kit experto.","Se desbloquea cuando tienes a todos los piratas dorados del kit experto."
"Reward","Viejo Ojosombrío","<b>Carga</b>. Tiene +1 de Ataque por cada otro múrloc en el campo de batalla.","Legendary",4,"Minion","EX1_062","Neutral",Charge,4,"",2,,,True,"Dan Scott","Es una leyenda entre los múrlocs. "¡Mrghllghghllghg!" dicen todos.",True,"Murloc","Se desbloquea cuando tienes a todos los múrlocs del kit experto.","Se desbloquea cuando tienes a todos los múrlocs dorados de los kits experto y básico."
"Goblins vs Gnomes","¡Reparaciones!","+4 de Salud.",,,"Enchantment","GVG_069a",,,,,,"Priest",,,,,,,,
"Goblins vs Gnomes","Acechador Gilblin","<b>Sigilo</b>","Common",2,"Minion","GVG_081",,Stealth,3,,2,,,True,"Seamus Gallagher",""Shhh creo que oí algo.

Bah no debe de ser nada". —Cualquier secuaz",,,,
"Goblins vs Gnomes","Aceite filoagudo de Manitas","+3 de Ataque.",,,"Enchantment","GVG_022a",,,,,,,,,,,,,,
"Goblins vs Gnomes","Aceite filoagudo de Manitas","Le otorga a tu arma +3 de Ataque. <b>Combo:</b> otorga +3 de Ataque a un esbirro aliado aleatorio.","Common",4,"Spell","GVG_022",,Combo,,,,"Rogue",,True,"Den","Nunca corras con tijeras. Y menos si usas este aceite.",,,,
"Goblins vs Gnomes","Aceite filoagudo de Manitas","+3 de Ataque.",,,"Enchantment","GVG_022b",,,,,,,,,,,,,,
"Goblins vs Gnomes","Achatarrado","Estadísticas aumentadas.",,,"Enchantment","GVG_106e",,,,,,,,,,,,,,
"Goblins vs Gnomes","Acorazado MAX","<b>Escudo divino</b>","Common",8,"Minion","GVG_079",,Divine Shield,7,,7,,,True,"Nutchapol Thitinunthakorn","En Tanaris hay una fábrica de acorazados pero después de los primeros dos tuvieron que cancelar la producción porque los costos eran arrolladores.",,"Mech",,
"Goblins vs Gnomes","Ajustatuercas de lata","<b>Grito de batalla</b>: otorga +2/+2 a un Meca aliado.","Rare",4,"Minion","GVG_055",,Battlecry,5,,2,"Warrior",,True,"Jesper Esjing","Si se rompe solo dale un par de patadas y grita: "¡Pedazo de chatarra!".",,"Mech",,
"Goblins vs Gnomes","Amasijo","Destruye un esbirro. Cuesta (4) menos si tienes un esbirro dañado.","Epic",7,"Spell","GVG_052",,,,,,"Warrior",,True,"Michael Sutfin","Usar esta carta contra tus enemigos es una de las mejores cosas de la vida... o eso dicen algunos bárbaros.",,,,
"Goblins vs Gnomes","Árbol de la vida","Restaura toda la Salud a todos los personajes.","Epic",9,"Spell","GVG_033",,,,,,"Druid",,True,"Steve Prescott","Sanación: ¡crece en los árboles!",,,,
"Goblins vs Gnomes","Atracador vil","Cada vez que tu adversario juega una carta descarta las 3 primeras de tu mazo.","Epic",5,"Minion","GVG_016",,,8,,8,,,True,"Zoltan & Gabor","Es muy atracador. Y muy vil. Enfréntalo... ¡si te atreves!",,"Mech",,
"Goblins vs Gnomes","Bien equipado","+2/+2.",,,"Enchantment","GVG_060e",,,,,,"Paladin",,,,,,,,
"Goblins vs Gnomes","Blindado","Ataque aumentado.",,,"Enchantment","GVG_086e",,,,,,"Warrior",,,,,,,,
"Goblins vs Gnomes","Blindaje de armadura","Otorga +1 de Salud a un esbirro.",,1,"Spell","PART_001",,,,,,,,,"Nutchapol Thitinunthakorn",,,,,
"Goblins vs Gnomes","Blindaje de armadura","+1 de Salud.",,,"Enchantment","PART_001e",,,,,,,,,,,,,,
"Goblins vs Gnomes","Bolvar Fordragón","Mientras está en tu mano cada vez que un esbirro aliado muere obtiene +1 de Ataque.","Legendary",5,"Minion","GVG_063",,,7,,1,"Paladin",,True,"Tooth","Y entonces a Bolvar lo queman vivo después se sienta en un trono de hielo y todos se olvidan de él. Ah... ¿qué? ¿no lo sabías?",True,,,
"Goblins vs Gnomes","Bomba sórdida","Inflige $3 de daño.","Common",2,"Spell","GVG_015",,,,,,"Warlock",,True,"Jeff Haynie","Si quieres armar un mazo "emo" ¡esta carta es para ti!",,,,
"Goblins vs Gnomes","Bombardera sombría","<b>Grito de batalla:</b> inflige 3 de daño a cada héroe.","Epic",1,"Minion","GVG_009",,Battlecry,1,,2,"Priest",,True,"Matt Dixon","La Bombardera cumple con su trabajo pero ya no siente la misma pasión.",,,,
"Goblins vs Gnomes","Bombardero demente","<b>Grito de batalla:</b> inflige 6 de daño divididos aleatoriamente entre todos los demás personajes.","Rare",5,"Minion","GVG_090",,Battlecry,4,,5,,,True,"Alex Horley Orlandelli","Oye Bombardero ya cálmate un poco.",,,,
"Goblins vs Gnomes","Boxeador penumbroso","Cada vez que sanan a un personaje inflige 1 de daño a un enemigo aleatorio.","Rare",2,"Minion","GVG_072",,,3,,2,"Priest",,True,"Dan Scott","Golpear es su función principal. Y también su función secundaria.",,"Mech",,
"Goblins vs Gnomes","Cabeza de Mimiron","Al comienzo de tu turno si tienes al menos 3 Mecas destrúyelos a todos para armar el V-07-TR-0N.","Legendary",5,"Minion","GVG_111",,,5,,4,,,True,"Trent Kaniuga","¡NO TOQUES ese botón rojo!",True,"Mech",,
"Goblins vs Gnomes","Cachorro-bot anodizado","<b>Provocación</b>. <b>Elige una opción:</b>
+1 de Ataque o +1 de Salud.","Common",2,"Minion","GVG_030",,Taunt,2,,2,"Druid",,True,"Eva Widermann","¡Es tan liiindo! PERO SANTOS COLMILLOS ¿POR QUÉ QUIERE COMERME LA CARA?",False,"Mech",,
"Goblins vs Gnomes","Caminaespíritus cienaleta","Cuando muere otro múrloc aliado robas una carta. <b>Sobrecarga</b>: (1)","Epic",4,"Minion","GVG_040",,,5,,2,"Shaman",,True,"Clint Langley","Los elementos siempre responden al llamado de quienes luchan por una causa justa aun si solo gritas "¡MRGHRGLGLGL!".",,"Murloc",,
"Goblins vs Gnomes","Campomuflado quisquilloso","Otorga <b>Sigilo</b> a un esbirro aliado hasta tu próximo turno.",,1,"Spell","PART_004",,,,,,,,,"Nutchapol Thitinunthakorn",,,,,
"Goblins vs Gnomes","Camuflaje","En sigilo hasta tu próximo turno.",,,"Enchantment","PART_004e",,,,,,,,,,,,,,
"Goblins vs Gnomes","Cañón del buque","Cada vez que invocas un Pirata inflige 2 de daño a un enemigo aleatorio.","Common",2,"Minion","GVG_075",,,3,,2,,,True,"Warren Mahy","Según dicen este fue el primer cañón que Kenny le vendió a Guybrush después de dejar el negocio de las limonadas.",,,,
"Goblins vs Gnomes","Cañón flamígero","Inflige $4 de daño a un esbirro enemigo aleatorio.","Common",2,"Spell","GVG_001",,,,,,"Mage",,True,"Mauricio Herrera","Seamos honestos: "Cañón flamígero" no es el nombre máaaas original para un dispositivo goblin...",,,,
"Goblins vs Gnomes","Cañón vil","Al final de tu turno inflige 2 de daño a un esbirro que no sea un Meca.","Rare",4,"Minion","GVG_020",,,5,,3,"Warlock",,True,"Matt Gaser","La caja dice: "Nuevo y mejorado ¡200% más vil!".",,"Mech",,
"Goblins vs Gnomes","Ceño fruncido","Estadísticas aumentadas.",,,"Enchantment","GVG_100e",,,,,,"Warlock",,,,,,,,
"Goblins vs Gnomes","Chamán Machacaduna","<b>Viento furioso Sobrecarga: (1)</b>
50% de probabilidad de atacar al enemigo equivocado.","Rare",4,"Minion","GVG_066",,Windfury,4,,5,"Shaman",,True,"José Ladrönn","Él simplemente cierra los ojos y se lanza. ¡Raarararrrarar!",,,,
"Goblins vs Gnomes","Chatarroñero","Cada vez que muere un Meca aliado obtiene +2/+2.","Epic",5,"Minion","GVG_106",,,5,,1,,,True,"Zoltan Boros","¡La chatarra de un robot es la SUPERMEJORA DE OTRO!",,"Mech",,
"Goblins vs Gnomes","Chisporroteo","Inflige $3-$6 de daño. <b>Sobrecarga: (1)</b>","Common",2,"Spell","GVG_038",,,,,,"Shaman",,True,"Warren Mahy","¡Se me chisporroteó!",,,,
"Goblins vs Gnomes","Ciberpeluquero goblin","<b>Grito de batalla:</b> le otorga +1 de Ataque a tu arma.","Common",2,"Minion","GVG_023",,Battlecry,2,,3,"Rogue",,True,"Zolton Boros","Puede hacerte un bonito corte de cabello... o de altura.",,"Mech",,
"Goblins vs Gnomes","Conmutado","El Conmutador de polaridad ha intercambiado el Ataque y la Salud.",,,"Enchantment","PART_006a",,,,,,,,,,,,,,
"Goblins vs Gnomes","Conmutador de polaridad","Intercambia el Ataque y la Salud de un esbirro.",,1,"Spell","PART_006",,,,,,,,,"Nutthapon Petthai",,,,,
"Goblins vs Gnomes","Contrarcana diminuta","Los esbirros adyacentes no pueden ser objetivo de Hechizos ni Poderes de héroe.","Epic",4,"Minion","GVG_122",,Aura,5,,2,"Mage",,True,"Jonboy Meyers","No hay hechizo que pueda con ella... pero nunca logró que la dejaran subir a la montaña rusa.",,,,
"Goblins vs Gnomes","Corazón demoníaco","+5/+5.",,,"Enchantment","GVG_019e",,,,,,"Warlock",,,,,,,,
"Goblins vs Gnomes","Corazón demoníaco","Inflige $5 de daño a un esbirro. Si es un Demonio aliado entonces le otorga +5/+5.","Epic",5,"Spell","GVG_019",,,,,,"Warlock",,True,"Kerem Beyit","Prácticamente todos los miembros de la Alianza demoníaca unificada son Brujos. Qué casualidad...",,,,
"Goblins vs Gnomes","Cronoretroceso","Devuelve un esbirro aliado a tu mano.",,1,"Spell","PART_002",,,,,,,,,"Nutthapon Petthai",,,,,
"Goblins vs Gnomes","Cuchilla frenética","Inflige $1 de daño a un esbirro aleatorio. Se repite hasta que un esbirro muere.","Epic",3,"Spell","GVG_050",,,,,,"Warrior",,True,"Andrew Hou","Solo a los goblins podía parecerles una buena idea. Pero hasta ellos empiezan a tener dudas.",,,,
"Goblins vs Gnomes","Cuerno oxidado","Otorga <b>Provocación</b> a un esbirro.",,1,"Spell","PART_003",,,,,,,,,"Peerasak Senalai",,,,,
"Goblins vs Gnomes","Cuidadora de arboleda","<b>Elige una opción:</b> otorga un Cristal de maná a cada jugador o cada jugador roba una carta.","Rare",3,"Minion","GVG_032",,,4,,2,"Druid",,True,"Chris Rahn","Le gusta: pasear y la naturaleza. No le gusta: las trituradoras goblin y las sandalias (¡nunca encuentra de su talla!).",,,,
"Goblins vs Gnomes","Diablillo",,,1,"Minion","GVG_045t",,,1,,1,"Warlock",,,,,,"Demon",,
"Goblins vs Gnomes","Dientes de acero","+2 de Ataque.",,,"Enchantment","GVG_048e",,,,,,"Hunter",,,,,,,,
"Goblins vs Gnomes","Disparo de cobra","Inflige $3 de daño a un esbirro y al héroe enemigo.","Common",5,"Spell","GVG_073",,,,,,"Hunter",,True,"Howard Lyon","El "Disparo de cobra" es muchisisísimo peor que la "Caricia de cobra".",,,,
"Goblins vs Gnomes","Don Barredora","<b>Congela</b> a cualquier personaje dañado por este esbirro.","Common",2,"Minion","GVG_002",,Freeze,3,,2,"Mage",,True,"Gabor Szikszai","Siempre que lo veas pasar canta al compás "Don Barredora es quien yo soy... ¡chucu chu!"",,"Mech",,
"Goblins vs Gnomes","Doncella escudera","<b>Grito de batalla:</b> obtienes 5 de Armadura.","Rare",6,"Minion","GVG_053",,Battlecry,5,,5,"Warrior",,True,"Alex Horley Orlandelli","Siempre la acompañan tres portaescudos para darle repuestos cuando empieza a perder durabilidad.",,,,
"Goblins vs Gnomes","Dr. Bum","<b>Grito de batalla</b>: Invoca dos Robots bum 1/1. <i>ADVERTENCIA: Los robots pueden explotar.</i>","Legendary",7,"Minion","GVG_110",,Battlecry,7,,7,,,True,"Alex Garner","¡CONTEMPLA ESTA MARAVILLA!",True,,,
"Goblins vs Gnomes","Druida del Colmillo",,,5,"Minion","GVG_080t",,,7,,7,"Druid",,,"Massive Black",,,"Beast",,
"Goblins vs Gnomes","Druida del Colmillo","<b>Grito de batalla:</b> si tienes una Bestia transforma a este esbirro en un 7/7.","Common",5,"Minion","GVG_080",,Battlecry,4,,4,"Druid",,True,"Brandon Kitkouski","Los Druidas del Colmillo viven en las Cuevas de los Lamentos. Usan ropa con dibujos de serpientes cuentan chistes de serpientes y se pasan el día diciendo "viejo".",,,,
"Goblins vs Gnomes","Eco de Medivh","Pone una copia de todos los esbirros aliados en tu mano.","Epic",4,"Spell","GVG_005",,,,,,"Mage",,True,"Alex Garner","El eco de Medivh ronda incesantemente por Karazhan condenado a hacer trampa en el ajedrez y en <i>Hearthstone</i> para toda la eternidad.",,,,
"Goblins vs Gnomes","El rey","Ataque aumentado.",,,"Enchantment","GVG_046e",,,,,,"Hunter",,,,,,,,
"Goblins vs Gnomes","Elegido de Velen","+2/+4 y <b>Daño de hechizo +1</b>.",,,"Enchantment","GVG_010b",,,,,,,,,,,,,,
"Goblins vs Gnomes","Elegido de Velen","Otorga +2/+4 y <b>Daño de hechizo +1</b> a un esbirro.","Common",3,"Spell","GVG_010",,,,,,"Priest",,True,"Alex Horley Orlandelli","Velen le mandó a Tyrande una tarjeta preciosa con una imagen del Tranvía Subterráneo que decía: "¡Tú-tú-tú eres la elegida!".",,,,
"Goblins vs Gnomes","Embustero tuerto","Cada vez que invocas a un Pirata obtiene <b>Sigilo</b>.","Rare",2,"Minion","GVG_025",,,1,,4,"Rogue",,True,"Danny Beck","Esto es lo que pasa cuando a un pirata le pica el ojo y no recuerda en qué brazo tiene el garfio.",,"Pirate",,
"Goblins vs Gnomes","Escupehollín","<b>Daño de hechizo +1</b>","Rare",3,"Minion","GVG_123",,Spellpower,3,,3,"Mage",,True,"Phil Saunders","El inventor de la trituradora goblin está en un conflicto de patentes con el inventor del escupehollín.",,"Mech",,
"Goblins vs Gnomes","Experimentador gnomo","<b>Grito de batalla:</b> roba una carta. Si es un esbirro transfórmalo en un Pollo.","Rare",3,"Minion","GVG_092",,Battlecry,2,,3,,,True,"Jesper Esjing","Es increíble que aún se sorprenda cada vez que él mismo termina transformado en pollo.",,,,
"Goblins vs Gnomes","Explosión diablillólica","Inflige $2-$4 de daño a un esbirro. Invoca un Diablillo 1/1 por cada punto de daño infligido.","Rare",4,"Spell","GVG_045",,,,,,"Warlock",,True,"Jaemin Kim","Las esquirlas son muuuucho peores que la explosión.",,,,
"Goblins vs Gnomes","Fingir muerte","Activa todos los <b>Estertores</b> de tus esbirros.","Epic",2,"Spell","GVG_026",,,,,,"Hunter",,True,"Luca Zontini","Lo más difícil de fingir una muerte convincente es lograr el olor adecuado. Se necesita mucha práctica y una buena falta de higiene personal.",,,,
"Goblins vs Gnomes","Francotirador Bonvapor","Puedes usar tu Poder de héroe en esbirros.","Epic",2,"Minion","GVG_087",,,3,,2,"Hunter",,True,"Jun Kang","En general los goblins no tienen paciencia para ser francotiradores. La mayoría prefiere la satisfacción instantánea de una buena explosión.",,,,
"Goblins vs Gnomes","Fuegos fatuoscuros","Invoca 5 Fuegos fatuos.",,,"Spell","GVG_041b",,,,,,"Druid",,,,,,,,
"Goblins vs Gnomes","Fuegos fatuoscuros","+5/+5 y <b>Provocación</b>.",,,"Enchantment","GVG_041c",,,,,,"Druid",,,,,,,,
"Goblins vs Gnomes","Fuegos fatuoscuros","<b>Elige una opción:</b> Invoca 5 Fuegos fatuos o le otorga +5/+5 y <b>Provocación</b> a un esbirro.","Epic",6,"Spell","GVG_041",,,,,,"Druid",,True,"Trent Kaniuga","Son como el resto de los Fuegos fatuos pero les gusta el dark metal.",,,,
"Goblins vs Gnomes","Fuegos fatuoscuros","+5/+5 y <b>Provocación</b>.",,,"Spell","GVG_041a",,,,,,"Druid",,,,,,,,
"Goblins vs Gnomes","Fulmimago goblin","<b>Grito de batalla:</b> si tienes un Meca inflige 4 de daño dividido aleatoriamente entre todos los enemigos.","Rare",4,"Minion","GVG_004",,Battlecry,4,,5,"Mage",,True,"Glenn Rane","Si no tienes una bomba a mano lanza cualquier invento goblin. No notarás la diferencia.",,,,
"Goblins vs Gnomes","Gahz'rilla","Cada vez que este esbirro recibe daño duplica su Ataque.","Legendary",7,"Minion","GVG_049",,,9,,6,"Hunter",,True,"Raymond Swanland","Si dos cabezas piensan más que una ¡imagínate tres!",True,"Beast",,
"Goblins vs Gnomes","Garras de Mal'Ganis","Mal'Ganis otorga +2/+2.",,,"Enchantment","GVG_021e",,,,,,"Warlock",,,,,,,,
"Goblins vs Gnomes","Gazlowe","Cada vez que lanzas un hechizo que cuesta 1 de maná agrega un Meca aleatorio a tu mano.","Legendary",6,"Minion","GVG_117",,,6,,3,,,True,"Luke Mancini","Todos sabíamos que la fama de Gazlowe explotaría algún día.",True,,,
"Goblins vs Gnomes","Gigante de cuerda","Cuesta (1) menos por cada carta en la mano de tu adversario.","Epic",12,"Minion","GVG_121",,,8,,8,,,True,"Dan Scott","No se lleva muy bien con el Gigante montés.",,"Mech",,
"Goblins vs Gnomes","Gigante férreo","<b>Grito de batalla:</b> coloca una Mina en el mazo de tu oponente. Cuando la robe explotará por 10 de daño.","Legendary",6,"Minion","GVG_056",,Battlecry,5,,6,"Warrior",,True,"Raymond Swanland","El Gigante férreo vigila Orgrimmar ¡y acaba de ganar el premio al "Empleado del mes"!",True,"Mech",,
"Goblins vs Gnomes","Gnomo de cuerda","<b>Estertor:</b> agrega una carta de <b>Pieza de repuesto</b> a tu mano.","Common",1,"Minion","GVG_082",,Deathrattle,1,,2,,,True,"Matt Dixon","Los gnomos de cuerda siempre están preguntando la hora.",,"Mech",,
"Goblins vs Gnomes","Gólem celestial piloteado","<b>Estertor:</b> invoca un esbirro aleatorio con un costo de 4.","Epic",6,"Minion","GVG_105",,Deathrattle,4,,6,,,True,"Michael Phillippi","El pináculo de la ingeniería goblin. Incluye máquina de café y masajeador de pies.",,"Mech",,
"Goblins vs Gnomes","Gólem de ánima","Al final de cada turno destruye este esbirro si es el único que tienes.","Epic",6,"Minion","GVG_077",,,9,,9,"Warlock",,True,"Josh Harris","El Animus oscuro es maligno y misterioso y gigante y en verdad incapaz de escribir oraciones gramaticalmente correctas.",,"Mech",,
"Goblins vs Gnomes","Guardián de cobalto","Cada vez que invocas un Meca obtiene <b>Escudo divino</b>.","Rare",5,"Minion","GVG_062",,,3,,6,"Paladin",,True,"Jim Nelson","Los guardianes solían estar hechos de adamantio pero se decidió pasar la producción a Gadgetzan porque el cobalto era muuucho más barato.",,"Mech",,
"Goblins vs Gnomes","Guerra-bot","<b>Enfurecer:</b> +1 de Ataque.","Common",1,"Minion","GVG_051",,Enrage,3,,1,"Warrior",,True,"Tyler Walpole","La producción en masa de guerra-bots se detuvo cuando descubrieron que accidentalmente los estaban fabricando solo en tamaño de muestra.",,"Mech",,
"Goblins vs Gnomes","Gujazuca","+1 de Ataque.",,,"Enchantment","GVG_043e",,,,,,"Hunter",,,,,,,,
"Goblins vs Gnomes","Gujazuca","<b>Grito de batalla:</b> otorga +1 de Ataque a un esbirro aliado aleatorio.","Common",2,"Weapon","GVG_043",,Battlecry,,,2,"Hunter",2,True,"Gino Whitehall","Para esos días en que una bazuca normal no es suficiente.",,,,
"Goblins vs Gnomes","Hemet Nesingwary","<b>Grito de batalla:</b> destruye una Bestia.","Legendary",5,"Minion","GVG_120",,Battlecry,3,,6,,,True,"Ralph Horsley","Es difícil decir que eres un buen cazador en un mundo donde las bestias reaparecen minutos después de matarlas.",True,,,
