SET,NAME,FACTION,TEXT,RARITY,COST,TYPE,ID,ATTACK,HEALTH,PLAYERCLASS,DURABILITY,MECHANICS,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,RACE,ELITE,HOWTOGET,HOWTOGETGOLD
Basic,Puissance totémique,,+2 PV.,,,Enchantment,EX1_244e,,,Shaman,,,,,,,,,,
Basic,Puissance totémique,Neutral,Confère +2 PV à vos totems.,Common,0,Spell,EX1_244,,,Shaman,,,,True,Trent Kaniuga,Désormais plus besoin de ressortir ses totems toutes les deux minutes !,,,Débloquée au niveau 6.,Débloquée au niveau 28.
Basic,Raptor Rougefange,Horde,,Free,2,Minion,CS2_172,3,2,,,,,True,Dan Brereton,« Tuez 30 raptors. » - Hemet Nesingwary,Beast,,,Débloquée au niveau 57 du chasseur.
Basic,Recrue de la Main d’argent,,,Free,1,Minion,CS2_101t,1,1,Paladin,,,,,,,,,,
Basic,Renfort,Neutral,<b>Pouvoir héroïque</b>Invoque une recrue de la Main d’argent 1/1.,Free,2,Hero Power,CS2_101,,,Paladin,,,,,,,,,,
Basic,Rexxar,Neutral,,Free,,Hero,HERO_05,,30,Hunter,,,,True,,,,,,
Basic,Rhino de la toundra,Neutral,Vos Bêtes ont <b>Charge</b>.,Common,5,Minion,DS1_178,2,5,Hunter,,,,True,Lars Grant-West,On confond souvent les rhinos de la toundra avec les kodos. Est-ce que je me trompe ?,Beast,,Débloquée au niveau 8.,Débloquée au niveau 43.
Basic,Rugissement sauvage,Neutral,Confère +2 ATQ à vos personnages pendant ce tour.,Common,3,Spell,CS2_011,,,Druid,,,,True,Grace Liu,C’est quoi ce rugissement ? On dirait un éléphant en rut... Mais ce n’est probablement pas ça.,,,Débloquée au niveau 4.,Débloquée au niveau 43.
Basic,Rugissement sauvage,,+2 ATQ pendant ce tour.,,,Enchantment,CS2_011o,,,Druid,,OneTurnEffect,,,,,,,,
Basic,Sanglier,Neutral,,Common,1,Minion,CS2_boar,1,1,,,,,,,,Beast,,,
Basic,Sanglier brocheroc,Neutral,<b>Charge</b>,Free,1,Minion,CS2_171,1,1,,,Charge,,True,Howard Lyon,Cette carte serait très utile pour un banquet...,Beast,,,Débloquée au niveau 53 du chasseur.
Basic,Seigneur de l’arène,Alliance,<b>Provocation</b>,Common,6,Minion,CS2_162,6,5,,,Taunt,,True,E.M. Gist,Autrefois il avait une cote d’arène de plus de 2100 mais c’était il y a des siècles. Impossible de l’empêcher de fanfaronner depuis.,,,,Débloquée au niveau 59 du prêtre.
Basic,Soigneuse sombrécaille,Neutral,<b>Cri de guerre :</b> rend 2 points de vie à tous les personnages alliés.,Common,5,Minion,DS1_055,4,5,,,Battlecry,,True,Jesper Ejsing,Soigner c’est juste ce qu’elle fait dès qu’elle a un peu de temps libre. Une sorte de passe-temps quoi.,,,,Débloquée au niveau 55 du prêtre.
Basic,Soins inférieurs,Neutral,<b>Pouvoir héroïque</b>Rend 2 PV.,Free,2,Hero Power,CS1h_001,,,Priest,,,,,,,,,,
Basic,Soldat d’élite kor’kron,,<b>Charge</b>,Common,4,Minion,NEW1_011,4,3,Warrior,,Charge,,True,Alex Horley Orlandelli,Les Kor’krons sont les troupes d’élite de Garrosh Hurlenfer. Mieux vaut ne pas porter de tabard bleu quand on les croise.,,,Débloquée au niveau 4.,Débloquée au niveau 44.
Basic,Soldat de Comté-de-l’Or,Alliance,<b>Provocation</b>,Common,1,Minion,CS1_042,1,2,,,Taunt,,True,Donato Giancola,Si Comté-de-l’Or n’était protégée que par des serviteurs 1/2 elle aurait dû être envahie il y a des années.,,,,Débloquée au niveau 57 du paladin.
Basic,Souffleur,,<b>Charge</b>,Common,3,Minion,NEW1_034,4,2,Hunter,,Charge,,,,,Beast,,,
Basic,Sprint,Neutral,Vous piochez 4 cartes.,Common,7,Spell,CS2_077,,,Rogue,,,,True,James Zhang,Les voleurs ne sont pas de bons coureurs.,,,Débloquée au niveau 10.,Débloquée au niveau 49.
Basic,Squelette,Neutral,<b></b>,Common,1,Minion,skele11,1,1,,,,,,,,,,,
Basic,Succube,Neutral,<b>Cri de guerre :</b> vous défausse d’une carte aléatoire.,Free,2,Minion,EX1_306,4,3,Warlock,,Battlecry,,True,Matt Dixon,Les démonistes ne se refusent rien.,Demon,,Débloquée au niveau 1.,Débloquée au niveau 40.
Basic,Thrall,Neutral,,Free,,Hero,HERO_02,,30,Shaman,,,,True,,,,,,
Basic,Tir assuré,Neutral,<b>Pouvoir héroïque</b>Inflige 2 points de dégâts au héros adverse.,Free,2,Hero Power,DS1h_292,,,Hunter,,,,,,,,,,
Basic,Tir des Arcanes,Neutral,Inflige $2 |4(pointpoints) de dégâts.,Free,1,Spell,DS1_185,,,Hunter,,,,True,Luca Zontini,Les magi conjuraient des flèches arcaniques qu’ils vendaient aux chasseurs jusqu’à ce que ces derniers apprennent à le faire eux-mêmes. Les pertes d’emploi en découlant ont plongé Hurlevent dans une récession mineure.,,,Débloquée au niveau 1.,Débloquée au niveau 32.
Basic,Totem de courroux de l’air,Neutral,<b>Dégâts des sorts : +1</b>,Free,1,Minion,CS2_052,0,2,Shaman,,Spellpower,,,,,Totem,,,
Basic,Totem de griffes de pierre,Neutral,<b>Provocation</b>,Free,1,Minion,CS2_051,0,2,Shaman,,Taunt,,,,,Totem,,,
Basic,Totem de soins,,À la fin de votre tour rend 1 point de vie à tous vos serviteurs.,Free,1,Minion,NEW1_009,0,2,Shaman,,,,,,,Totem,,,
Basic,Totem incendiaire,Neutral,,Free,1,Minion,CS2_050,1,1,Shaman,,,,,,,Totem,,,
Basic,Totem Langue de feu,Neutral,Les serviteurs adjacents ont +2 ATQ.,Common,2,Minion,EX1_565,0,3,Shaman,,AdjacentBuff|Aura,,True,Jonathan Ryder,Les fabricants de totems aiment utiliser les essences de bois les plus rares pour leurs totems. On dit même qu’il en existerait en bois de protecteur Ecorcefer !,Totem,,Débloquée au niveau 4.,Débloquée au niveau 43.
Basic,Toucher guérisseur,Neutral,Rend #8 |4(pointpoints) de vie.,Free,3,Spell,CS2_007,,,Druid,,,,True,Cyril Van Der Haegen,Exigez le meilleur ! Avec Toucher guérisseur résultats immédiats 8 PV garantis !,,,Débloquée au niveau 1.,Débloquée au niveau 15.
Basic,Tourbillon,Neutral,Inflige $1 |4(pointpoints) de dégâts à TOUS les serviteurs.,Common,1,Spell,EX1_400,,,Warrior,,,,True,Jonboy Meyers,Comment différencier un guerrier vétéran d’un novice : le novice crie « ouiiiiii ! » quand il tourbillonne.,,,Débloquée au niveau 6.,Débloquée au niveau 32.
Basic,Trait de l’ombre,Neutral,Inflige $4 |4(pointpoints) de dégâts à un serviteur.,Free,3,Spell,CS2_057,,,Warlock,,,,True,Dave Allsop,C’est un trait. Il est fait d’ombre. Que voulez-vous dire de plus !,,,Débloquée au niveau 1.,Débloquée au niveau 47.
Basic,Uther le Porteur de Lumière,Neutral,,Free,,Hero,HERO_04,,30,Paladin,,,,True,,,,,,
Basic,Valeera Sanguinar,Neutral,,Free,,Hero,HERO_03,,30,Rogue,,,,True,,,,,,
Basic,Vengeance de la pièce,,Passer en second renforce votre premier serviteur.,,,Enchantment,GAME_003,,,,,,,,,,,,,
Basic,Vengeance de la pièce,,Passer en second renforce votre premier serviteur.,,,Enchantment,GAME_003e,,,,,,,,,,,,,
Basic,Vision télépathique,Neutral,Place une copie d’une carte aléatoire de la main de l’adversaire dans la vôtre.,Common,1,Spell,CS2_003,,,Priest,,,,True,Michael Komarck,Je vois des cartes qui sont... miennes !,,,Débloquée au niveau 4.,Débloquée au niveau 32.
Basic,Voile de mort,Neutral,Inflige $1 |4(pointpoints) de dégâts à un serviteur. Vous piochez une carte si ce serviteur est tué.,Common,1,Spell,EX1_302,,,Warlock,,,,True,Matt Gaser,Soyons honnêtes un sort qui émet plein de crânes effrayants ça vaut bien quelques cartes.,,,Débloquée au niveau 4.,Débloquée au niveau 43.
Basic,Yéti noroît,Neutral,,Common,4,Minion,CS2_182,4,5,,,,,True,Mauro Cascioli,Il s’est réfugié dans les montagnes pour ne plus entendre à tout bout de champ « Yéti y es-tu ? ».,,,,Débloquée au niveau 55 du guerrier.
Debug,,,,Common,0,Spell,XXX_030,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_001,,,,,ImmuneToSpellpower,,,,,,,,
Debug,,,,Common,0,Spell,XXX_003,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_004,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_005,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_006,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_007,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_008,,,,,Freeze,,,,,,,,
Debug,,,,Common,0,Spell,XXX_009,,,,,,,,,,,,,
Debug,,,,Common,,Enchantment,XXX_009e,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_010,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_011,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_012,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_013,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_014,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_015,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_016,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_017,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_018,,,,,,,,,,,,,
Debug,,,,Common,,Spell,XXX_019,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_020,,,,,ImmuneToSpellpower,,,,,,,,
Debug,,,,Common,0,Spell,XXX_021,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_022,,,,,,,,,,,,,
Debug,,,,,,Enchantment,XXX_022e,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_023,,,,,,,,,,,,,
Debug,,,,Common,0,Minion,XXX_024,3,10,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_025,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_026,,,,,,,,,,,,,
Debug,,,,,,Spell,XXX_027,,,,,,,,,,,,,
Debug,,,,Common,,Spell,XXX_028,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_029,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_002,,,,,ImmuneToSpellpower,,,,,,,,
Debug,,,,,0,Spell,XXX_039,,,,,,,,,,,,,
Debug,,,,,,Hero,XXX_040,,10,Warrior,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_041,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_042,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_043,,,,,,,,,,,,,
Debug,,,,Common,0,Minion,XXX_044,5,5,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_045,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_046,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_047,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_048,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_049,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_050,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_051,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_052,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_053,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_054,,,,,,,,,,,,,
Debug,,,,,,Enchantment,XXX_054e,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_055,,,,,,,,,,,,,
Debug,,,,,,Enchantment,XXX_055e,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_056,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_057,,,,,,,,,,,,,
Debug,,,,Common,0,Spell,XXX_058,,,,,,,,,,,,,
Debug,,,,,,Enchantment,XXX_058e,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_059,,,,,,,,,,,,,
Debug,,,,,0,Spell,XXX_060,,,,,ImmuneToSpellpower,,,,,,,,
Debug,,,,,0,Minion,XXX_094,1,1,,,,,,,,,,,
Debug,,,,,0,Minion,XXX_095,1,1,,,,,,,,,,,
Debug,,,,,0,Minion,XXX_096,1,1,,,,,,,,,,,
Debug,,,,,0,Minion,XXX_097,1,1,,0,,,,,,,,,
Debug,,,,,0,Minion,XXX_098,1,1,,0,,,,,,,,,
Debug,,,,,0,Minion,XXX_099,1,1,,0,,,,,,,False,,
Promotion,Elite Tauren Chieftain,,<b>Cri de guerre :</b> confère aux deux joueurs la puissance du ROCK ! (grâce à une carte au riff dément !),Legendary,5,Minion,PRO_001,5,5,,,Battlecry,,True,Samwise Didier,« Si je dois être détruit par le rock&sbquo;n roll je m’assurerai que le rock&sbquo;n roll soit détruit en même temps que moi ! »,,True,,Obtenue à la BlizzCon 2013.
Promotion,Encouragé !,,Caractéristiques augmentées.,,,Enchantment,Mekka3e,,,,,,,,,,,,,
Promotion,Encourageur 3000,Alliance,À la fin de votre tour confère +1/+1 à un serviteur aléatoire.,Common,1,Minion,Mekka3,0,4,,,,,,,,Mech,,,
Promotion,Gelbin Mekkanivelle,Alliance,<b>Cri de guerre :</b> invoque une invention GÉNIALE.,Legendary,6,Minion,EX1_112,6,6,,,Battlecry,,True,Ludo Lullabi,C’est le chef des gnomes et un formidable inventeur. Mais il y a mieux : il transforme beaucoup MOINS souvent les choses en poulet.,,True,,Cette récompense a été attribuée aux joueurs qui ont participé au test de la boutique lors de la bêta.
Promotion,Je suis murloc,,Invoque trois quatre ou cinq murlocs 1/1.,,4,Spell,PRO_001a,,,,,,,,,,,,,
Promotion,Les voleurs ça vous prend...,,Inflige $4 |4(pointpoints) de dégâts. Vous piochez une carte.,,4,Spell,PRO_001b,,,,,,,,,,,,,
Promotion,Murloc,,,,1,Minion,PRO_001at,1,1,,,,,,,,Murloc,,,
Promotion,Poulet,,<i>Viens mon poulet !</i>,,0,Minion,Mekka4t,1,1,,,,,,,,Beast,,,
Promotion,Poulet à tête chercheuse,Alliance,Au début de votre tour ce serviteur est détruit et vous piochez 3 cartes.,Common,1,Minion,Mekka1,0,1,,,,,,,,Mech,,,
Promotion,Pouletisateur,Alliance,Au début de votre tour transforme un serviteur aléatoire en poulet 1/1.,Common,1,Minion,Mekka4,0,3,,,,,,,,Mech,,,
Promotion,Puissance de la Horde,,Invoque un guerrier de la Horde aléatoire.,,4,Spell,PRO_001c,,,,,,,,,,,,,
Promotion,Robot réparateur,Alliance,À la fin de votre tour rend 6 PV à un personnage blessé.,Common,1,Minion,Mekka2,0,3,,,,,,,,Mech,,,
Promotion,Transformé,,A été transformé en poulet !,,,Enchantment,Mekka4e,,,,,Morph,,,,,,,,
Reward,Perroquet du capitaine,,<b>Cri de guerre :</b> place un pirate aléatoire de votre deck dans votre main.,Epic,2,Minion,NEW1_016,1,1,,,Battlecry,,True,Daren Bader,T’es un pirate et t’as pas de perroquet non mais à l’eau quoi !,Beast,,Débloquée lorsque vous avez tous les pirates du jeu Expert.,Débloquée lorsque vous avez tous les pirates dorés du jeu Expert.
Reward,Vieux Troublœil,Neutral,<b>Charge</b>. A +1 ATQ pour chaque autre murloc sur le champ de bataille.,Legendary,4,Minion,EX1_062,2,4,,,Charge,,True,Dan Scott,C’est une légende chez les murlocs. « Mrghllghghllghg ! » disent-ils.,Murloc,True,Débloquée lorsque vous avez tous les murlocs du jeu Expert.,Débloquée lorsque vous avez tous les murlocs dorés du jeu Expert et du jeu de base.
Goblins vs Gnomes,Annulateur d’Arcane X-21,,<b>Provocation</b>Ne peut pas être la cible de sorts ou de pouvoirs héroïques.,Rare,4,Minion,GVG_091,2,5,,,Taunt,,True,Zero Yue,Les magi et les ingénieurs gnomes se disputent âprement l’invention de ce Méca.,Mech,,,
Goblins vs Gnomes,Appel des ancêtres,,Prend un serviteur aléatoire dans la main de chaque joueur et les pose sur le champ de bataille.,Epic,4,Spell,GVG_029,,,Shaman,,,,True,Dan Scott,« Hé les ancêtres ! » - Appel des ancêtres,,,,
Goblins vs Gnomes,Appel du familier,,Vous piochez une carte. Si c&sbquo;est une Bête elle coûte (4) cristaux de moins.,Rare,2,Spell,GVG_017,,,Hunter,,,,True,E.M. Gist,Les vrais chasseurs chassent la galinette cendrée.,,,,
Goblins vs Gnomes,Arbre de vie,,Rend à tous les personnages tous leurs points de vie.,Epic,9,Spell,GVG_033,,,Druid,,,,True,Steve Prescott,La Vie pousse sur les arbres !?,,,,
Goblins vs Gnomes,Armure en plaques,,Attaque augmentée.,,,Enchantment,GVG_086e,,,Warrior,,,,,,,,,,
Goblins vs Gnomes,Bien armé,,Caractéristiques augmentées.,,,Enchantment,GVG_027e,,,Rogue,,,,,,,,,,
Goblins vs Gnomes,Bien équipé,,+2/+2.,,,Enchantment,GVG_060e,,,Paladin,,,,,,,,,,
Goblins vs Gnomes,Bling-o-tron 3000,,<b>Cri de guerre :</b> équipe chaque joueur d’une arme aléatoire.,Legendary,5,Minion,GVG_119,3,4,,,Battlecry,,True,Jomaro Kindred,SERVOS DE FÊTE PRÊTS POUR DÉPLOIEMENT IMMÉDIAT.,Mech,True,,
Goblins vs Gnomes,Bolvar Fordragon,,Chaque fois qu’un serviteur allié meurt quand vous avez cette carte en main elle gagne +1 ATQ.,Legendary,5,Minion,GVG_063,1,7,Paladin,,,,True,Tooth,Mais tout le monde sait ça : Bolvar se fait calciner puis il s’assoit sur un trône de glace et se fait bien vite oublier.,,True,,
Goblins vs Gnomes,Bombardier cinglé,,<b>Cri de guerre :</b> inflige 6 points de dégâts répartis de façon aléatoire entre tous les autres personnages.,Rare,5,Minion,GVG_090,5,4,,,Battlecry,,True,Alex Horley Orlandelli,Fuyez pauvres fous !,,,,
Goblins vs Gnomes,Bombardière d’ombre,,<b>Cri de guerre :</b> inflige 3 points de dégâts aux héros.,Epic,1,Minion,GVG_009,2,1,Priest,,Battlecry,,True,Matt Dixon,Elle fait son travail mais elle le fait machinalement.,,,,
Goblins vs Gnomes,Bombe de lumière,,Inflige à chaque serviteur des dégâts équivalents à leur ATQ.,Epic,6,Spell,GVG_008,,,Priest,,AffectedBySpellPower,,True,Luca Zontini,Voilà ce qui se passe quand on laisse les gobelins devenir prêtres…,,,,
Goblins vs Gnomes,Bombe de matière noire,,Inflige $3 |4(pointpoints) de dégâts.,Common,2,Spell,GVG_015,,,Warlock,,,,True,Jeff Haynie,Si vous cherchez à vous faire un deck « Emo » c’est la carte idéale !,,,,
Goblins vs Gnomes,Bondisseur dent-de-métal,,<b>Cri de guerre :</b> donne +2 ATQ à vos autres Méca.,Rare,3,Minion,GVG_048,3,3,Hunter,,Battlecry,,True,Hideaki Takamura,Allez chercher le bidon d’huile il ne faut pas qu’il rouille.,Mech,,,
Goblins vs Gnomes,Boxeur de l’ombre,,Chaque fois qu’un personnage est soigné inflige 1 point de dégâts à un adversaire aléatoire.,Rare,2,Minion,GVG_072,2,3,Priest,,,,True,Dan Scott,Un boxeur ça boxe.,Mech,,,
Goblins vs Gnomes,Bricolé à fond,,Caractéristiques augmentées.,,,Enchantment,GVG_106e,,,,,,,,,,,,,
Goblins vs Gnomes,Brik-à-bot,,Chaque fois qu’un Méca allié meurt gagne +2/+2.,Epic,5,Minion,GVG_106,1,5,,,,,True,Zoltan Boros,Un robot doit protéger son existence tant que cette protection n’entre pas en conflit avec la Première ou la Deuxième loi.,Mech,,,
Goblins vs Gnomes,Brute ogre,,50% de chance d’attaquer le mauvais adversaire.,Common,3,Minion,GVG_065,4,4,,,,,True,Vinod Rams,Les ogres ont vraiment un problème de… Elle est où la poulette ?,,,,
Goblins vs Gnomes,CADEAU BONUS,,+2/+2.,,,Enchantment,GVG_104a,,,,,,,,,,,,,
Goblins vs Gnomes,Camouflé,,Camouflé jusqu’à votre prochain tour.,,,Enchantment,PART_004e,,,,,,,,,,,,,
Goblins vs Gnomes,Canon du navire,,Chaque fois que vous invoquez un pirate inflige 2 points de dégâts à un adversaire aléatoire.,Common,2,Minion,GVG_075,2,3,,,,,True,Warren Mahy,Fais-lui bobo avec tes boulettes !,,,,
Goblins vs Gnomes,Canon lance-flammes,,Inflige $4 |4(pointpoints) de dégâts à un serviteur adverse aléatoire.,Common,2,Spell,GVG_001,,,Mage,,,,True,Mauricio Herrera,Le classique de la maison notre fidèle canon lance-flammes mon préféré !,,,,
Goblins vs Gnomes,Chaman cognedune,,<b>Furie des vents.</b>50% de chance d’attaquer le mauvais adversaire. <b>Surcharge :</b> (1),Rare,4,Minion,GVG_066,5,4,Shaman,,Windfury,,True,José Ladrönn,Il ferme les yeux et il fonce. Rahhhhhhhhhhhhhh !,,,,
Goblins vs Gnomes,Champ de camouflage,,Confère <b>Camouflage</b> à un serviteur allié jusqu’à votre prochain tour.,,1,Spell,PART_004,,,,,,,,Nutchapol Thitinunthakorn,,,,,
Goblins vs Gnomes,Char araignée,,,Common,3,Minion,GVG_044,3,4,,,,,True,Dany Orizio,« Et si on lui ajoutait des canons ? »- Fuséclair à propos de l’araignée de transport,Mech,,,
Goblins vs Gnomes,Char de force MAX,,<b>Bouclier divin</b>,Common,8,Minion,GVG_079,7,7,,,Divine Shield,,True,Nutchapol Thitinunthakorn,À Tanaris il y a une usine de chars de force mais seuls deux chars sont sortis des ateliers à cause des dépassements de budget.,Mech,,,
Goblins vs Gnomes,Choix de Velen,,Confère à un serviteur +2/+4 et <b>+1 aux dégâts des sorts</b>.,Common,3,Spell,GVG_010,,,Priest,,,,True,Alex Horley Orlandelli,Parce qu’en plus c’est moi qui dois décider ?,,,,
Goblins vs Gnomes,Choix de Velen,,+2/+4 et <b>dégâts des sorts :+1</b>.,,,Enchantment,GVG_010b,,,,,,,,,,,,,
Goblins vs Gnomes,Cible leurre,,<b>Provocation</b>,Rare,0,Minion,GVG_093,0,2,,,Taunt,,True,Matt Dixon,L’équivalent technologique d’une pancarte « Frappez-moi ».,Mech,,,
Goblins vs Gnomes,Clé de maître des rouages,,A +2 ATQ tant que vous avez un Méca.,Epic,3,Weapon,GVG_024,1,,Rogue,3,Aura,,True,Richard Wright,Serre les vis et fracasse les troggs !,,,,
Goblins vs Gnomes,Cliquetteur perce-vrille,,<b>Cri de guerre :</b> donne +2/+2 à un Méca allié.,Rare,4,Minion,GVG_055,2,5,Warrior,,Battlecry,,True,Jesper Ejsing,S’il tombe en panne donnez-lui un grand coup en criant « Saleté de Méca ! »,Mech,,,
Goblins vs Gnomes,Cœur de démon,,+5/+5.,,,Enchantment,GVG_019e,,,Warlock,,,,,,,,,,
Goblins vs Gnomes,Cœur de démon,,Inflige $5 |4(pointpoints) de dégâts à un serviteur. Si c’est un démon allié lui donne +5/+5 à la place.,Epic,5,Spell,GVG_019,,,Warlock,,,,True,Kerem Beyit,C’est la preuve que les démons ont bien un cœur.,,,,
Goblins vs Gnomes,Cogneguerre ogre,,50% de chance d’attaquer le mauvais adversaire.,Common,3,Weapon,GVG_054,4,,Warrior,2,,,True,Richard Wright,Une masse basique aberrante mais surtout incroyablement dangereuse. Enfin comme la plupart des objets ogres.,,,,
Goblins vs Gnomes,Cracheur de suie,,<b>Dégâts des sorts : +1</b>,Rare,3,Minion,GVG_123,3,3,Mage,,Spellpower,,True,Phil Saunders,Cette manie que tu as de cracher partout comme un lama !,Mech,,,
Goblins vs Gnomes,Crépitement,,Inflige $3 à $6 points de dégâts. <b>Surcharge :</b> (1),Common,2,Spell,GVG_038,,,Shaman,,,,True,Warren Mahy,Quand vous lancez ce sort et que vous entendez la cible faire cric crac croc c’est légèrement déconcertant.,,,,
Goblins vs Gnomes,Déchiqueteur piloté,,<b>Râle d’agonie :</b> invoque un serviteur aléatoire coûtant 2 cristaux.,Common,4,Minion,GVG_096,4,3,,,Deathrattle,,True,Dan Scott,Autrefois seuls les gobelins pilotaient les déchiqueteurs. Aujourd’hui c’est devenu tellement branché que même le chroniqueur Cho en conduit un !,Mech,,,
Goblins vs Gnomes,Dents de métal,,+2 ATQ.,,,Enchantment,GVG_048e,,,Hunter,,,,,,,,,,
Goblins vs Gnomes,Diablotin,,,,1,Minion,GVG_045t,1,1,Warlock,,,,,,,Demon,,,
Goblins vs Gnomes,Dissimulé,,La Vie a été échangée.,,,Enchantment,GVG_014a,,,Priest,,,,,,,,,,
Goblins vs Gnomes,Don de carte,,Chaque joueur pioche une carte.,,,Spell,GVG_032b,,,Druid,,,,,,,,,,
Goblins vs Gnomes,Don de mana,,Donne à chaque joueur un cristal de mana.,,,Spell,GVG_032a,,,Druid,,,,,,,,,,
Goblins vs Gnomes,Dr Boum,,<b>Cri de guerre :</b> invoque deux Ro’Boum 1/1. <i>ATTENTION : les Ro’Boum peuvent exploser.</i>,Legendary,7,Minion,GVG_110,7,7,,,Battlecry,,True,Alex Garner,À GENOUX DEVANT LE DOCTEUR BOUM !,,True,,
Goblins vs Gnomes,Druide du Croc,,,,5,Minion,GVG_080t,7,7,Druid,,,,,Massive Black,,Beast,,,
Goblins vs Gnomes,Druide du Croc,,<b>Cri de guerre :</b> si vous avez une Bête transforme ce serviteur en une carte 7/7.,Common,5,Minion,GVG_080,4,4,Druid,,Battlecry,,True,Brandon Kitkouski,Ses crocs sont tranchants il aime votre goût. Mieux vaut prendre vos jambes à votre cou.,,,,
Goblins vs Gnomes,Écho de Medivh,,Place une copie de chaque serviteur allié dans votre main.,Epic,4,Spell,GVG_005,,,Mage,,,,True,Alex Garner,Tout est une copie d&sbquo;une copie d&sbquo;une copie...,,,,
Goblins vs Gnomes,Écraser,,Détruit un serviteur. Si vous avez un serviteur blessé cette carte coûte (4) cristaux de moins.,Epic,7,Spell,GVG_052,,,Warrior,,,,True,Michael Sutfin,Écraser ses adversaires avec cette carte les voir mourir devant soi et entendre les lamentations de leurs femmes. Qu’y a-t-il de mieux dans la vie ?,,,,
Goblins vs Gnomes,Engin de siège,,Chaque fois que vous gagnez de l’Armure donne +1 ATQ à ce serviteur.,Rare,5,Minion,GVG_086,5,5,Warrior,,,,True,Zero Yue,Le seul point faible de la forteresse de Joug-d’hiver !,Mech,,,
Goblins vs Gnomes,Ennuy-o-tron,,<b>Provocation</b><b>Bouclier divin</b>,Common,2,Minion,GVG_085,1,2,,,Divine Shield|Taunt,,True,Matt Dixon,Son inventeur a immédiatement été renvoyé de l’école des bricoleurs et banni de Brikabrok avant de finalement être expulsé de l’ensemble des royaumes de l’Est.,Mech,,,
Goblins vs Gnomes,Éruption de diablotins,,Inflige $2 à $4 points de dégâts à un serviteur. Invoque un diablotin 1/1 pour chaque point de dégâts infligé.,Rare,4,Spell,GVG_045,,,Warlock,,,,True,Jaemin Kim,Bien pires qu’une éruption de boutons.,,,,
Goblins vs Gnomes,Étreinte de Mal’Ganis,,Mal’Ganis confère +2/+2.,,,Enchantment,GVG_021e,,,Warlock,,,,,,,,,,
Goblins vs Gnomes,Expérimentateur gnome,,<b>Cri de guerre :</b> vous piochez une carte. Si c’est un serviteur le transforme en poulet.,Rare,3,Minion,GVG_092,3,2,,,Battlecry,,True,Jesper Ejsing,Il est toujours surpris quand il se transforme lui-même en poulet.,,,,
Goblins vs Gnomes,Explomage gobelin,,<b>Cri de guerre :</b> si vous possédez un Méca inflige 4 points de dégâts répartis de façon aléatoire entre tous les adversaires.,Rare,4,Minion,GVG_004,5,4,Mage,,Battlecry,,True,Glenn Rane,Je t&sbquo;exploserai moi-même la cervelle… personnellement !,,,,
Goblins vs Gnomes,Faucheur 4000,,Inflige également des dégâts aux serviteurs à côté de celui qu’il attaque.,Legendary,8,Minion,GVG_113,6,9,,,,,True,James Ryman,Faucheur ou moissonneur au final c’est du pareil au même.,Mech,True,,
